Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Max_Value,Total_Contract_Months,Remaining_Contract_Months,SumOfTransactionAmt
S3Z58860,130001,"Uniform Rental and Laundry Service, Sch. 75",20120701,20150630,SSE,UNIFIRST CORP                           ,SS&E,"$135,000.00",36,12,"$6,870.19"
S3Z58880,130362,Condoms,20130401,20150331,SSE,TOTAL ACCESS GROUP                      ,SS&E,"$799,999.00",30,18,"$13,566.00"
S3Z58940,130213,Medical Oxygen Service (Fill and Cylinder Repair) and  Accessories,20130101,20141231,SSE,AIRGAS USA LLC                          ,SS&E,"$350,280.12",34,22,"$31,579.84"
S3Z58980,130341,Hardware and Abrasive Supplies,20130301,20150228,SSE,INDEPENDENT HARDWARE INC                ,SS&E,"$160,000.01",32,20,"$10,249.12"
S3Z59000,130266,"Metal Doors, Frames and Accessories (Locks, Door Closets, Keys, etc.)",20130201,20150131,SSE,JAMES DOORCHECK INC                     ,SS&E,"$810,000.00",33,21,"$132,705.65"
S3Z59000,130267,"Metal Doors, Frames and Accessories (Locks, Door Closets, Keys, etc.)",20130201,20150131,SSE,INDEPENDENT HARDWARE INC                ,SS&E,"$520,300.00",36,12,"$56,785.48"
S3Z59000,130268,"Metal Doors, Frames and Accessories (Locks, Door Closets, Keys, etc.)",20130201,20150131,SSE,DOOR SERVICE CORP                       ,SS&E,"$386,350.00",33,21,"$1,460.14"
S3Z59010,130328,Folger Adam and Southern Steel Detention Products,20130401,20150331,SSE,CRAFTMASTER HARDWARE CO INC             ,SS&E,"$90,000.01",32,20,$73.00
S3Z59020,130334,"Rental and Services for Circulating, Immersion and Aqueous Bioremediating Parts Washing Machines",20130201,20150131,SSE,SAFETY KLEEN SYSTEMS INC                ,SS&E,"$262,000.00",33,21,"$16,433.00"
S3Z59090,130292,"AIR AND HYDRAULIC CYLINDER REPAIR, RECONDITION, REMOVAL AND INSTALLATION, SCH. 328",20130301,20150228,SSE,DELAWARE VALLEY TRUCK SERVICE           ,SS&E,"$258,008.00",33,21,"$3,657.30"
S3Z59100,130350,Water Treatment Service for Air Conditioning Cooling Equipment and Heating Systems,20130301,20150228,SSE,CASCADE WATER SERVICES INC              ,SS&E,"$200,000.00",36,24,"$10,380.00"
S3Z59120,130235,Turf Management,20130101,20141231,SSE,M & M LAWN CARE EAST INC                ,SS&E,"$472,130.00",36,24,"$109,685.00"
S3Z59140,130255,Welding/Soldering Materials and Supplies,20130101,20141231,SSE,AIRGAS USA LLC                          ,SS&E,"$192,000.00",35,23,"$24,539.52"
S3Z59150,130219,Electrical Testing Instruments,20130101,20141231,SSE,GRAYBAR ELECTRIC CO INC                 ,SS&E,"$79,015.00",35,23,"$3,104.23"
S3Z59150,130220,Electrical Testing Instruments,20130101,20141231,SSE,RUMSEY ELECTRIC CO                      ,SS&E,"$30,001.00",35,23,
S3Z59180,A30293,BOB BARKER CO INC                       Bid # S3Z59180,20130401,20150331,,BOB BARKER CO INC                       ,SS&E,"$30,000.01",33,21,
S3Z59180,A30294,NATIVE GREEN LLC                        Bid # S3Z59180,20130401,20150331,,NATIVE GREEN LLC                        ,SS&E,"$40,000.01",33,21,"$2,099.45"
S3Z59180,A30295,AMERCARE PRODUCTS INC                   Bid # S3Z59180,20130401,20150331,,AMERCARE PRODUCTS INC                   ,SS&E,"$60,000.01",33,21,"$1,367.40"
S3Z59200,130320,Paper Sundries,20130401,20150331,SSE,SOUTH JERSEY PAPER PRODUCTS             ,SS&E,"$81,608.63",33,21,"$13,293.18"
S3Z59200,130321,Paper Sundries,20130401,20150331,SSE,T FRANK MCCALLS INC                     ,SS&E,"$75,001.00",33,21,"$25,203.60"
S3Z59210,130274,Wipers and Rags,20130401,20150331,SSE,INTERNATIONAL WIPER CO                  ,SS&E,"$105,860.00",33,21,"$9,360.00"
S3Z59220,130359,"Airport Computer Information System - Materials, Supplies and Equipment",20130401,20150331,SSE,ELLIOTT LEWIS CORP                      ,SS&E,"$3,186,238.08",33,21,"$228,796.02"
S3Z59230,130244,Dry Cell Batteries,20130101,20141231,SSE,WAREHOUSE BATTERY OUTLET INC            ,SS&E,"$275,576.59",36,24,"$15,687.03"
S3Z59230,130245,Dry Cell Batteries,20130101,20141231,SSE,RUMSEY ELECTRIC CO                      ,SS&E,"$63,001.00",36,24,
S3Z59240,130246,Hauling of Danaher Controls Electronic 1242 Voting Machines,20130101,20141231,SSE,WAYNE MOVING & STORAGE CO               ,SS&E,"$1,048,594.30",36,24,
S3Z59270,130304,Ball & Roller Bearing - Sch 38,20130301,20150228,SSE,PRUYN BEARING CO                        ,SS&E,"$371,251.50",30,18,"$22,292.12"
S3Z59290,130247,Automotive Shop Supplies,20130201,20150131,SSE,UNI SELECT USA INC                      ,SS&E,"$192,637.45",30,18,"$2,573.34"
S3Z59300,130275,FORK LIFT REPAIRS,20130201,20150131,SSE,J J CLARK INC                           ,SS&E,"$367,647.50",35,23,"$7,807.91"
S3Z5931S,130337,HARDWARE MAINTENANCE & SOFTWARE SUPPORT FOR PHOTO MGR CAPTURE / RETRIEVE WORKSTATIONS,20130301,20150228,SSE,DATAWORKS PLUS LLC                      ,SS&E,"$357,932.60",28,16,"$26,838.04"
S3Z59320,130364,Maintenance of Savin Plain Copier Machines and Supplies,20130401,20150331,SSE,ELECTRONIC RISKS CONSULTANT             ,SS&E,"$420,470.00",30,18,"$15,682.87"
S3Z59330,130281,Audio/Visual Supplies,20130201,20150131,SSE,A C RADIO SUPPLY INC                    ,SS&E,"$60,001.00",36,24,"$10,444.94"
S3Z59350,130296,Towing and Storage of Recovered Stolen Vehicles (RSVs),20130201,20150131,SSE,STEFFA METALS CO INC                    ,SS&E,"$60,001.00",36,24,
S3Z59350,130297,Towing and Storage of Recovered Stolen Vehicles (RSVs),20130201,20150131,SSE,PHILADELPHIA TOWING & TRANSPORT         ,SS&E,"$60,001.00",36,24,
S3Z59350,130298,Towing and Storage of Recovered Stolen Vehicles (RSVs),20130201,20150131,SSE,ORTHODOX AUTO CO INC                    ,SS&E,"$60,001.00",36,24,
S3Z59350,130299,Towing and Storage of Recovered Stolen Vehicles (RSVs),20130201,20150131,SSE,MORTON TOWING & RECOVERY                ,SS&E,"$30,001.00",36,24,
S3Z59350,130301,Towing and Storage of Recovered Stolen Vehicles (RSVs),20130201,20150131,SSE,ASPITE INC                              ,SS&E,"$30,001.00",36,24,
S3Z59350,130302,Towing and Storage of Recovered Stolen Vehicles (RSVs),20130201,20150131,SSE,SHAWS TOWING INC                        ,SS&E,"$30,001.00",36,24,
S3Z5937S,130263,"AZTECA SOFTWARE, SUPPORT & CONTIN. TRAINING TECH SVCS",20130201,20150131,SSE,AZTECA SYSTEMS INC                      ,SS&E,"$290,000.00",36,24,"$84,027.50"
S3Z59380,130311,"Repair Service for Electrical Appliances & Kitchen Equipment, Sch. 556",20130301,20150228,SSE,CHARLES W ROMANO CO                     ,SS&E,"$280,608.00",35,23,"$11,283.09"
S3Z59390,130289,Repair of Dental Equipment,20130201,20150131,SSE,WAYNE LEE DENTAL                        ,SS&E,"$155,000.00",36,24,"$5,937.51"
S3Z59400,130280,"Automotive Differential Assemblies, Power Transfer Gear Boxes, Parts, Repair & Exchange",20130201,20150131,SSE,TRANSAXLE LLC                           ,SS&E,"$54,246.70",36,25,
S3Z59410,130323,"Trophies, Medals, Plaques and Pins, etc.",20130501,20150430,SSE,AWARD PRODUCTS INC                      ,SS&E,"$81,081.90",34,22,"$8,221.00"
S3Z59420,130306,Repair Parts Variable Frequency,20130201,20150131,SSE,DEVINE BROTHERS INC                     ,SS&E,"$251,850.00",36,24,"$4,493.19"
S3Z59440,130276,Turf Management - Water Department,20130101,20141231,SSE,TOWNSCAPES INC                          ,SS&E,"$420,540.00",36,24,"$34,685.00"
S3Z59440,130277,Turf Management - Water Department,20130101,20141231,SSE,INDUSTRIAL COMMERCIAL CLEANING GROUP INC,SS&E,"$179,328.00",36,24,"$25,142.68"
S3Z59440,130278,Turf Management - Water Department,20130101,20141231,SSE,M & M LAWN CARE EAST INC                ,SS&E,"$60,001.00",36,24,"$8,700.00"
S3Z59440,130279,Turf Management - Water Department,20130101,20141231,SSE,INDEPENDENCE CONSTRUCTORS CORP          ,SS&E,"$66,000.00",36,24,"$12,800.00"
S3Z59450,130418,General Automotive Repair Services,20130601,20150531,SSE,PAULS AUTO RADIATOR SERVICE INC         ,SS&E,"$46,106.50",33,21,
S3Z59450,130419,General Automotive Repair Services,20130601,20150531,SSE,STATE GLASS & UPHOLSTERY INC            ,SS&E,"$46,598.20",33,12,
S3Z59450,130420,General Automotive Repair Services,20130601,20150531,SSE,DELAWARE VALLEY TRUCK SERVICE           ,SS&E,"$107,572.84",33,21,"$5,612.70"
S3Z59460,130332,Locksmith Services,20130301,20150228,SSE,INTERSTATE LOCKSMITH INC                ,SS&E,"$165,168.00",36,24,"$2,008.65"
S3Z59470,130303,Inspection/Maintenance of Halon 1301/FM200/CO2,20130301,20150228,SSE,WAYMAN FIRE PROTECTION INC              ,SS&E,"$120,821.00",36,24,"$1,650.00"
S3Z59490,130414,Fax Machine Supplies,20130601,20150531,SSE,RIBBONS EXPRESS INC                     ,SS&E,"$30,000.01",33,21,"$4,404.00"
S3Z59490,130415,Fax Machine Supplies,20130601,20150531,SSE,PRIOR & NAMI BUSINESS SYSTEMS           ,SS&E,"$160,000.01",33,21,"$24,184.00"
S3Z59490,130416,Fax Machine Supplies,20130601,20150531,SSE,TECHLINK CORP                           ,SS&E,"$30,000.01",33,21,$593.60
S3Z59490,130417,Fax Machine Supplies,20130601,20150531,SSE,P C SPECIALISTS INC                     ,SS&E,"$30,000.01",33,21,
S3Z59510,130264,COUPLINGS FOR PIPE REPAIR,20130301,20150228,SSE,SMITH BLAIR INC                         ,SS&E,"$273,238.43",36,24,"$10,961.28"
S3Z59520,130391,Curb and Valve Box Cleaner and Parts,20130601,20150531,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$71,623.00",33,21,
S3Z59530,130373,Final Sedimentation Tank Replacement Parts,20130401,20150331,SSE,POLYCHEM SYSTEMS                        ,SS&E,"$171,415.49",35,23,
S3Z59530,130374,Final Sedimentation Tank Replacement Parts,20130401,20150331,SSE,G P JAGER & ASSOCS                      ,SS&E,"$30,000.01",35,23,
S3Z59540,130376,Replacement Parts for Implements,20130401,20150331,SSE,EAGLE POWER & EQUIPMENT CORP            ,SS&E,"$120,000.01",36,24,"$48,358.28"
S3Z59540,130377,Replacement Parts for Implements,20130401,20150331,SSE,PENN DETROIT DIESEL ALLISON LLC         ,SS&E,"$42,491.86",36,24,
S3Z59540,130378,Replacement Parts for Implements,20130401,20150331,SSE,GRANTURK EQUIPMENT CO INC               ,SS&E,"$34,333.10",36,24,"$17,681.72"
S3Z59540,130379,Replacement Parts for Implements,20130401,20150331,SSE,EARTHBORNE INC                          ,SS&E,"$30,000.01",36,24,
S3Z59540,130380,Replacement Parts for Implements,20130401,20150331,SSE,PENN JERSEY MACHINERY LLC               ,SS&E,"$982,700.00",36,24,
S3Z59540,130381,Replacement Parts for Implements,20130401,20150331,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$96,904.37",36,24,
S3Z59540,130382,Replacement Parts for Implements,20130401,20150331,SSE,GILES & RANSOME INC                     ,SS&E,"$37,593.75",36,24,
S3Z59540,130383,Replacement Parts for Implements,20130401,20150331,SSE,T H C ENTERPRISES INC                   ,SS&E,"$30,000.01",36,24,
S3Z59540,130384,Replacement Parts for Implements,20130401,20150331,SSE,H A DEHART & SON                        ,SS&E,"$58,479.71",36,24,"$3,945.85"
S3Z59540,130385,Replacement Parts for Implements,20130401,20150331,SSE,U S MUNICIPAL SUPPLY CO                 ,SS&E,"$30,000.01",36,24,
S3Z59540,130386,Replacement Parts for Implements,20130401,20150331,SSE,CHERRY VALLEY FORD TRACTOR SALES        ,SS&E,"$175,926.05",36,24,
S3Z59540,130387,Replacement Parts for Implements,20130401,20150331,SSE,JET VAC INC                             ,SS&E,"$30,000.01",36,24,
S3Z59540,130388,Replacement Parts for Implements,20130401,20150331,SSE,INTERCON TRUCK EQUIPMENT CO             ,SS&E,"$39,000.01",36,24,
S3Z59540,130389,Replacement Parts for Implements,20130401,20150331,SSE,UNI SELECT USA INC                      ,SS&E,"$471,560.84",36,24,"$34,030.32"
S3Z59540,A30376,Replacement Parts for Implements,20130401,20150331,SSE,EAGLE POWER & EQUIPMENT CORP            ,SS&E,"$30,000.01",36,24,
S3Z59540,A30379,Replacement Parts for Implements,20130401,20150331,SSE,EARTHBORNE INC                          ,SS&E,"$30,000.01",36,24,
S3Z59540,A30380,Replacement Parts for Implements,20130401,20150331,SSE,PENN JERSEY MACHINERY LLC               ,SS&E,"$30,000.01",36,24,
S3Z59540,A30381,Replacement Parts for Implements,20130401,20150331,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$30,000.01",36,24,
S3Z59540,A30382,Replacement Parts for Implements,20130401,20150331,SSE,GILES & RANSOME INC                     ,SS&E,"$30,000.01",36,24,
S3Z59540,A30383,Replacement Parts for Implements,20130401,20150331,SSE,T H C ENTERPRISES INC                   ,SS&E,"$30,000.01",36,24,
S3Z59540,A30384,Replacement Parts for Implements,20130401,20150331,SSE,H A DEHART & SON                        ,SS&E,"$30,000.01",36,24,
S3Z59540,A30386,Replacement Parts for Implements,20130401,20150331,SSE,CHERRY VALLEY FORD TRACTOR SALES        ,SS&E,"$30,000.01",36,24,
S3Z59540,A30388,Replacement Parts for Implements,20130401,20150331,SSE,INTERCON TRUCK EQUIPMENT CO             ,SS&E,"$30,000.01",36,24,
S3Z59540,A30389,Replacement Parts for Implements,20130401,20150331,SSE,UNI SELECT USA INC                      ,SS&E,"$34,000.01",36,24,
S3Z59550,130365,"Automotive, Light Truck and Motorcycle Repair and Replacement Parts, OEM Only",20130401,20150331,SSE,FRED BEANS PARTS INC                    ,SS&E,"$46,228.00",36,24,
S3Z59550,130366,"Automotive, Light Truck and Motorcycle Repair and Replacement Parts, OEM Only",20130401,20150331,SSE,CHAPMAN FORD SALES                      ,SS&E,"$30,000.01",36,24,
S3Z59550,130367,"Automotive, Light Truck and Motorcycle Repair and Replacement Parts, OEM Only",20130401,20150331,SSE,C & C FORD SALES                        ,SS&E,"$49,978.00",36,24,
S3Z59550,130368,"Automotive, Light Truck and Motorcycle Repair and Replacement Parts, OEM Only",20130401,20150331,SSE,CHAS S WINNER INC                       ,SS&E,"$54,356.00",36,24,"$12,621.04"
S3Z59550,130369,"Automotive, Light Truck and Motorcycle Repair and Replacement Parts, OEM Only",20130401,20150331,SSE,CHAPMAN CHEVROLET LLC                   ,SS&E,"$91,780.00",36,24,
S3Z59550,A30365,"Automotive, Light Truck and Motorcycle Repair and Replacement Parts, OEM Only",20130401,20150331,SSE,FRED BEANS PARTS INC                    ,SS&E,"$30,000.01",36,24,
S3Z59550,A30366,"Automotive, Light Truck and Motorcycle Repair and Replacement Parts, OEM Only",20130401,20150331,SSE,CHAPMAN FORD SALES                      ,SS&E,"$30,000.01",36,24,
S3Z59550,A30367,"Automotive, Light Truck and Motorcycle Repair and Replacement Parts, OEM Only",20130401,20150331,SSE,C & C FORD SALES                        ,SS&E,"$30,000.01",36,24,
S3Z59550,B30369,"Automotive, Light Truck and Motorcycle Repair and Replacement Parts, OEM Only",20130401,20150331,SSE,CHAPMAN CHEVROLET LLC                   ,SS&E,"$30,000.01",36,,
S3Z59560,130308,Inspection/Repair Service for Chemical Storage Tanks,20130401,20150331,SSE,P & R INDUSTRIES INC                    ,SS&E,"$238,176.75",36,24,"$14,818.00"
S3Z59580,130393,Repair of Electric Motors,20130501,20150430,SSE,WILLIER ELECTRIC MOTOR CO INC           ,SS&E,"$1,434,050.00",36,24,"$119,938.24"
S3Z59600,130330,Fire Suppression Systems Services (Public Property),20130401,20150331,SSE,SIMPLEXGRINNELL LP                      ,SS&E,"$266,484.00",36,24,"$29,760.00"
S3Z59620,130404,Drug Screen Testing Services,20130401,20150331,SSE,DRUGSCAN INC                            ,SS&E,"$630,565.00",36,24,"$51,087.00"
S3Z59630,130358,Sludge Gas Equipment Parts,20130401,20150331,SSE,BOWEN CALHOUN & ASSOCIATES INC          ,SS&E,"$50,000.01",36,24,
S3Z59640,130346,Curb Stops and Service Line Fittings,20130401,20150331,SSE,LABOV PLUMBING & HEATING SUPPLY INC     ,SS&E,"$212,375.00",36,24,
S3Z59650,130324,Refrigerants & Substitutes,20130401,20150331,SSE,AIRGAS REFRIGERANTS INC                 ,SS&E,"$140,001.00",33,21,"$15,687.25"
S3Z59660,130282,"Bottled Water, 16.9 oz & 700 ml (Fire & MDO)",20130301,20150228,SSE,W B MASON COMPANY INC                   ,SS&E,"$30,000.01",35,23,"$1,887.84"
S3Z59680,130394,Elevator/Escalator Maintenance and Repair Services for the Department of Public Property (Various Locations),20130601,20150531,SSE,OTIS ELEVATOR CO                        ,SS&E,"$1,357,277.00",25,13,"$210,198.02"
S3Z59690,130395,Thermographed Business Cards and Gold Seal Stationary,20130501,20150430,SSE,ENVELOPES & PRINTED PRODUCTS INC        ,SS&E,"$380,000.00",36,24,"$20,489.00"
S3Z59700,130397,"Photographic Supplies, Sch. 89",20130501,20150430,SSE,P P I PHOTOGRAPHICS INC                 ,SS&E,"$608,219.88",36,24,"$160,297.55"
S3Z59740,130402,Invasive Plant Control,20130601,20150531,SSE,WEEDS INC                               ,SS&E,"$243,960.00",36,24,"$36,137.15"
S4DB6950,140298,Landscape Planting & Maintenance Services,20140601,20150531,SSE,ALL SEASONS LANDSCAPING CO INC          ,SS&E,"$39,538.00",36,,"$1,875.00"
S4HM8180,140003,Parts & Labor for Card Access Systems,20130701,20150630,SSE,AUDIO VIDEO REPAIR INC                  ,SS&E,"$85,000.00",36,24,"$2,936.63"
S4KQ5840,140237,Bedding and Bath Towels,20140301,20150228,SSE,ACME SUPPLY CO LTD                      ,SS&E,"$32,001.00",36,,
S4OM7700,140268,Printed Case Folders,20140601,20150531,SSE,COMADE INC                              ,SS&E,"$32,001.00",36,,
S4QG839S,140305,Remittance System Hardware Maintenance and Software Support,20140601,20150531,SSE,BURROUGHS INC                           ,SS&E,"$61,578.00",36,,"$61,578.00"
S4QM295S,140261,SPERM HY-LITER SYSTEM,20140220,20150219,SSE,INDEPENDENT FORENSICS OF IL             ,SS&E,"$99,448.00",36,,
S4VW484S,140191,Replacement Parts for Teledyne API Ambient Air Monitors & Calibrators,20140401,20150331,SSE,TELEDYNE INSTRUMENTS INC                ,SS&E,"$32,000.01",36,,
S4WC878S,150004,Mammography Unit,20140421,20150420,SSE,HOLOGIC INC                             ,SS&E,"$991,335.20",36,,
S4WJ796S,140085,Maintenance and Repair of Checkpoint Security Systems,20130701,20150630,SSE,3M COMPANY                              ,SS&E,"$61,675.00",36,24,"$28,644.00"
S4WV5310,140283,"Debris Skimmer Vessel Management, Operations, Maintenance",20140401,20150331,SSE,POLLUTION SOLUTIONS OF NEW JERSEY LLC   ,SS&E,"$352,068.00",36,,"$67,764.83"
S4XL8490,140153,Cleaning Anaerobic Digesters,20131001,20141231,SSE,SYNAGRO CENTRAL LLC                     ,SS&E,"$326,170.00",36,33,
S4XN8970,140223,Printing of Street Lists-General and Primary Elections,20140101,20141231,SSE,BARTON & COONEY LLC                     ,SS&E,"$32,000.01",36,,
S4XW931S,140062,IDEXX Laboratory Supplies,20130701,20150630,SSE,IDEXX DISTRIBUTION INC                  ,SS&E,"$160,628.00",36,24,"$18,129.00"
S4XZ2010,140267,"Power Tools, Pneumatic Parts",20140301,20150228,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$158,731.37",27,,"$28,855.31"
S4YB554S,140287,BD Migit Instrument,20140411,20150410,SSE,BECTON DICKINSON & CO                   ,SS&E,"$40,000.00",36,,
S4YB558S,140263,Maintenance Contract,20140301,20150228,SSE,LIFE TECHNOLOGIES CORP                  ,SS&E,"$57,000.01",36,,"$8,463.96"
S4YC4900,140031,Traffic Signal Hardware,20130601,20150531,SSE,FLEMINGTON ALUMINUM & BRASS INC         ,SS&E,"$320,805.36",36,24,
S4YC4920,140180,Mobile Radar Speed Display Signs,20140101,20141231,SSE,TRAFFIC LOGIX CORP                      ,SS&E,"$82,300.00",36,,"$74,070.00"
S4YC4950,140278,Traffic Speed Control Materials,20140401,20150331,SSE,TRAFFIC LOGIX CORP                      ,SS&E,"$32,000.01",36,,
S4YL4600,140035,"Georgia Pacific: Toilet Paper, Paper Towel and Dispenser",20130701,20150630,SSE,503 CORP                                ,SS&E,"$252,430.12",36,24,"$42,200.00"
S4YL4710,140019,The FIXX - High Solids Floor Finish and Sealer (Spartan),20130701,20150630,SSE,INTERLINE BRANDS INC                    ,SS&E,"$40,307.50",36,24,
S4YL473S,140037,Safe Port Vessel Traffic Information System (VTIS),20130701,20150630,SSE,OBSERVATION TECHNOLOGIES INC            ,SS&E,"$85,000.00",36,24,"$16,000.00"
S4YL479S,140280,VMAT-Out Squitters & Services,20140328,20150327,SSE,EXELIS INC                              ,SS&E,"$575,543.00",36,,
S4YL4800,150028,"Boiler Service, Repair and Water Treatment",20140701,20150630,SSE,GENERAL ASPHALT PAVING CO OF PHILA      ,SS&E,"$721,500.00",32,,"$24,145.10"
S4YL6850,140024,Purchase of Big Belly Solar Compactors,20130701,20150630,SSE,BIG BELLY SOLAR INC                     ,SS&E,"$490,000.00",33,21,"$139,452.61"
S4YQ0630,140264,4 X 2 Advance Life Support Medic Unit,20140301,20150228,SSE,BAY HEAD INVESTMENTS INC                ,SS&E,"$3,544,713.00",36,,"$479,480.00"
S4YQ0860,140182,Inspection and Repair of Airport Crash Rescue Equipment,20131201,20141130,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC       ,SS&E,"$375,931.00",36,,"$13,024.50"
S4YQ0870,140265,Maintenance and Repair of Multifunction Snow Equipment,20140401,20150331,SSE,PENN JERSEY MACHINERY LLC               ,SS&E,"$53,850.00",36,,
S4Z59670,140005,RFG Gasoline and Bio Diesel Fuel (5%),20130701,20150630,SSE,MANSFIELD OIL COMPANY OF GAINSVILLE INC ,SS&E,"$47,321,716.74",36,24,"$7,914,934.23"
S4Z59760,140039,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,READING EQUIPMENT & DISTRIBUTION LLC    ,SS&E,"$30,000.01",36,24,
S4Z59760,140040,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,G L SAYRE INC                           ,SS&E,"$30,000.01",36,24,
S4Z59760,140041,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,CAMPBELL FREIGHTLINER LLC               ,SS&E,"$30,000.01",36,24,
S4Z59760,140042,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$30,000.01",36,24,"$4,115.82"
S4Z59760,140043,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,MOBILE LIFTS INC                        ,SS&E,"$30,000.01",36,24,
S4Z59760,140044,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,T H C ENTERPRISES INC                   ,SS&E,"$30,000.01",36,24,
S4Z59760,140045,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,GRANTURK EQUIPMENT CO INC               ,SS&E,"$30,000.01",36,24,
S4Z59760,140046,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,TRANSTECK INC                           ,SS&E,"$30,000.01",36,24,
S4Z59760,140047,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,MCNEILUS FINANCIAL INC                  ,SS&E,"$30,000.01",36,24,
S4Z59760,140048,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,RANSOME INTERNATIONAL LLC               ,SS&E,"$30,000.01",36,24,
S4Z59760,140049,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,H A DEHART & SON                        ,SS&E,"$44,535.00",36,24,
S4Z59760,140050,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,PENN JERSEY MACHINERY LLC               ,SS&E,"$60,000.01",36,24,
S4Z59760,140051,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,INTERCON TRUCK EQUIPMENT CO             ,SS&E,"$30,000.01",36,24,
S4Z59760,140063,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,STEVES EQUIPMENT SERVICE                ,SS&E,"$100,000.01",36,24,
S4Z59760,A40039,READING EQUIPMENT & DISTRIBUTION LLC    Bid # S4Z59760,20130701,20150630,,READING EQUIPMENT & DISTRIBUTION LLC    ,SS&E,"$30,000.01",36,24,
S4Z59760,A40040,G L SAYRE INC                           Bid # S4Z59760,20130701,20150630,,G L SAYRE INC                           ,SS&E,"$30,000.01",36,24,
S4Z59760,A40041,CAMPBELL FREIGHTLINER LLC               Bid # S4Z59760,20130701,20150630,,CAMPBELL FREIGHTLINER LLC               ,SS&E,"$30,000.01",36,24,
S4Z59760,A40043,MOBILE LIFTS INC                        Bid # S4Z59760,20130701,20150630,,MOBILE LIFTS INC                        ,SS&E,"$30,000.01",36,24,
S4Z59760,A40049,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,H A DEHART & SON                        ,SS&E,"$30,000.01",36,24,
S4Z59760,A40050,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,PENN JERSEY MACHINERY LLC               ,SS&E,"$30,000.01",36,24,
S4Z59760,B40044,T H C ENTERPRISES INC                   Bid # S4Z59760,20130701,20150630,,T H C ENTERPRISES INC                   ,SS&E,"$30,000.01",36,24,
S4Z59760,C40051,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,INTERCON TRUCK EQUIPMENT CO             ,SS&E,"$30,000.01",36,24,
S4Z59780,140006,Fire Vehicle Apparatus Replacement Parts,20130701,20150630,SSE,FIRE LINE EQUIPMENT LLC                 ,SS&E,"$191,735.58",36,24,
S4Z59780,140007,Fire Vehicle Apparatus Replacement Parts,20130701,20150630,SSE,PENN JERSEY MACHINERY LLC               ,SS&E,"$30,000.01",36,24,
S4Z59780,140008,Fire Vehicle Apparatus Replacement Parts,20130701,20150630,SSE,COMPRESSED AIR SYSTEMS INC              ,SS&E,"$110,572.10",36,24,
S4Z59780,140009,Fire Vehicle Apparatus Replacement Parts,20130701,20150630,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC       ,SS&E,"$53,867.38",36,24,
S4Z59780,140013,Fire Vehicle Apparatus Replacement Parts,20130701,20150630,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$30,000.01",36,24,
S4Z59780,A40006,FIRE LINE EQUIPMENT LLC                 Bid # S4Z59780,20130701,20150630,,FIRE LINE EQUIPMENT LLC                 ,SS&E,"$30,000.01",36,24,
S4Z59780,A40008,COMPRESSED AIR SYSTEMS INC              Bid # S4Z59780,20130701,20150630,,COMPRESSED AIR SYSTEMS INC              ,SS&E,"$30,000.01",36,24,
S4Z59780,A40009,W CAMPBELL SUPPLY CO OF PENNA LLC       Bid # S4Z59780,20130701,20150630,,W CAMPBELL SUPPLY CO OF PENNA LLC       ,SS&E,"$30,000.01",36,24,
S4Z59790,140068,Lubricants and Oils,20130701,20141231,SSE,DAVID WEBER OIL CO                      ,SS&E,"$30,000.01",00,,"$1,306.80"
S4Z59790,140069,Lubricants and Oils,20130701,20141231,SSE,PRIME LUBE INC                          ,SS&E,"$566,536.91",00,,"$69,081.13"
S4Z59790,140071,Lubricants and Oils,20130701,20141231,SSE,CRAFT OIL CORPORATION                   ,SS&E,"$587,191.62",00,,"$76,812.83"
