original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1320421,132042101,PUBLIC PROPERTY,"Gillan and Hartmann, Inc.",Architect and Engineer Svcs,Engineering Requirements,9/1/2013,8/31/2014,0, -   , -   ,"Gillan and Hartmann, Inc.",1,ADVERTISED,For Profit
1320421,132042102,PUBLIC PROPERTY,"Gillan and Hartmann, Inc.",Architect and Engineer Svcs,Engineering Requirements,9/1/2014,8/31/2015,335, -   , -   ,"Gillan and Hartmann, Inc.",1,ADVERTISED,For Profit
1420552,1420552,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Landscape Architectural,6/30/2014,6/29/2015,272,"200,000.00", -   ,"Gilmore & Associates, Inc.",1,ADVERTISED,For Profit
1320797,1320797,PUBLIC PROPERTY,Hatch Mott MacDonald I & E LLC,Architect and Engineer Svcs,Kelly Drive Storm Water,6/30/2013,6/29/2015,272,"58,500.00","38,025.00",Hatch Mott MacDonald I & E LLC,1,ADVERTISED,For Profit
1320536,1320536,PUBLIC PROPERTY,"KS Engineers, P.C.",Architect and Engineer Svcs,Avenue of the Republic,10/8/2012,10/7/2014,7,"74,285.60","41,765.25","KS Engineers, P.C.",1,ADVERTISED,For Profit
1320493,132049301,PUBLIC PROPERTY,"Kelly/Maiello, Inc.",Architect and Engineer Svcs,Architectural Requirement,9/15/2013,9/14/2014,0, -   ,"27,608.50","Kelly/Maiello, Inc.",1,ADVERTISED,For Profit
1220501,122050102,PUBLIC PROPERTY,"Klein and Hoffman, Inc.",Architect and Engineer Svcs,Engine House Renovations,2/16/2014,2/15/2015,138,"31,531.50","11,143.47","Klein and Hoffman, Inc.",1,ADVERTISED,For Profit
MPXX15000104,MPXX15000104,PUBLIC PROPERTY,"Kreilick Conservation, LLC",Miscellaneous Order,Conservation of Art,7/9/2014,6/30/2015,273,"31,582.00", -   ,"Kreilick Conservation, LLC",102,EXEMPT,For Profit
1020383,102038303,PUBLIC PROPERTY,"LRSLA Studio, Inc.",Architect and Engineer Svcs,Landscape Architectural,12/1/2013,11/30/2014,61,"306,315.00","45,992.25","LRSLA Studio, Inc.",1,ADVERTISED,For Profit
1420553,1420553,PUBLIC PROPERTY,"LRSLA Studio, Inc.",Architect and Engineer Svcs,Landscape Architectural,6/30/2014,6/29/2015,272,"200,000.00", -   ,"LRSLA Studio, Inc.",1,ADVERTISED,For Profit
1120615,112061503,PUBLIC PROPERTY,M2 Architecture,Architect and Engineer Svcs,Horticultural Center Glaz,2/18/2014,2/17/2015,140, -   , -   ,M2 Architecture,1,ADVERTISED,For Profit
MPXX15000172,MPXX15000172,PUBLIC PROPERTY,"Maser Consulting, P.A.",Miscellaneous Order,Shevchenko/Shepard Improv,8/19/2014,6/30/2015,273,"31,900.00", -   ,"Maser Consulting, P.A.",102,EXEMPT,For Profit
MPXX15000138,MPXX15000138,PUBLIC PROPERTY,OLIN Partnership Ltd,Miscellaneous Order,Water Works Island,7/22/2014,6/30/2015,273,"30,000.00","22,500.00",OLIN Partnership Ltd,102,EXEMPT,For Profit
1320749,132074902,PUBLIC PROPERTY,Oxford Engineering Company,Architect and Engineer Svcs,Fuelsite Environmental,6/30/2014,6/29/2015,272,"100,000.00","1,085.11",Oxford Engineering Company,1,ADVERTISED,For Profit
1320429,132042901,PUBLIC PROPERTY,Pennoni Associates Inc.,Architect and Engineer Svcs,Engineering Requirements,9/1/2013,8/31/2014,0, -   ,"84,949.22",Pennoni Associates Inc.,1,ADVERTISED,For Profit
1320429,132042902,PUBLIC PROPERTY,Pennoni Associates Inc.,Architect and Engineer Svcs,Engineering Requirements,9/1/2014,8/31/2015,335,"300,000.00", -   ,Pennoni Associates Inc.,1,ADVERTISED,For Profit
1320640,132064001,PUBLIC PROPERTY,Pennoni Associates Inc.,Architect and Engineer Svcs,Fuelsite Design Consult,3/1/2014,2/28/2015,151, -   , -   ,Pennoni Associates Inc.,1,ADVERTISED,For Profit
1220556,122055601,PUBLIC PROPERTY,"Professional Systems Engineering, LLC",Architect and Engineer Svcs,PICC Security System I,4/19/2014,4/18/2015,200,"45,282.55","30,771.00","Professional Systems Engineering, LLC",1,ADVERTISED,For Profit
1020565,102056502,PUBLIC PROPERTY,"SMP Architects, Ltd",Architect and Engineer Svcs,Sturgis Playground,3/1/2014,2/28/2015,151, -   , -   ,"SMP Architects, Ltd",1,ADVERTISED,For Profit
1220426,1220426,PUBLIC PROPERTY,"SMP Architects, Ltd",Architect and Engineer Svcs,East Park Canoe House,1/9/2012,12/31/2014,92,"249,140.00","198,323.74","SMP Architects, Ltd",1,ADVERTISED,For Profit
1320474,132047401,PUBLIC PROPERTY,"SMP Architects, Ltd",Architect and Engineer Svcs,Architectural Requirement,9/15/2013,9/14/2014,0, -   ,"120,367.74","SMP Architects, Ltd",1,ADVERTISED,For Profit
1420536,1420536,PUBLIC PROPERTY,"STV Construction, Inc",General Consultant Services,Public Safety Svs Own Rep,6/1/2014,1/31/2018,1219,"6,420,848.00", -   ,"STV Construction, Inc",1,ADVERTISED,For Profit
1220530,122053002,PUBLIC PROPERTY,Schiller & Hersh,Architect and Engineer Svcs,West Philadelphia Library,4/1/2014,3/31/2015,182,"15,104.00","9,882.00",Schiller & Hersh,1,ADVERTISED,For Profit
1420491,1420491,PUBLIC PROPERTY,The Ballinger Company,Architect and Engineer Svcs,A & E Design Services,5/1/2014,4/30/2018,1308,"11,915,000.00", -   ,The Ballinger Company,1,ADVERTISED,For Profit
1220413,1220413,PUBLIC PROPERTY,"The Gordian Group, Inc.",General Consultant Services,JOC Program Management,1/1/2012,12/31/2014,92,"150,000.00", -   ,"The Gordian Group, Inc.",1,ADVERTISED,For Profit
1420557,1420557,PUBLIC PROPERTY,The RBA Group,Architect and Engineer Svcs,Landscape Architectural,6/30/2014,6/29/2015,272,"200,000.00", -   ,The RBA Group,1,ADVERTISED,For Profit
1020397,102039703,PUBLIC PROPERTY,Thompson Mark B Associates,Architect and Engineer Svcs,Letitia House Rehab,11/1/2013,10/31/2014,31, -   , -   ,Thompson Mark B Associates,1,ADVERTISED,For Profit
1320503,132050301,PUBLIC PROPERTY,TranSystems Corporation,Architect and Engineer Svcs,Architectural Requirement,9/19/2013,9/18/2014,0, -   ,"79,923.11",TranSystems Corporation,1,ADVERTISED,For Profit
1320558,1320558,PUBLIC PROPERTY,"UCI Architects, Inc.",Architect and Engineer Svcs,Bldg Improve Various Play,12/6/2012,6/5/2015,248,"157,261.00","93,249.65","UCI Architects, Inc.",1,ADVERTISED,For Profit
1420558,1420558,PUBLIC PROPERTY,Viridian Landscape Studio LLC,Architect and Engineer Svcs,Landscape Architectural,6/30/2014,6/29/2015,272,"200,000.00", -   ,Viridian Landscape Studio LLC,1,ADVERTISED,For Profit
MPXX15000006,MPXX15000006,RECORDS,"1 Source Safety & Health, Inc.",Miscellaneous Order,Safety,7/1/2014,6/30/2015,273,"10,000.00", -   ,"1 Source Safety & Health, Inc.",102,EXEMPT,For Profit
1220422,122042203,RECORDS,"Azavea, Inc",General Consultant Services,refoldering services,7/1/2014,6/30/2015,273,"60,000.00", -   ,"Azavea, Inc",1,ADVERTISED,For Profit
1420005,142000502,RECORDS,"Azavea, Inc",General Consultant Services,mapping support,7/1/2014,6/30/2015,273,"30,000.00", -   ,"Azavea, Inc",1,ADVERTISED,For Profit
1520104,1520104,RECORDS,"Azavea, Inc",General Consultant Services,PhillyHistory Support,7/1/2014,6/30/2015,273,"30,000.00", -   ,"Azavea, Inc",1,ADVERTISED,For Profit
MPXX15000008,MPXX15000008,RECORDS,"Azavea, Inc",Miscellaneous Order,cataloging services,7/1/2014,6/30/2015,273,"31,975.00", -   ,"Azavea, Inc",1,ADVERTISED,For Profit
1520049,1520049,RECORDS,Conservation Center for Art and Historic Artifacts,General Consultant Services,conservation services,7/1/2014,6/30/2015,273,"30,000.00", -   ,Conservation Center for Art and Historic Artifacts,1,ADVERTISED,Non Profit
MPXX15000022,MPXX15000022,RECORDS,"Hydro Service and Supplies, Inc",Miscellaneous Order,humidification syst maint,7/1/2014,6/30/2015,273,"10,000.00","1,960.00","Hydro Service and Supplies, Inc",102,EXEMPT,For Profit
1320182,132018205,RECORDS,"Information Services Partner, Inc.",General Consultant Services,records mgmt,7/1/2014,6/30/2015,273,"48,500.00","10,532.50","Information Services Partner, Inc.",1,ADVERTISED,For Profit
1420004,142000401,RECORDS,"Information Services Partner, Inc.",Computer and Information Svcs,Traffic Accident Sys Supt,7/1/2014,6/30/2015,273,"42,000.00", -   ,"Information Services Partner, Inc.",1,ADVERTISED,For Profit
1320579,132057902,RECORDS,"LRW Solutions Group, Inc.",General Consultant Services,records inventory,7/1/2014,6/30/2015,273,"50,000.00","3,900.00","LRW Solutions Group, Inc.",1,ADVERTISED,For Profit
MPXX15000001,MPXX15000001,RECORDS,Pace Consulting LLC,Miscellaneous Order,mapping support,7/1/2014,6/30/2015,273,"31,999.00","9,100.00",Pace Consulting LLC,1,ADVERTISED,For Profit
MPXX15000003,MPXX15000003,RECORDS,Richard Gouldey,Miscellaneous Order,photographic services,7/1/2014,6/30/2015,273,"5,000.00", -   ,Richard Gouldey,1,ADVERTISED,For Profit
1320183,132018304,RECORDS,Tyler Technologies,Computer and Information Svcs,document recording,7/1/2014,6/30/2015,273,"1,555,000.00","31,535.00",Tyler Technologies,1,ADVERTISED,For Profit
MPXX15000019,MPXX15000019,RECORDS,"U.S. Construction Group, Inc.",Miscellaneous Order,photographic services,7/1/2014,6/30/2015,273,"5,000.00", -   ,"U.S. Construction Group, Inc.",1,ADVERTISED,For Profit
1520090,1520090,RECORDS,VIR Archival and Preservation Services,General Consultant Services,archival consulting,7/1/2014,6/30/2015,273,"84,000.00", -   ,VIR Archival and Preservation Services,1,ADVERTISED,For Profit
1420006,142000601,RECORDS,Vanguard Direct Inc.,General Consultant Services,forms preparation,7/1/2014,6/30/2015,273,"2,000.00", -   ,Vanguard Direct Inc.,1,ADVERTISED,For Profit
MPXX15000012,MPXX15000012,RECORDS,"Vital Records, Inc",Miscellaneous Order,Storage,7/1/2014,6/30/2015,273,"3,100.00",376,"Vital Records, Inc",102,EXEMPT,For Profit
1120543,112054307,REVENUE,AAL Acquest Corp.,General Consultant Services,TIC's for Sheriff Sales,4/1/2014,3/31/2015,182,"710,000.00","51,615.00",AAL Acquest Corp.,1,ADVERTISED,For Profit
1420265,142026501,REVENUE,"AllianceOne Receivables Management, Inc.",General Consultant Services,Discov. & Del. Tax Coll.,7/1/2014,6/30/2015,273,"1,000,000.00", -   ,"AllianceOne Receivables Management, Inc.",1,ADVERTISED,For Profit
1320537,132053701,REVENUE,"Consumer Adjustment Company, Inc",General Consultant Services,Tax and Debt Collection,9/1/2013,8/31/2014,0,"100,000.00", -   ,"Consumer Adjustment Company, Inc",1,ADVERTISED,For Profit
MPXX15000007,MPXX15000007,REVENUE,Elwyn,Miscellaneous Order,Printing Services,7/1/2014,6/30/2015,273,"15,000.00","2,316.60",Elwyn,102,EXEMPT,Non Profit
1320638,132063802,REVENUE,"Goehring, Rutter & Boehm",Legal Services,Real Estate Tax Coll.,1/1/2014,12/31/2014,92,"6,000,000.00","1,965,098.47","Goehring, Rutter & Boehm",1,ADVERTISED,For Profit
1420238,142023802,REVENUE,"LTS Acquisition Co., LLC",General Consultant Services,TIC's for Sheriff Sales,7/1/2014,6/30/2015,273,"550,000.00","49,240.00","LTS Acquisition Co., LLC",1,ADVERTISED,For Profit
1420071,142007101,REVENUE,LaSalle University,General Consultant Services,General Consulting,7/1/2014,6/30/2015,273,"49,484.25", -   ,LaSalle University,1,ADVERTISED,Non Profit
1320575,132057502,REVENUE,"Linebarger Goggan Blair & Sampson, LLP",Legal Services,Real Estate Tax Coll.,1/1/2014,12/31/2014,92,"7,000,000.00","371,982.12","Linebarger Goggan Blair & Sampson, LLP",1,ADVERTISED,For Profit
1420266,142026601,REVENUE,Penn Credit,General Consultant Services,disc. &  Del. Tax Coll.,7/1/2014,6/30/2015,273,"500,000.00", -   ,Penn Credit,1,ADVERTISED,For Profit
1420070,142007001,REVENUE,Peripheral Systems Inc.,Computer and Information Svcs,Computer Consulting,7/1/2014,6/30/2015,273,"144,958.00","17,754.00",Peripheral Systems Inc.,1,ADVERTISED,For Profit
1120362,112036203,REVENUE,Philadelphia Writ Service Inc.,General Consultant Services,Writ Services,1/1/2014,12/31/2014,92, -   ,"141,267.00",Philadelphia Writ Service Inc.,1,ADVERTISED,For Profit
1320538,132053802,REVENUE,"Pioneer Credit Recovery, Inc",General Consultant Services,Tax and Debt Collection,9/1/2013,8/31/2014,0,"2,000,000.00","285,191.39","Pioneer Credit Recovery, Inc",1,ADVERTISED,For Profit
1320538,132053803,REVENUE,"Pioneer Credit Recovery, Inc",General Consultant Services,Tax and Debt Collection,9/1/2014,8/31/2015,335,"2,000,000.00", -   ,"Pioneer Credit Recovery, Inc",1,ADVERTISED,For Profit
1420021,142002101,REVENUE,"Progressive Financial Services, Inc.",General Consultant Services,Collect Nuis Liens - KICK,7/1/2014,6/30/2015,273,"100,000.00","17,778.08","Progressive Financial Services, Inc.",1,ADVERTISED,For Profit
1420267,142026701,REVENUE,"Progressive Financial Services, Inc.",General Consultant Services,Disc. & Del. Tax Coll.,7/1/2014,6/30/2015,273,"1,000,000.00","20,173.74","Progressive Financial Services, Inc.",1,ADVERTISED,For Profit
1120247,112024703,REVENUE,"Revenue Collection Bureau, Inc.",General Consultant Services,Collect Delinquent Taxes,9/20/2013,9/19/2014,0, -   , -   ,"Revenue Collection Bureau, Inc.",1,ADVERTISED,For Profit
1420268,142026801,REVENUE,"Revenue Collection Bureau, Inc.",General Consultant Services,Discov. & Del. Tax Coll.,7/1/2014,6/30/2015,273,"2,400,000.00", -   ,"Revenue Collection Bureau, Inc.",1,ADVERTISED,For Profit
1420509,1420509,REVENUE,The Nyman  Group,General Consultant Services,Training,4/3/2014,4/2/2015,184,"105,000.00","37,910.49",The Nyman  Group,1,ADVERTISED,For Profit
1120356,112035603,REVENUE,"The Tyler Firm, LLC",General Consultant Services,Writ Services,1/1/2014,12/31/2014,92,"115,000.00","57,942.00","The Tyler Firm, LLC",1,ADVERTISED,For Profit
1120493,112049303,SINKING FUND COMM,"Atalanta Sosnoff Capital, LLC",Investment Advisor-Manager,Renewal,2/8/2014,2/7/2015,130, -   , -   ,"Atalanta Sosnoff Capital, LLC",1,ADVERTISED,For Profit
1120494,112049403,SINKING FUND COMM,"Cooke & Bieler, L.P.",Investment Advisor-Manager,Renewal,2/24/2014,2/23/2015,146, -   , -   ,"Cooke & Bieler, L.P.",1,ADVERTISED,For Profit
1120495,112049503,SINKING FUND COMM,"DePrince, Race & Zollo, Inc.",Investment Advisor-Manager,Renewal,2/24/2014,2/23/2015,146, -   , -   ,"DePrince, Race & Zollo, Inc.",1,ADVERTISED,For Profit
1220364,122036402,SINKING FUND COMM,"Fred Alger Management, Inc.",Investment Advisor-Manager,Renewal,4/1/2014,3/31/2015,182,-1, -   ,"Fred Alger Management, Inc.",1,ADVERTISED,For Profit
1220408,122040802,SINKING FUND COMM,"Gallagher Fiduciary Advisors, LLC",Investment Advisor-Manager,Renewal and name change,12/1/2013,11/30/2014,61, -   , -   ,"Gallagher Benefit Services, Inc.",1,ADVERTISED,For Profit
1120396,112039603,SINKING FUND COMM,"Janus Capital Management, LLC",Investment Advisor-Manager,Renewal,11/16/2013,11/15/2014,46, -   , -   ,"Janus Capital Management, LLC",1,ADVERTISED,For Profit
1120496,112049603,SINKING FUND COMM,Lazard Asset Management LLC,Investment Advisor-Manager,Renewal,2/18/2014,2/17/2015,140, -   , -   ,Lazard Asset Management LLC,1,ADVERTISED,For Profit
1120497,112049703,SINKING FUND COMM,Philadelphia Trust Company,Investment Advisor-Manager,Renewal,2/24/2014,2/23/2015,146, -   , -   ,Philadelphia Trust Company,1,ADVERTISED,For Profit
1120515,112051503,SINKING FUND COMM,"Vaughan Nelson Investment Management, L.P.",Investment Advisor-Manager,Renewal,3/2/2014,3/1/2015,152, -   , -   ,"Vaughan Nelson Investment Management, L.P.",1,ADVERTISED,For Profit
1120498,112049803,SINKING FUND COMM,"Weaver C. Barksdale & Associates, Inc.",Investment Advisor-Manager,Renewal,2/24/2014,2/23/2015,146, -   , -   ,"Weaver C. Barksdale & Associates, Inc.",1,ADVERTISED,For Profit
1320125,132012502,SINKING FUND COMM,WithumSmith+Brown,Accounting and Auditing Svcs,Renewal,7/1/2014,6/30/2015,273, -   , -   ,WithumSmith+Brown,1,ADVERTISED,For Profit
1420273,1420273,STREETS,"AECOM Technical Services, Inc.",Streets FHWA,On-Call Project Mgmt Ser,9/1/2013,8/31/2015,335,"1,000,000.00","97,095.12","AECOM Technical Services, Inc.",1,ADVERTISED,For Profit
1320359,132035902,STREETS,"Alternative Resources, Inc.",General Consultant Services,Waste To Energy Planning,7/1/2014,6/30/2015,273,"75,000.00", -   ,"Alternative Resources, Inc.",1,ADVERTISED,For Profit
1220525,122052502,STREETS,"Boles, Smyth Associates, Inc.",Streets FHWA,Traffic Operation Systems,3/1/2014,2/28/2015,151,"1,500,000.00", -   ,"Boles, Smyth Associates, Inc.",1,ADVERTISED,For Profit
1220313,122031302,STREETS,"CBG Communications, Inc.",General Consultant Services,ROW Consulting Services,11/1/2013,10/31/2014,31,"25,000.00","12,337.55","CBG Communications, Inc.",1,ADVERTISED,For Profit
1320628,132062801,STREETS,"Clean Harbors Environmental Services, Inc.",General Consultant Services,Hsehld Waste Collection,1/1/2014,12/31/2014,92,"200,000.00","66,925.97","Clean Harbors Environmental Services, Inc.",1,ADVERTISED,For Profit
MPXX15000183,MPXX15000183,STREETS,Compliance Management International,Miscellaneous Order,Asbestos Awareness,8/27/2014,6/30/2015,273,"1,000.00", -   ,Compliance Management International,102,EXEMPT,For Profit
1120324,112032406,STREETS,"Contemporary Staffing Solutions, Inc.",General Consultant Services,Temporary Staffing Srvs,11/1/2013,10/31/2014,31,"300,000.00","164,931.58","Contemporary Staffing Solutions, Inc.",1,ADVERTISED,For Profit
1320435,132043501,STREETS,"Dawood Engineering, Inc.",Architect and Engineer Svcs,On-Call GES,8/1/2013,7/31/2014,0,"1,500,000.00","4,429.40","Dawood Engineering, Inc.",1,ADVERTISED,For Profit
1220084,122008402,STREETS,"Gilmore & Associates, Inc.",General Consultant Services,OnCall Gen Engineer Svs,7/25/2013,7/24/2014,0,"1,000,000.00","387,889.58","Gilmore & Associates, Inc.",1,ADVERTISED,For Profit
1220084,122008403,STREETS,"Gilmore & Associates, Inc.",General Consultant Services,On Call Engineering Svcs,7/25/2014,7/24/2015,297, -   ,"1,626.28","Gilmore & Associates, Inc.",1,ADVERTISED,For Profit
1120608,112060804,STREETS,"Hill International, Inc.",Streets FHWA,OnCall CM&CI for Trail,5/9/2014,5/8/2015,220, -   , -   ,"Hill International, Inc.",1,ADVERTISED,For Profit
1420311,1420311,STREETS,"Hill International, Inc.",Streets FHWA,Delaware Ave Ext PR CM/CI,9/1/2013,8/31/2015,335,"989,818.34","131,856.93","Hill International, Inc.",1,ADVERTISED,For Profit
1220396,122039601,STREETS,Jacobs Engineering Group Inc.,Streets FHWA,Traffic Operations Center,1/1/2014,12/31/2014,92, -   ,"295,248.28",Jacobs Engineering Group Inc.,1,ADVERTISED,For Profit
1120604,112060403,STREETS,"Johnson, Mirmiran & Thompson",Streets FHWA,On-Call CM&CI for Bridges,5/9/2014,5/8/2015,220, -   , -   ,"Johnson, Mirmiran & Thompson",1,ADVERTISED,For Profit
1120605,112060503,STREETS,"Johnson, Mirmiran & Thompson",Streets FHWA,On-call CM-CI Svs,5/9/2014,5/8/2015,220, -   , -   ,"Johnson, Mirmiran & Thompson",1,ADVERTISED,For Profit
1320436,132043601,STREETS,"Johnson, Mirmiran & Thompson",Architect and Engineer Svcs,On-Call GES,8/1/2013,7/31/2014,0,"1,500,000.00", -   ,"Johnson, Mirmiran & Thompson",1,ADVERTISED,For Profit
1320436,132043602,STREETS,"Johnson, Mirmiran & Thompson",Architect and Engineer Svcs,On Call ADAR Services,7/31/2014,7/31/2015,304, -   , -   ,"Johnson, Mirmiran & Thompson",1,ADVERTISED,For Profit
1220049,122004903,STREETS,Keep Philadelphia Beautiful,General Consultant Services,Anti Litter Educ. Program,7/1/2014,6/30/2015,273, -   ,"17,238.44",Keep Philadelphia Beautiful,8,EXEMPT,Non Profit
1220465,122046502,STREETS,"Kimley-Horn and Associates, Inc.",Streets FHWA,SIGNAL INTEGRATION,1/1/2014,12/31/2014,92,"1,000,000.00","509,421.48","Kimley-Horn and Associates, Inc.",1,ADVERTISED,For Profit
1320315,132031504,STREETS,"LevLane Advertising, Inc.",General Consultant Services,Litter and Recycling Educ,7/1/2014,6/30/2015,273,"3,425,000.00","347,648.10","LevLane Advertising, Inc.",1,ADVERTISED,For Profit
1220523,122052302,STREETS,"McCormick Taylor, Inc.",Streets FHWA,Traffic Operation Systems,3/1/2014,2/28/2015,151,"1,500,000.00","29,875.76","McCormick Taylor, Inc.",1,ADVERTISED,For Profit
1120445,112044503,STREETS,"McMahon Associates, Inc.",Streets FHWA,Traffic Signal Retiming,2/1/2014,1/31/2015,123, -   , -   ,"McMahon Associates, Inc.",1,ADVERTISED,For Profit
1120619,112061903,STREETS,"Michael Baker Jr., Inc.",Streets FHWA,Trans. Eng. Design Svs,6/1/2014,5/31/2015,243, -   ,"1,238.75","Michael Baker Jr., Inc.",1,ADVERTISED,For Profit
1120620,112062003,STREETS,"Parsons Brinckerhoff, Inc.",Streets FHWA,Trans. Eng. Design Svs,6/1/2014,5/31/2015,243, -   ,"18,078.63","Parsons Brinckerhoff, Inc.",1,ADVERTISED,For Profit
1420409,1420409,STREETS,"RecycleBank, LLC",General Consultant Services,Recycling Rewards Program,1/1/2014,12/31/2014,92,"1,200,000.00","665,130.53","RecycleBank, LLC",1,ADVERTISED,For Profit
1220327,122032703,STREETS,SwiftReach Networks,General Consultant Services,Telephone Notification,12/1/2013,11/30/2014,61,"225,000.00","10,756.02",SwiftReach Networks,1,ADVERTISED,For Profit
1120421,112042102,STREETS,"Systra Consulting, Inc.",Streets FHWA,Montgomery Ave/Amtrak,12/1/2013,11/30/2014,61, -   , -   ,"Systra Consulting, Inc.",1,ADVERTISED,For Profit
1120425,112042503,STREETS,"Systra Consulting, Inc.",Streets FHWA,Willow Grove Av/SEPTA,12/1/2013,11/30/2014,61,"59,652.45","32,085.98","Systra Consulting, Inc.",1,ADVERTISED,For Profit
1020672,102067203,STREETS,TranSystems Corporation,Streets FHWA,41st Street Bridge Amtrak,6/30/2014,6/29/2015,272, -   , -   ,TranSystems Corporation,1,ADVERTISED,For Profit
1020674,102067404,STREETS,"Urban Engineers, Inc.",Streets FHWA,Del. Ave extension,6/1/2014,5/31/2015,243, -   , -   ,"Urban Engineers, Inc.",1,ADVERTISED,For Profit
1220521,122052102,STREETS,"Urban Engineers, Inc.",Streets FHWA,Traffic Operation Systems,3/1/2014,2/28/2015,151,"1,500,000.00","145,588.81","Urban Engineers, Inc.",1,ADVERTISED,For Profit
1220271,122027102,WATER,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,Gen Eng for Trtmt Fac,10/1/2013,9/30/2014,0, -   , -   ,"AECOM Technical Services, Inc.",1,ADVERTISED,For Profit
1220083,122008302,WATER,"AKRF, Inc.",Architect and Engineer Svcs,Tacony Creek Stream,8/1/2013,7/31/2014,0, -   , -   ,"AKRF, Inc.",1,ADVERTISED,For Profit
1220083,122008303,WATER,"AKRF, Inc.",Architect and Engineer Svcs,Tacony Creek Stream,8/1/2014,7/31/2015,304, -   , -   ,"AKRF, Inc.",1,ADVERTISED,For Profit
1220240,122024002,WATER,"AKRF, Inc.",Architect and Engineer Svcs,Wetland Design,10/1/2013,9/30/2014,0,"750,000.00", -   ,"AKRF, Inc.",1,ADVERTISED,For Profit
1220473,122047302,WATER,"AKRF, Inc.",General Consultant Services,SMED's,4/1/2014,3/31/2015,182,"100,000.00", -   ,"AKRF, Inc.",1,ADVERTISED,For Profit
1320319,132031902,WATER,"AKRF, Inc.",Architect and Engineer Svcs,Stormwater Concept Design,7/1/2014,6/30/2015,273,"500,000.00", -   ,"AKRF, Inc.",1,ADVERTISED,For Profit
1420385,1420385,WATER,"AKRF, Inc.",General Consultant Services,Regulatory Consultant Svc,2/1/2014,1/31/2015,123,"1,200,000.00","78,658.08","AKRF, Inc.",1,ADVERTISED,For Profit
1120508,112050803,WATER,"AMEC Environment & Infrastructure, Inc.",General Consultant Services,Utility Rate Consultant,9/1/2013,8/31/2014,0,"300,000.00","546,669.84","AMEC Environment & Infrastructure, Inc.",1,ADVERTISED,For Profit
1220474,122047402,WATER,"AMEC Environment & Infrastructure, Inc.",General Consultant Services,SMED's Stormwater,4/1/2014,3/31/2015,182,"250,000.00", -   ,"AMEC Environment & Infrastructure, Inc.",1,ADVERTISED,For Profit
1220054,122005403,WATER,AMERICAN GEOTECH INC,Architect and Engineer Svcs,Geotechnical Testing,10/1/2013,9/30/2014,0,"75,000.00","44,161.34",AMERICAN GEOTECH INC,1,ADVERTISED,For Profit
1220119,122011903,WATER,ANDRE C DASENT P C,Legal Services,Legal Contractor,7/1/2014,6/30/2015,273,"135,000.00","12,093.75",ANDRE C DASENT P C,1,ADVERTISED,For Profit
1220480,122048002,WATER,"ARCADIS US, Inc.",Architect and Engineer Svcs,Gen Eng for Trtmt Fac,10/1/2013,9/30/2014,0,"1,200,000.00","125,000.00","ARCADIS US, Inc.",1,ADVERTISED,For Profit
1220272,122027202,WATER,ATC Group Services,Architect and Engineer Svcs,Gen Eng Svcs,10/1/2013,9/30/2014,0,"500,000.00", -   ,ATC Group Services,1,ADVERTISED,For Profit
MPXX15000084,MPXX15000084,WATER,Adam Levine,Miscellaneous Order,HISTORICAL CONSULTANT,7/2/2014,6/30/2015,273,"32,000.00", -   ,Adam Levine,102,EXEMPT,For Profit
MPXX15000150,MPXX15000150,WATER,"American Trainco, Inc",Miscellaneous Order,TRAINING SERVICES,7/1/2014,6/30/2015,273,"32,000.00", -   ,"American Trainco, Inc",102,EXEMPT,For Profit
MPXX15000178,MPXX15000178,WATER,Andrea McClenon,Miscellaneous Order,Photographic Consultant,7/1/2014,6/30/2015,273,"32,000.00", -   ,Andrea McClenon,102,EXEMPT,For Profit
1320118,132011802,WATER,Axys Analytical Services,General Consultant Services,PCB Analysis,7/1/2014,6/30/2015,273,"50,000.00", -   ,Axys Analytical Services,1,ADVERTISED,For Profit
1220249,122024902,WATER,"Biohabitats, Inc.",Architect and Engineer Svcs,GES Natural Stream,10/1/2013,9/30/2014,0,"750,000.00", -   ,"Biohabitats, Inc.",1,ADVERTISED,For Profit
1220052,122005206,WATER,Black & Veatch Corporation,General Consultant Services,Cost and Rate Study,7/1/2014,6/30/2015,273,"910,990.00","54,347.15",Black & Veatch Corporation,1,ADVERTISED,For Profit
1220277,122027702,WATER,Black & Veatch Corporation,Architect and Engineer Svcs,Gen Eng Svcs Trtmt Fac,10/1/2013,9/30/2014,0, -   , -   ,Black & Veatch Corporation,1,ADVERTISED,For Profit
1320599,132059902,WATER,Black & Veatch Corporation,General Consultant Services,Support of Energy Prog,2/4/2014,2/3/2015,126,"630,137.00", -   ,Black & Veatch Corporation,1,ADVERTISED,For Profit
1520087,1520087,WATER,Blake & Barancik Design Group Inc.,General Consultant Services,Design and Communications,7/1/2014,6/30/2015,273,"100,000.00", -   ,Blake & Barancik Design Group Inc.,1,ADVERTISED,For Profit
