original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor
920701,92070106,Public Property,Oxford Engineering Company,Architect and Engineer Svcs,Environmental Consultant,2013-09-02T00:00:00Z,2014-03-01T00:00:00Z,0,0.0,24950.72,Oxford Engineering Company
1320749,1320749,Public Property,Oxford Engineering Company,Architect and Engineer Svcs,Fuelsite Environmental,2013-06-30T00:00:00Z,2014-06-29T00:00:00Z,90,200000.0,67524.53,Oxford Engineering Company
920804,92080403,Public Property,Pennoni Associates Inc.,Architect and Engineer Svcs,Poquessing Creek Trail,2013-04-01T00:00:00Z,2014-03-31T00:00:00Z,0,0.0,0.0,Pennoni Associates Inc.
1120646,112064601,Public Property,Pennoni Associates Inc.,Architect and Engineer Svcs,CFCF - HVAC Improvements,2013-06-14T00:00:00Z,2014-06-13T00:00:00Z,74,0.0,0.0,Pennoni Associates Inc.
1320429,132042901,Public Property,Pennoni Associates Inc.,Architect and Engineer Svcs,Engineering Requirements,2013-09-01T00:00:00Z,2014-08-31T00:00:00Z,153,0.0,44948.67,Pennoni Associates Inc.
1320640,1320640,Public Property,Pennoni Associates Inc.,Architect and Engineer Svcs,Fuelsite Design Consult,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,200000.0,47395.04,Pennoni Associates Inc.
1120131,112013103,Public Property,Philadelphia Municipal Authority,General Consultant Services,Compensation Agreement,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,347172.0,347172.0,Philadelphia Municipal Authority
1220556,1220556,Public Property,"Professional Systems Engineering, LLC",Architect and Engineer Svcs,PICC Security Improvement,2012-04-19T00:00:00Z,2014-04-18T00:00:00Z,18,282925.0,169503.67,"Professional Systems Engineering, LLC"
1020565,102056501,Public Property,"SMP Architects, Ltd",Architect and Engineer Svcs,Sturgis PG - New Building,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,0.0,0.0,"SMP Architects, Ltd"
1020565,102056502,Public Property,"SMP Architects, Ltd",Architect and Engineer Svcs,Sturgis Playground,2014-03-01T00:00:00Z,2015-02-28T00:00:00Z,334,0.0,0.0,"SMP Architects, Ltd"
1220426,1220426,Public Property,"SMP Architects, Ltd",Architect and Engineer Svcs,East Park Canoe House,2012-01-09T00:00:00Z,2014-12-31T00:00:00Z,275,249140.0,165626.64,"SMP Architects, Ltd"
1320474,132047401,Public Property,"SMP Architects, Ltd",Architect and Engineer Svcs,Architectural Requirement,2013-09-15T00:00:00Z,2014-09-14T00:00:00Z,167,0.0,43915.56,"SMP Architects, Ltd"
1220530,122053001,Public Property,Schiller & Hersh,Architect and Engineer Svcs,West Phila Library HVAC,2012-04-01T00:00:00Z,2014-03-31T00:00:00Z,0,107532.0,48287.0,Schiller & Hersh
MPXX14000237,MPXX14000237,Public Property,"Stark Design, P.C.",Miscellaneous Order,Small Mammal House Roof,2013-09-26T00:00:00Z,2014-06-30T00:00:00Z,91,13980.34,9446.12,"Stark Design, P.C."
1220413,1220413,Public Property,"The Gordian Group, Inc.",General Consultant Services,JOC Program Management,2012-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,150000.0,0.0,"The Gordian Group, Inc."
1020397,102039703,Public Property,Thompson Mark B Associates,Architect and Engineer Svcs,Letitia House Rehab,2013-11-01T00:00:00Z,2014-10-31T00:00:00Z,214,0.0,0.0,Thompson Mark B Associates
1320503,132050301,Public Property,TranSystems Corporation,Architect and Engineer Svcs,Architectural Requirement,2013-09-19T00:00:00Z,2014-09-18T00:00:00Z,171,0.0,10633.77,TranSystems Corporation
1320618,132061801,Public Property,"U.S. Facilities, Inc.",General Consultant Services,OM&S Youth Studies Center,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1538068.0,889901.32,"U.S. Facilities, Inc."
1420328,1420328,Public Property,"U.S. Facilities, Inc.",General Consultant Services,OM&S for Triplex Building,2013-10-01T00:00:00Z,2014-06-30T00:00:00Z,91,1.040429E7,5494867.4,"U.S. Facilities, Inc."
1320558,1320558,Public Property,"UCI Architects, Inc.",Architect and Engineer Svcs,Bldg Improve Various Play,2012-12-06T00:00:00Z,2015-06-05T00:00:00Z,431,157261.0,83781.23,"UCI Architects, Inc."
MPXX14000151,MPXX14000151,Records,"1 Source Safety & Health, Inc.",Miscellaneous Order,Safety,2013-07-29T00:00:00Z,2014-06-30T00:00:00Z,91,10000.0,2924.39,"1 Source Safety & Health, Inc."
1120575,112057503,Records,"Azavea, Inc",General Consultant Services,phillyhistory support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,17000.0,"Azavea, Inc"
1220422,122042202,Records,"Azavea, Inc",General Consultant Services,refoldering services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,60000.0,26880.0,"Azavea, Inc"
1420005,1420005,Records,"Azavea, Inc",General Consultant Services,mapping support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,16322.56,"Azavea, Inc"
1120210,112021003,Records,Conservation Center for Art and Historic Artifacts,General Consultant Services,conservation services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,22650.8,Conservation Center for Art and Historic Artifacts
MPXX14000001,MPXX14000001,Records,Dona Horowitz-Behrend,Miscellaneous Order,Historical Consulting,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,0.0,0.0,Dona Horowitz-Behrend
1420001,1420001,Records,"Ewing Consulting, Inc.",General Consultant Services,Records Management,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,199700.0,146032.5,"Ewing Consulting, Inc."
MPXX14000268,MPXX14000268,Records,"Hydro Service and Supplies, Inc",Miscellaneous Order,humidification sys maint,2013-11-15T00:00:00Z,2014-06-30T00:00:00Z,91,10000.0,2051.0,"Hydro Service and Supplies, Inc"
1320182,132018203,Records,"Information Services Partner, Inc.",General Consultant Services,Records Management,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,48500.0,44411.5,"Information Services Partner, Inc."
1420004,1420004,Records,"Information Services Partner, Inc.",Computer and Information Svcs,Traffic Accident Sys Supt,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,42000.0,20050.0,"Information Services Partner, Inc."
1320579,132057901,Records,"LRW Solutions Group, Inc.",General Consultant Services,Records Inventory,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,50000.0,25500.0,"LRW Solutions Group, Inc."
MPXX14000002,MPXX14000002,Records,Lili-An Elkins,Miscellaneous Order,Research and Development,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,0.0,0.0,Lili-An Elkins
MPXX14000005,MPXX14000005,Records,Pace Consulting LLC,Miscellaneous Order,mapping support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,29900.0,29900.0,Pace Consulting LLC
MPXX14000007,MPXX14000007,Records,Richard Gouldey,Miscellaneous Order,photographic services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,5000.0,1640.0,Richard Gouldey
MPXX14000006,MPXX14000006,Records,"Technically Media, Inc",Miscellaneous Order,cataloging services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,15000.0,"Technically Media, Inc"
1320183,132018302,Records,Tyler Technologies,Computer and Information Svcs,document recording,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1100000.0,862985.0,Tyler Technologies
MPXX14000003,MPXX14000003,Records,"U.S. Construction Group, Inc.",Miscellaneous Order,Photographic Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,5000.0,0.0,"U.S. Construction Group, Inc."
1120182,112018205,Records,VIR Archival and Preservation Services,General Consultant Services,archival consulting,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,93400.0,57550.0,VIR Archival and Preservation Services
1420006,1420006,Records,Vanguard Direct Inc.,General Consultant Services,forms preparation,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,2000.0,0.0,Vanguard Direct Inc.
MPXX14000125,MPXX14000125,Records,"Vital Records, Inc",Miscellaneous Order,Storage,2013-07-19T00:00:00Z,2014-06-30T00:00:00Z,91,3100.0,1372.5,"Vital Records, Inc"
1120543,112054304,Revenue,AAL Acquest Corp.,General Consultant Services,TIC's for Sheriff Sales,2013-04-01T00:00:00Z,2014-03-31T00:00:00Z,0,316000.0,225000.0,AAL Acquest Corp.
1120542,112054205,Revenue,"ARACOR Search + Abstract Services, Inc.",General Consultant Services,TIC's for Sheriff Sales,2013-04-01T00:00:00Z,2014-03-31T00:00:00Z,0,495000.0,317345.0,"ARACOR Search + Abstract Services, Inc."
1420265,1420265,Revenue,"AllianceOne Receivables Management, Inc.",General Consultant Services,Disc. & Del. Tax Coll.,2013-10-01T00:00:00Z,2014-06-30T00:00:00Z,91,1000000.0,0.0,"AllianceOne Receivables Management, Inc."
1420284,1420284,Revenue,AthenianRazak LLC,General Consultant Services,Receivers/Sequestrators,2013-08-01T00:00:00Z,2014-06-30T00:00:00Z,91,1.0,0.0,AthenianRazak LLC
1320537,132053701,Revenue,"Consumer Adjustment Company, Inc",General Consultant Services,Tax and Debt Collection,2013-09-01T00:00:00Z,2014-08-31T00:00:00Z,153,100000.0,0.0,"Consumer Adjustment Company, Inc"
MPXX14000052,MPXX14000052,Revenue,Elwyn,Miscellaneous Order,Printing Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,15000.0,8363.85,Elwyn
1420238,1420238,Revenue,"LTS Acquisition Co., LLC",General Consultant Services,TICs for Sheriff Sales,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,140000.0,119160.0,"LTS Acquisition Co., LLC"
1420071,1420071,Revenue,LaSalle University,General Consultant Services,General Consulting,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,50000.0,20283.33,LaSalle University
1420266,1420266,Revenue,Penn Credit,General Consultant Services,Disc. & Del. Tax Coll.,2013-10-01T00:00:00Z,2014-06-30T00:00:00Z,91,1000000.0,0.0,Penn Credit
1420070,1420070,Revenue,Peripheral Systems Inc.,Computer and Information Svcs,Computer Consulting,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,145000.0,66710.8,Peripheral Systems Inc.
1120362,112036203,Revenue,Philadelphia Writ Service Inc.,General Consultant Services,Writ Services,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,0.0,0.0,Philadelphia Writ Service Inc.
1320538,132053802,Revenue,"Pioneer Credit Recovery, Inc",General Consultant Services,Tax and Debt Collection,2013-09-01T00:00:00Z,2014-08-31T00:00:00Z,153,2000000.0,0.0,"Pioneer Credit Recovery, Inc"
1420021,1420021,Revenue,"Progressive Financial Services, Inc.",General Consultant Services,Collect Nuis Liens - KICK,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,160000.0,26641.67,"Progressive Financial Services, Inc."
1420267,1420267,Revenue,"Progressive Financial Services, Inc.",General Consultant Services,Disc. & Del. Tax Coll.,2013-10-01T00:00:00Z,2014-06-30T00:00:00Z,91,1500000.0,0.0,"Progressive Financial Services, Inc."
1120247,112024703,Revenue,"Revenue Collection Bureau, Inc.",General Consultant Services,Collect Delinquent Taxes,2013-09-20T00:00:00Z,2014-09-19T00:00:00Z,172,0.0,0.0,"Revenue Collection Bureau, Inc."
1420268,1420268,Revenue,"Revenue Collection Bureau, Inc.",General Consultant Services,Disc. & Del. Tax Coll.,2013-10-01T00:00:00Z,2014-06-30T00:00:00Z,91,4400000.0,52536.7,"Revenue Collection Bureau, Inc."
1420256,1420256,Revenue,Sherman Toppin Law Firm LLC,General Consultant Services,Receivers/Sequestrators,2013-08-01T00:00:00Z,2014-06-30T00:00:00Z,91,1.0,0.0,Sherman Toppin Law Firm LLC
MPXX14000235,MPXX14000235,Revenue,The Nyman  Group,Miscellaneous Order,Training Assessment,2013-09-25T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,12086.74,The Nyman  Group
MPXX14000305,MPXX14000305,Revenue,"The Parking Network, Inc.",Miscellaneous Order,Parking Tax Study,2013-12-16T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,10000.0,"The Parking Network, Inc."
MPXX14000239,MPXX14000239,Revenue,"The Rosen Group, Inc.",Miscellaneous Order,Job Analysis,2013-10-02T00:00:00Z,2014-06-30T00:00:00Z,91,10000.0,8940.0,"The Rosen Group, Inc."
1120356,112035603,Revenue,"The Tyler Firm, LLC",General Consultant Services,Writ Services,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,115000.0,19187.0,"The Tyler Firm, LLC"
1120493,112049302,Sinking Fund Comm,"Atalanta Sosnoff Capital, LLC",Investment Advisor-Manager,Renewal,2013-02-08T00:00:00Z,2014-02-07T00:00:00Z,0,0.0,0.0,"Atalanta Sosnoff Capital, LLC"
1120494,112049402,Sinking Fund Comm,"Cooke & Bieler, L.P.",Investment Advisor-Manager,Renewal,2013-02-24T00:00:00Z,2014-02-23T00:00:00Z,0,0.0,0.0,"Cooke & Bieler, L.P."
1120494,112049403,Sinking Fund Comm,"Cooke & Bieler, L.P.",Investment Advisor-Manager,Renewal,2014-02-24T00:00:00Z,2015-02-23T00:00:00Z,329,0.0,0.0,"Cooke & Bieler, L.P."
1120495,112049502,Sinking Fund Comm,"DePrince, Race & Zollo, Inc.",Investment Advisor-Manager,Renewal,2013-02-24T00:00:00Z,2014-02-23T00:00:00Z,0,0.0,0.0,"DePrince, Race & Zollo, Inc."
1220364,122036401,Sinking Fund Comm,"Fred Alger Management, Inc.",Investment Advisor-Manager,Renewal,2013-04-01T00:00:00Z,2014-03-31T00:00:00Z,0,0.0,0.0,"Fred Alger Management, Inc."
1020453,102045303,Sinking Fund Comm,"Garcia Hamilton & Associates, L.P.",Investment Advisor-Manager,Renewal,2013-01-14T00:00:00Z,2014-01-13T00:00:00Z,0,0.0,0.0,"Garcia Hamilton & Associates, L.P."
1120396,112039603,Sinking Fund Comm,"Janus Capital Management, LLC",Investment Advisor-Manager,Renewal,2013-11-16T00:00:00Z,2014-11-15T00:00:00Z,229,0.0,0.0,"Janus Capital Management, LLC"
1120496,112049602,Sinking Fund Comm,Lazard Asset Management LLC,Investment Advisor-Manager,Renewal,2013-02-18T00:00:00Z,2014-02-17T00:00:00Z,0,0.0,0.0,Lazard Asset Management LLC
1120497,112049702,Sinking Fund Comm,Philadelphia Trust Company,Investment Advisor-Manager,Renewal,2013-02-24T00:00:00Z,2014-02-23T00:00:00Z,0,0.0,0.0,Philadelphia Trust Company
1120497,112049703,Sinking Fund Comm,Philadelphia Trust Company,Investment Advisor-Manager,Renewal,2014-02-24T00:00:00Z,2015-02-23T00:00:00Z,329,0.0,0.0,Philadelphia Trust Company
1120515,112051502,Sinking Fund Comm,"Vaughan Nelson Investment Management, L.P.",Investment Advisor-Manager,Renewal,2013-03-02T00:00:00Z,2014-03-01T00:00:00Z,0,0.0,0.0,"Vaughan Nelson Investment Management, L.P."
1120515,112051503,Sinking Fund Comm,"Vaughan Nelson Investment Management, L.P.",Investment Advisor-Manager,Renewal,2014-03-02T00:00:00Z,2015-03-01T00:00:00Z,335,0.0,0.0,"Vaughan Nelson Investment Management, L.P."
1120498,112049802,Sinking Fund Comm,"Weaver C. Barksdale & Associates, Inc.",Investment Advisor-Manager,Renewal,2013-02-24T00:00:00Z,2014-02-23T00:00:00Z,0,0.0,0.0,"Weaver C. Barksdale & Associates, Inc."
1120498,112049803,Sinking Fund Comm,"Weaver C. Barksdale & Associates, Inc.",Investment Advisor-Manager,Renewal,2014-02-24T00:00:00Z,2015-02-23T00:00:00Z,329,0.0,0.0,"Weaver C. Barksdale & Associates, Inc."
1020512,102051203,Sinking Fund Comm,"Wentworth, Hauser and Violich",Investment Advisor-Manager,Renewal,2013-03-02T00:00:00Z,2014-03-01T00:00:00Z,0,0.0,0.0,"Wentworth, Hauser and Violich"
1320125,132012501,Sinking Fund Comm,WithumSmith+Brown,Accounting and Auditing Svcs,Renewal,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,0.0,0.0,WithumSmith+Brown
1020673,102067303,Streets,A D MARBLE & CO,Streets FHWA,Historian Archeologist,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,61,100000.0,0.0,A D MARBLE & CO
1420273,1420273,Streets,"AECOM Technical Services, Inc.",Streets FHWA,On-Call Project Mgmt Ser,2013-09-01T00:00:00Z,2015-08-31T00:00:00Z,518,1000000.0,0.0,"AECOM Technical Services, Inc."
1320359,132035901,Streets,"Alternative Resources, Inc.",General Consultant Services,Alter Waste Process Evalu,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,0.0,15290.87,"Alternative Resources, Inc."
1220525,122052501,Streets,"Boles, Smyth Associates, Inc.",Streets FHWA,Traffic Operation Systems,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,1500000.0,518598.0,"Boles, Smyth Associates, Inc."
1220313,122031302,Streets,"CBG Communications, Inc.",General Consultant Services,ROW Consulting Services,2013-11-01T00:00:00Z,2014-10-31T00:00:00Z,214,25000.0,0.0,"CBG Communications, Inc."
1120324,112032406,Streets,"Contemporary Staffing Solutions, Inc.",General Consultant Services,Temporary Staffing Srvs,2013-11-01T00:00:00Z,2014-10-31T00:00:00Z,214,300000.0,15791.6,"Contemporary Staffing Solutions, Inc."
1320435,132043501,Streets,"Dawood Engineering, Inc.",Architect and Engineer Svcs,On-Call GES,2013-08-01T00:00:00Z,2014-07-31T00:00:00Z,122,1500000.0,0.0,"Dawood Engineering, Inc."
1220084,122008402,Streets,"Gilmore & Associates, Inc.",General Consultant Services,OnCall Gen Engineer Svs,2013-07-25T00:00:00Z,2014-07-24T00:00:00Z,115,1000000.0,90226.46,"Gilmore & Associates, Inc."
1120608,112060803,Streets,"Hill International, Inc.",Streets FHWA,OnCall CM & CI for Trail,2013-05-09T00:00:00Z,2014-05-08T00:00:00Z,38,1500000.0,142194.12,"Hill International, Inc."
1420311,1420311,Streets,"Hill International, Inc.",Streets FHWA,Delaware Ave Ext PR CM/CI,2013-09-01T00:00:00Z,2015-08-31T00:00:00Z,518,989818.34,0.0,"Hill International, Inc."
1120633,112063302,Streets,Jacobs Project Management Co.,Streets FHWA,On-Call CM&CI for Bridges,2013-05-23T00:00:00Z,2014-05-22T00:00:00Z,52,1500000.0,200624.61,Jacobs Project Management Co.
820621,82062106,Streets,"Johnson, Mirmiran & Thompson",Architect and Engineer Svcs,ReStore Phila Corridors,2013-06-02T00:00:00Z,2014-06-01T00:00:00Z,62,0.0,0.0,"Johnson, Mirmiran & Thompson"
1120604,112060402,Streets,"Johnson, Mirmiran & Thompson",Streets FHWA,On-Call CM&CI for Bridges,2013-05-09T00:00:00Z,2014-05-08T00:00:00Z,38,1500000.0,0.0,"Johnson, Mirmiran & Thompson"
1120605,112060502,Streets,"Johnson, Mirmiran & Thompson",Streets FHWA,On-call CM-CI Svs,2013-05-09T00:00:00Z,2014-05-08T00:00:00Z,38,750000.0,109285.44,"Johnson, Mirmiran & Thompson"
1320436,132043601,Streets,"Johnson, Mirmiran & Thompson",Architect and Engineer Svcs,On-Call GES,2013-08-01T00:00:00Z,2014-07-31T00:00:00Z,122,1500000.0,0.0,"Johnson, Mirmiran & Thompson"
1220049,122004902,Streets,Keep Philadelphia Beautiful,General Consultant Services,Anti-Litter Educ. Program,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,122000.0,62350.26,Keep Philadelphia Beautiful
1220465,122046502,Streets,"Kimley-Horn and Associates, Inc.",Streets FHWA,SIGNAL INTEGRATION,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,1000000.0,161107.34,"Kimley-Horn and Associates, Inc."
1320315,132031503,Streets,"LevLane Advertising, Inc.",General Consultant Services,Litter & Recycling Edu PR,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,2690000.0,2279992.75,"LevLane Advertising, Inc."
1220523,122052301,Streets,"McCormick Taylor, Inc.",Streets FHWA,Traffic Operation Systems,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,1500000.0,569340.78,"McCormick Taylor, Inc."
1120445,112044502,Streets,"McMahon Associates, Inc.",Streets FHWA,Traffic Signal Retiming,2013-02-01T00:00:00Z,2014-01-31T00:00:00Z,0,350000.0,219902.95,"McMahon Associates, Inc."
1120445,112044503,Streets,"McMahon Associates, Inc.",Streets FHWA,Traffic Signal Retiming,2014-02-01T00:00:00Z,2015-01-31T00:00:00Z,306,0.0,0.0,"McMahon Associates, Inc."
1120619,112061902,Streets,"Michael Baker Jr., Inc.",Streets FHWA,Trans. Eng. Design Svs,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,61,750000.0,169771.66,"Michael Baker Jr., Inc."
1120620,112062002,Streets,"Parsons Brinckerhoff, Inc.",Streets FHWA,Trans. Eng. Design Svs,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,61,750000.0,7003.91,"Parsons Brinckerhoff, Inc."
MPXX14000018,MPXX14000018,Streets,"Rockwell Automation, Inc",Miscellaneous Order,Drawbridge Engineering Sv,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,1154.99,"Rockwell Automation, Inc"
1220223,122022302,Streets,Stantec,Architect and Engineer Svcs,Northeast Incinerator Pro,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,350000.0,251581.96,Stantec
1220327,122032702,Streets,SwiftReach Networks,General Consultant Services,Telephone Notification,2013-12-01T00:00:00Z,2014-11-30T00:00:00Z,244,100000.0,3184.5,SwiftReach Networks
1120421,112042102,Streets,"Systra Consulting, Inc.",Streets FHWA,Montgomery Ave/Amtrak,2013-12-01T00:00:00Z,2014-11-30T00:00:00Z,244,0.0,0.0,"Systra Consulting, Inc."
1120425,112042502,Streets,"Systra Consulting, Inc.",Streets FHWA,Willow Grove Av/SEPTA,2013-12-01T00:00:00Z,2014-11-30T00:00:00Z,244,25000.0,0.0,"Systra Consulting, Inc."
1220336,122033603,Streets,The Nyman  Group,General Consultant Services,Professional Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,35000.0,13568.0,The Nyman  Group
MPXX14000262,MPXX14000262,Streets,"Total Equipment Training, Inc.",Miscellaneous Order,Crane Training,2013-10-21T00:00:00Z,2014-06-30T00:00:00Z,91,6504.76,6504.56,"Total Equipment Training, Inc."
1020672,102067202,Streets,TranSystems Corporation,Streets FHWA,41st Street over Amtrak,2013-06-30T00:00:00Z,2014-06-29T00:00:00Z,90,150000.0,0.0,TranSystems Corporation
1020674,102067403,Streets,"Urban Engineers, Inc.",Streets FHWA,Del. Ave. Extension,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,61,434500.0,311936.28,"Urban Engineers, Inc."
1120610,112061002,Streets,"Urban Engineers, Inc.",Streets FHWA,On-call CM-CI Svs,2013-05-09T00:00:00Z,2014-05-08T00:00:00Z,38,750000.0,48266.61,"Urban Engineers, Inc."
1220521,122052101,Streets,"Urban Engineers, Inc.",Streets FHWA,Traffic Operation Systems,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,1500000.0,541848.81,"Urban Engineers, Inc."
1220271,122027102,Water,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,Gen Eng for Trtmt Fac,2013-10-01T00:00:00Z,2014-09-30T00:00:00Z,183,0.0,0.0,"AECOM Technical Services, Inc."
1220083,122008302,Water,"AKRF, Inc.",Architect and Engineer Svcs,Tacony Creek Stream,2013-08-01T00:00:00Z,2014-07-31T00:00:00Z,122,0.0,0.0,"AKRF, Inc."
1220240,122024002,Water,"AKRF, Inc.",Architect and Engineer Svcs,Wetland Design,2013-10-01T00:00:00Z,2014-09-30T00:00:00Z,183,750000.0,0.0,"AKRF, Inc."
1220473,122047301,Water,"AKRF, Inc.",General Consultant Services,SMEDS Stormwater,2013-04-01T00:00:00Z,2014-03-31T00:00:00Z,0,250000.0,0.0,"AKRF, Inc."
1320319,132031901,Water,"AKRF, Inc.",Architect and Engineer Svcs,Stormwater Concept Design,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,500000.0,312709.39,"AKRF, Inc."
1320353,132035301,Water,"AKRF, Inc.",General Consultant Services,GSI Green Infrastructure,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1409289.0,628392.85,"AKRF, Inc."
1120508,112050803,Water,"AMEC Environment & Infrastructure, Inc.",General Consultant Services,Utility Rate Consultant,2013-09-01T00:00:00Z,2014-08-31T00:00:00Z,153,300000.0,138131.91,"AMEC Environment & Infrastructure, Inc."
1220474,122047401,Water,"AMEC Environment & Infrastructure, Inc.",General Consultant Services,SMEDs Stormwater,2013-04-01T00:00:00Z,2014-03-31T00:00:00Z,0,250000.0,16120.11,"AMEC Environment & Infrastructure, Inc."
1220054,122005403,Water,AMERICAN GEOTECH INC,Architect and Engineer Svcs,Geotechnical Testing,2013-10-01T00:00:00Z,2014-09-30T00:00:00Z,183,75000.0,11715.5,AMERICAN GEOTECH INC
1320123,132012301,Water,"ANALYTICAL LABORATORY SERVICES, INC. dba ALS ENVIRONMENTAL",General Consultant Services,Full Service Environ Lab,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,200000.0,46034.0,"ANALYTICAL LABORATORY SERVICES, INC. dba ALS ENVIRONMENTAL"
1220119,122011902,Water,ANDRE C DASENT P C,Legal Services,Legal Contractor,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,112500.0,74925.0,ANDRE C DASENT P C
1220480,122048002,Water,"ARCADIS US, Inc.",Architect and Engineer Svcs,Gen Eng for Trtmt Fac,2013-10-01T00:00:00Z,2014-09-30T00:00:00Z,183,1200000.0,0.0,"ARCADIS US, Inc."
1220272,122027202,Water,ATC Group Services,Architect and Engineer Svcs,Gen Eng Svcs,2013-10-01T00:00:00Z,2014-09-30T00:00:00Z,183,500000.0,0.0,ATC Group Services
1220332,122033202,Water,Academy of Natural Sciences,Architect and Engineer Svcs,Chemical & Biological tes,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,0.0,Academy of Natural Sciences
MPXX14000062,MPXX14000062,Water,Adam Levine,Miscellaneous Order,Historical Research,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,19800.0,Adam Levine
MPXX14000244,MPXX14000244,Water,Alleer Training & Consulting,Miscellaneous Order,Training Services,2013-10-04T00:00:00Z,2014-06-30T00:00:00Z,91,32000.0,0.0,Alleer Training & Consulting
MPXX14000097,MPXX14000097,Water,"American Trainco, Inc",Miscellaneous Order,Training Services,2013-07-11T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,24400.0,"American Trainco, Inc"
MPXX14000190,MPXX14000190,Water,Andrea McClenon,Miscellaneous Order,Photographic Consultant,2013-08-23T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,14250.0,Andrea McClenon
1320118,132011801,Water,Axys Analytical Services,General Consultant Services,PCB Analysis,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,35000.0,11295.57,Axys Analytical Services
1220249,122024902,Water,"Biohabitats, Inc.",Architect and Engineer Svcs,GES Natural Stream,2013-10-01T00:00:00Z,2014-09-30T00:00:00Z,183,750000.0,0.0,"Biohabitats, Inc."
1220052,122005205,Water,Black & Veatch Corporation,General Consultant Services,Wrap Database,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,694665.0,292056.43,Black & Veatch Corporation
1220277,122027702,Water,Black & Veatch Corporation,Architect and Engineer Svcs,Gen Eng Svcs Trtmt Fac,2013-10-01T00:00:00Z,2014-09-30T00:00:00Z,183,0.0,0.0,Black & Veatch Corporation
1320599,132059901,Water,Black & Veatch Corporation,General Consultant Services,Support for Energy Prog,2013-02-04T00:00:00Z,2014-02-03T00:00:00Z,0,488637.0,433796.12,Black & Veatch Corporation
