original_contract_id,current_item_id,department_name,vendor,contract_structure_type,desc,start_dt,end_dt,days_remaining, amt , tot_payments ,orig_vendor,exempt_status,adv_or_exempt,profit_status
1820393,1820393,POLICE,"Bode Cellmark Forensics, Inc.",General Consultant Services,Biological Screening,2/1/2018,1/31/2019,0,"  500,000.00 ","  535,458.00 ","Bode Cellmark Forensics, Inc.",01,ADVERTISED,For Profit
1820393,182039301,POLICE,"Bode Cellmark Forensics, Inc.",General Consultant Services,Biological Screening,2/1/2019,1/31/2020,305,"  800,000.00 ","  199,764.00 ","Bode Cellmark Forensics, Inc.",01,ADVERTISED,For Profit
1720743,172074301,POLICE,"Brook Crichlow,  LLC",General Consultant Services,Psychological Evaluations,4/19/2018,4/18/2019,17,"  67,999.00 ","  8,375.00 ","Brook Crichlow,  LLC",01,ADVERTISED,For Profit
MPXX19000214,MPXX19000214,POLICE,Collaborative Testing Services Inc.,Miscellaneous Order,proficiency testing,10/13/2018,6/30/2019,90,"  6,400.00 ","  6,115.00 ",Collaborative Testing Services Inc.,102,EXEMPT,For Profit
1620367,162036703,POLICE,"Daves Delaware Valley Towing, Inc",General Consultant Services,SALVORS,12/1/2018,11/30/2019,243,  -   ,  -   ,"Daves Delaware Valley Towing, Inc",01,ADVERTISED,For Profit
1920121,1920121,POLICE,"Drugscan, Inc.",General Consultant Services,Drug and Alcohol Testing,7/1/2018,6/30/2019,90,"  950,000.00 ","  395,590.00 ","Drugscan, Inc.",01,ADVERTISED,For Profit
1820606,1820606,POLICE,"Emelle Me, LLC",Computer and Information Svcs,Website Maint. & Dev.,6/29/2018,6/28/2019,88,"  75,000.00 ","  73,405.00 ","Emelle Me, LLC",01,ADVERTISED,For Profit
MPXX19000213,MPXX19000213,POLICE,Forensic Assurance Inc,Miscellaneous Order,proficiency testing,10/13/2018,6/30/2019,90,"  21,720.00 ","  21,720.00 ",Forensic Assurance Inc,102,EXEMPT,For Profit
1720734,172073402,POLICE,"Harvey G Doppelt, PHD",General Consultant Services,Psychological Evaluations,4/19/2018,4/18/2019,17,"  97,999.00 ","  22,637.50 ","Harvey G Doppelt, PHD",01,ADVERTISED,For Profit
MPXX19000163,MPXX19000163,POLICE,"Harvey G Doppelt, PHD",Miscellaneous Order,Psych. Recertifications,7/1/2018,6/30/2019,90,"  3,000.00 ","  1,625.00 ","Harvey G Doppelt, PHD",102,EXEMPT,For Profit
1520513,152051303,POLICE,James J Hall Horseshoeing,General Consultant Services,Horseshoeing Services,3/9/2018,3/8/2019,0,"  34,000.00 ","  20,245.00 ",James J Hall Horseshoeing,01,ADVERTISED,For Profit
1720733,172073302,POLICE,"Karyn Leslie Scher, Ph.D.",General Consultant Services,Psychological Evaluations,4/19/2018,4/18/2019,17,"  137,000.00 ","  23,625.00 ","Karyn Leslie Scher, Ph.D.",01,ADVERTISED,For Profit
1520511,152051103,POLICE,"Keystone Intelligence Network, Inc.",General Consultant Services,Polygraph Examinations,3/6/2018,3/5/2019,0,"  300,000.00 ","  80,200.00 ","Keystone Intelligence Network, Inc.",01,ADVERTISED,For Profit
1920237,1920237,POLICE,"Motorola Solutions, Inc.",Computer and Information Svcs,PremierOne Records,7/1/2018,6/30/2019,90,"  3,561,845.00 ",  -   ,"Motorola Solutions, Inc.",03,EXEMPT,For Profit
1420243,142024304,POLICE,NEC Corporation of America,Computer and Information Svcs,Integra-ID MBIS Renewal,3/31/2018,3/30/2019,0,"  289,873.00 ","  289,873.00 ",NEC Corporation of America,01,ADVERTISED,For Profit
1820616,1820616,POLICE,National Association of State Boating Law Administrators Inc,General Consultant Services,Boat operations Training,6/29/2018,6/28/2019,88,"  72,000.00 ","  72,000.00 ",National Association of State Boating Law Administrators Inc,01,ADVERTISED,Non Profit
1720712,172071201,POLICE,Northwestern University,General Consultant Services,Police Mgmt Training,4/3/2018,4/2/2019,1,  -   ,  -   ,Northwestern University,01,ADVERTISED,Non Profit
1620070,162007003,POLICE,Omega Laboratories,General Consultant Services,Hair Testing,7/1/2018,6/30/2019,90,"  40,000.00 ","  26,266.00 ",Omega Laboratories,01,ADVERTISED,For Profit
1720837,172083701,POLICE,"QuakertownCVP,LLC",General Consultant Services,Horse Veterinary Services,6/1/2018,5/31/2019,60,"  10,000.00 ","  5,892.38 ","QuakertownCVP,LLC",01,ADVERTISED,For Profit
1820394,1820394,POLICE,"Sorenson Forensics, LLC",General Consultant Services,Biological Screening,2/1/2018,1/31/2019,0,"  300,000.00 ","  162,060.00 ","Sorenson Forensics, LLC",01,ADVERTISED,For Profit
1720279,172027903,POLICE,"University of Pennsylvania, Trustees of the",General Consultant Services,Employee Assist Program,7/1/2018,6/30/2019,90,"  108,600.00 ","  82,500.00 ","University of Pennsylvania, Trustees of the",01,ADVERTISED,Non Profit
1720311,172031102,POLICE,"University of Pennsylvania, Trustees of the",General Consultant Services,Canine Veterinary Svcs.,7/14/2018,7/13/2019,103,"  110,000.00 ","  58,888.95 ","University of Pennsylvania, Trustees of the",01,ADVERTISED,Non Profit
1720732,172073202,POLICE,Wolanin Consulting and Assessment Inc.,General Consultant Services,Psychological Evaluations,4/19/2018,4/18/2019,17,"  163,000.00 ","  20,950.00 ",Wolanin Consulting and Assessment Inc.,01,ADVERTISED,For Profit
MPXX19000147,MPXX19000147,POLICE,Wolanin Consulting and Assessment Inc.,Miscellaneous Order,Lead Psychologist,7/1/2018,6/30/2019,90,"  25,000.00 ","  16,800.00 ",Wolanin Consulting and Assessment Inc.,102,EXEMPT,For Profit
MPXX19000162,MPXX19000162,POLICE,Wolanin Consulting and Assessment Inc.,Miscellaneous Order,Psych. Recertifications,7/1/2018,6/30/2019,90,"  6,000.00 ","  4,250.00 ",Wolanin Consulting and Assessment Inc.,102,EXEMPT,For Profit
MPXX19000106,MPXX19000106,PRISONS,AbdulHakim Muhammad,Miscellaneous Order,chaplaincy services,7/1/2018,6/30/2019,90,"  7,200.00 ","  2,700.00 ",AbdulHakim Muhammad,102,EXEMPT,For Profit
MPXX19000105,MPXX19000105,PRISONS,Amar Jones,Miscellaneous Order,chaplaincy services,7/1/2018,6/30/2019,90,"  7,200.00 ","  2,122.50 ",Amar Jones,102,EXEMPT,For Profit
1720180,172018002,PRISONS,"AmeriHealth Administrators, Inc.",General Consultant Services,medical billing proces,7/1/2018,6/30/2019,90,  -   ,"  49,193.75 ","AmeriHealth Administrators, Inc.",01,ADVERTISED,For Profit
MPXX19000104,MPXX19000104,PRISONS,Anthony H. Scott,Miscellaneous Order,chaplaincy services,7/1/2018,6/30/2019,90,"  10,800.00 ","  5,145.00 ",Anthony H. Scott,102,EXEMPT,For Profit
MPXX19000316,MPXX19000316,PRISONS,Benjamin A. Mickel,Miscellaneous Order,orchard training,3/4/2019,6/30/2019,90,"  20,600.00 ",  -   ,Benjamin A. Mickel,102,EXEMPT,For Profit
1820545,1820545,PRISONS,"CGL Companies, LLC",General Consultant Services,cost efficiency analysis,4/9/2018,4/8/2019,7,"  87,400.00 ","  56,160.00 ","CGL Companies, LLC",01,ADVERTISED,For Profit
MPXX19000152,MPXX19000152,PRISONS,Career Wardrobe,Miscellaneous Order,RISE - training services,7/1/2018,6/30/2019,90,"  4,000.00 ","  3,250.00 ",Career Wardrobe,102,EXEMPT,Non Profit
MPXX19000102,MPXX19000102,PRISONS,Carmelo Urena,Miscellaneous Order,chaplaincy services,7/1/2018,6/30/2019,90,"  7,200.00 ",  -   ,Carmelo Urena,102,EXEMPT,For Profit
MPXX19000103,MPXX19000103,PRISONS,Christopher Collick,Miscellaneous Order,chaplaincy services,7/1/2018,6/30/2019,90,"  10,800.00 ","  7,447.50 ",Christopher Collick,102,EXEMPT,For Profit
1620085,162008503,PRISONS,Citizens Crime Commission of Delaware Valley,General Consultant Services,investigative services,7/1/2018,6/30/2019,90,"  40,500.00 ",  -   ,Citizens Crime Commission of Delaware Valley,09,EXEMPT,Non Profit
1820041,182004101,PRISONS,Corizon Health Inc,General Consultant Services,physical health services,7/1/2018,6/30/2019,90,"  42,725,023.00 ","  32,978,432.38 ",Corizon Health Inc,01,ADVERTISED,For Profit
1620087,162008703,PRISONS,County Commissioners Assoc. of Pennsylvania d/b/a PIMCC,General Consultant Services,third party billing,7/1/2018,6/30/2019,90,"  1,189,387.00 ",  -   ,County Commissioners Assoc. of Pennsylvania d/b/a PIMCC,09,EXEMPT,Non Profit
MPXX19000154,MPXX19000154,PRISONS,Custom Wood Concepts d/b/a Furnishing a Future,Miscellaneous Order,RISE - TRAINING,7/1/2018,6/30/2019,90,"  32,000.00 ","  5,405.00 ",Custom Wood Concepts d/b/a Furnishing a Future,102,EXEMPT,For Profit
MPXX19000093,MPXX19000093,PRISONS,Edward J. Dymek,Miscellaneous Order,chaplaincy services,7/1/2018,6/30/2019,90,"  10,800.00 ","  6,438.75 ",Edward J. Dymek,102,EXEMPT,For Profit
MPXX19000095,MPXX19000095,PRISONS,Freda Grant,Miscellaneous Order,chaplaincy services,7/1/2018,6/30/2019,90,"  7,200.00 ","  2,700.75 ",Freda Grant,102,EXEMPT,For Profit
1820057,182005702,PRISONS,"GD Correctional, LLC",General Consultant Services,Food Services FY19,7/1/2018,6/30/2019,90,"  15,152,653.00 ","  8,674,905.03 ","GD Correctional, LLC",01,ADVERTISED,For Profit
MPXX19000153,MPXX19000153,PRISONS,Goodwill Industries of Southern New Jersey & Philadelphia,Miscellaneous Order,RISE- TRAINING SERVICES,7/1/2018,6/30/2019,90,"  21,000.00 ","  8,850.00 ",Goodwill Industries of Southern New Jersey & Philadelphia,102,EXEMPT,Non Profit
1620086,162008603,PRISONS,Impact Services Corporation,General Consultant Services,ID Services,7/1/2018,6/30/2019,90,"  75,000.00 ","  37,976.95 ",Impact Services Corporation,09,EXEMPT,Non Profit
1920067,1920067,PRISONS,JEVS Human Services,General Consultant Services,Inmate training,7/1/2018,6/30/2019,90,"  1,066,236.00 ","  490,914.44 ",JEVS Human Services,09,EXEMPT,Non Profit
MPXX19000100,MPXX19000100,PRISONS,Jerome Smith,Miscellaneous Order,Chaplaincy Services,7/1/2018,6/30/2019,90,"  7,200.00 ",  187.50 ,Jerome Smith,102,EXEMPT,For Profit
MPXX19000092,MPXX19000092,PRISONS,Joanne M. Taylor,Miscellaneous Order,chaplaincy services,7/1/2018,6/30/2019,90,"  4,320.00 ","  4,320.00 ",Joanne M. Taylor,102,EXEMPT,For Profit
MPXX19000101,MPXX19000101,PRISONS,John Burke,Miscellaneous Order,director of chaplaincy,7/1/2018,6/30/2019,90,"  22,396.80 ","  16,797.60 ",John Burke,102,EXEMPT,For Profit
1620023,162002303,PRISONS,Keefe Commissary Network LLC,General Consultant Services,commissary services,7/1/2018,6/30/2019,90,  -   ,  -   ,Keefe Commissary Network LLC,01,ADVERTISED,For Profit
1520564,152056403,PRISONS,Lehigh County,General Consultant Services,outside housing,4/1/2018,3/31/2019,0,"  1,314,000.00 ","  77,760.00 ",Lehigh County,09,EXEMPT,Non Profit
1820042,182004201,PRISONS,"MHM Correctional Services, Inc.",General Consultant Services,behavioral health care,7/1/2018,6/30/2019,90,"  14,101,494.00 ","  5,445,664.38 ","MHM Correctional Services, Inc.",01,ADVERTISED,For Profit
1720615,172061502,PRISONS,Maternity Care Coalition,General Consultant Services,MOMobile,1/1/2019,12/31/2019,274,"  125,000.00 ",  -   ,Maternity Care Coalition,01,ADVERTISED,Non Profit
1720596,172059602,PRISONS,"Matthew Bender Co., Inc.",Computer and Information Svcs,law library software,12/1/2018,11/30/2019,243,"  36,000.00 ",  -   ,"Matthew Bender Co., Inc.",01,ADVERTISED,For Profit
1820252,182025201,PRISONS,New Leash on Life USA,General Consultant Services,Training Program DOGS,9/1/2018,8/31/2019,152,"  100,000.00 ","  44,390.26 ",New Leash on Life USA,01,ADVERTISED,Non Profit
MPXX19000151,MPXX19000151,PRISONS,Omega Laboratories,Miscellaneous Order,HAIR TESTING,7/1/2018,6/30/2019,90,"  25,000.00 ",  284.25 ,Omega Laboratories,102,EXEMPT,For Profit
1620163,162016304,PRISONS,One Village Farm,General Consultant Services,orchard training,9/1/2018,8/31/2019,152,"  80,000.00 ","  59,845.11 ",One Village Farm,01,ADVERTISED,For Profit
1820467,182046701,PRISONS,"PMHCC, INC",General Consultant Services,medical consultant,2/1/2018,1/31/2019,0,"  249,000.00 ","  222,606.00 ","PMHCC, INC",09,EXEMPT,Non Profit
1820467,182046702,PRISONS,"PMHCC, INC",General Consultant Services,medical - consultant serv,2/1/2019,1/31/2020,305,"  249,000.00 ",  -   ,"PMHCC, INC",09,EXEMPT,Non Profit
1620164,162016404,PRISONS,Pennsylvania Horticultural Society,General Consultant Services,inmate training,9/1/2018,8/31/2019,152,"  125,000.00 ",  -   ,Pennsylvania Horticultural Society,01,ADVERTISED,Non Profit
MPXX19000156,MPXX19000156,PRISONS,Philabundance,Miscellaneous Order,RISE - TRAINING SERVICES,7/1/2018,6/30/2019,90,"  14,400.00 ","  1,350.00 ",Philabundance,102,EXEMPT,Non Profit
MPXX19000155,MPXX19000155,PRISONS,Philadelphia Lawyers for Social Equity,Miscellaneous Order,RISE - EXPUNGEMENT,7/1/2018,6/30/2019,90,"  25,000.00 ","  4,350.00 ",Philadelphia Lawyers for Social Equity,102,EXEMPT,Non Profit
1720757,172075701,PRISONS,Philadelphia Mural Arts Advocates,General Consultant Services,inmate training services,5/1/2018,4/30/2019,29,"  100,000.00 ","  35,825.11 ",Philadelphia Mural Arts Advocates,01,ADVERTISED,Non Profit
MPXX19000176,MPXX19000176,PRISONS,Province of St. Augustine Padre Pio Friary,Miscellaneous Order,chaplaincy services,7/1/2018,6/30/2019,90,"  10,800.00 ","  5,430.00 ",Province of St. Augustine Padre Pio Friary,102,EXEMPT,Non Profit
MPXX19000202,MPXX19000202,PRISONS,RITE AID,Miscellaneous Order,flu vaccinations,10/9/2018,6/30/2019,90,  1.00 ,  -   ,RITE AID,102,EXEMPT,For Profit
MPXX19000099,MPXX19000099,PRISONS,Ronald Muse,Miscellaneous Order,Chaplaincy Services,7/1/2018,6/30/2019,90,"  7,200.00 ","  5,250.00 ",Ronald Muse,102,EXEMPT,For Profit
MPXX19000096,MPXX19000096,PRISONS,Ronald Nathaniel Bayne,Miscellaneous Order,chaplaincy services,7/1/2018,6/30/2019,90,"  7,200.00 ","  5,205.00 ",Ronald Nathaniel Bayne,102,EXEMPT,For Profit
MPXX19000081,MPXX19000081,PRISONS,Temple University,Miscellaneous Order,GED Testing,7/1/2018,6/30/2019,90,"  32,000.00 ","  5,437.60 ",Temple University,102,EXEMPT,Non Profit
MPXX19000158,MPXX19000158,PRISONS,Transformation Yoga Project,Miscellaneous Order,yoga classes,8/20/2018,6/30/2019,90,"  27,000.00 ","  9,315.00 ",Transformation Yoga Project,102,EXEMPT,Non Profit
1920011,192001101,PRISONS,"U.S. Facilities, Inc.",General Consultant Services,maintenance services,7/1/2018,6/30/2019,90,"  12,861,925.08 ","  5,916,893.25 ","U.S. Facilities, Inc.",01,ADVERTISED,For Profit
1920036,1920036,PRISONS,"University of Pennsylvania, Trustees of the",General Consultant Services,Critical Incident Counsel,7/1/2018,6/30/2019,90,"  15,000.00 ","  11,250.00 ","University of Pennsylvania, Trustees of the",07,EXEMPT,Non Profit
MPXX19000094,MPXX19000094,PRISONS,Wanda Morrissette,Miscellaneous Order,chaplaincy services,7/1/2018,6/30/2019,90,"  10,800.00 ","  8,703.75 ",Wanda Morrissette,102,EXEMPT,For Profit
1820250,182025001,PRISONS,"Why Not Prosper, Inc.",General Consultant Services,human trafficking,9/1/2018,8/31/2019,152,"  100,000.00 ","  78,520.53 ","Why Not Prosper, Inc.",01,ADVERTISED,Non Profit
1520012,152001204,PROCUREMENT,"Bicycle Transit Systems, Inc.",General Consultant Services,Bike Share Program,7/1/2018,6/30/2019,90,  -   ,"  180,146.04 ","Bicycle Transit Systems, Inc.",01,ADVERTISED,For Profit
1620531,162053102,PROCUREMENT,Vista Auctions LLC (dba Procurex Inc.),General Consultant Services,Reverse Auctions,6/30/2018,6/29/2019,89,  -   ,  -   ,Vista Auctions LLC (dba Procurex Inc.),01,ADVERTISED,For Profit
1620301,162030103,PROCUREMENT,"municibid.com, LLC",General Consultant Services,Renew Contract,1/1/2019,12/31/2019,274,  -   ,  -   ,"municibid.com, LLC",01,ADVERTISED,For Profit
1720631,172063101,PUBLIC PROPERTY,"A K Architecture, LLC",Architect and Engineer Svcs,Health Center 3 & 9 Elev,2/1/2017,1/31/2020,305,"  221,352.00 ","  45,719.00 ","A K Architecture, LLC",01,ADVERTISED,For Profit
1720613,172061301,PUBLIC PROPERTY,"ATANE Engineers Architects & Land Surveyors, P.C.",Architect and Engineer Svcs,PD #8 Exterior Improvemen,3/16/2017,3/15/2019,0,"  56,640.00 ","  21,937.00 ","ATANE Engineers Architects & Land Surveyors, P.C.",01,ADVERTISED,For Profit
1720778,172077801,PUBLIC PROPERTY,ATANE LLC,Architect and Engineer Svcs,Engineering Requirements,5/31/2018,5/30/2019,59,  -   ,  -   ,ATANE LLC,01,ADVERTISED,Non Profit
1720789,172078902,PUBLIC PROPERTY,"Arora Engineers, Inc",Architect and Engineer Svcs,Engineering Req Contract,5/31/2018,5/30/2019,59,  -   ,"  1,564.16 ","Arora Engineers, Inc",01,ADVERTISED,For Profit
1620323,162032302,PUBLIC PROPERTY,AthenianRazak LLC,General Consultant Services,Owner's Rep Services DPP,1/4/2018,1/3/2019,0,  -   ,  -   ,AthenianRazak LLC,01,ADVERTISED,For Profit
1620323,162032303,PUBLIC PROPERTY,AthenianRazak LLC,General Consultant Services,Owner's Representative,1/4/2019,1/3/2020,277,  -   ,  -   ,AthenianRazak LLC,01,ADVERTISED,For Profit
1420210,142021004,PUBLIC PROPERTY,Atkin Olshin Schade Architects,Architect and Engineer Svcs,Bldg/Site imp Stenton Pk,2/1/2018,1/31/2019,0,"  38,516.80 ","  38,516.80 ",Atkin Olshin Schade Architects,01,ADVERTISED,For Profit
1620322,162032204,PUBLIC PROPERTY,"BFW Group, LLC",General Consultant Services,Owner's Rep Services DPP,1/4/2018,1/3/2019,0,  -   ,"  15,683.69 ","BFW Group, LLC",01,ADVERTISED,For Profit
1620322,162032205,PUBLIC PROPERTY,"BFW Group, LLC",General Consultant Services,Owners Rep Services,1/4/2019,1/3/2020,277,  -   ,"  8,890.00 ","BFW Group, LLC",01,ADVERTISED,For Profit
1720620,1720620,PUBLIC PROPERTY,Blackney Hayes Architects,Architect and Engineer Svcs,Stenton Perimeter Heating,2/1/2017,1/31/2020,305,"  59,785.00 ","  38,415.00 ",Blackney Hayes Architects,01,ADVERTISED,For Profit
1820192,182019202,PUBLIC PROPERTY,Blackney Hayes Architects,Architect and Engineer Svcs,Architectural Requirement,8/15/2018,8/14/2019,135,"  350,000.00 ","  32,531.60 ",Blackney Hayes Architects,01,ADVERTISED,For Profit
1620303,162030303,PUBLIC PROPERTY,Bolender Architects,Architect and Engineer Svcs,H. C. 10-New Public Elev,1/1/2019,12/31/2019,274,  -   ,  -   ,Bolender Architects,01,ADVERTISED,For Profit
1720836,172083601,PUBLIC PROPERTY,Brinjac Engineering,Architect and Engineer Svcs,Engineering Req Contract,6/29/2018,6/28/2019,88,  -   ,  -   ,Brinjac Engineering,01,ADVERTISED,For Profit
1820299,1820299,PUBLIC PROPERTY,Brinjac Engineering,Architect and Engineer Svcs,PICC Fire Alarm System,10/1/2017,4/30/2020,395,"  68,461.00 ","  23,930.00 ",Brinjac Engineering,01,ADVERTISED,For Profit
1820390,1820390,PUBLIC PROPERTY,Brinjac Engineering,Architect and Engineer Svcs,MSB Fire Alarm Upgrades,3/1/2018,2/28/2021,699,"  40,742.00 ","  20,800.00 ",Brinjac Engineering,01,ADVERTISED,For Profit
1620267,162026701,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Bridesburg RC Pool Replac,7/1/2018,6/30/2019,90,  -   ,  -   ,Buell Kratzer Powell,01,ADVERTISED,For Profit
1720795,172079502,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Arch Req Contract,6/15/2018,6/14/2019,74,"  500,000.00 ","  140,033.00 ",Buell Kratzer Powell,01,ADVERTISED,For Profit
1820487,1820487,PUBLIC PROPERTY,"CGL Companies, LLC",Architect and Engineer Svcs,Inmate Space & Planning,4/2/2018,4/1/2019,0,"  599,250.00 ","  568,637.26 ","CGL Companies, LLC",01,ADVERTISED,For Profit
1620432,162043201,PUBLIC PROPERTY,CICADA Architecture/Planning,Architect and Engineer Svcs,Mann & Rivera Bldg/Site,8/15/2018,8/14/2019,135,"  183,475.00 ",  -   ,CICADA Architecture/Planning,01,ADVERTISED,For Profit
1720765,172076502,PUBLIC PROPERTY,"CSA Central, Inc.",Architect and Engineer Svcs,Engineering Req Contract,5/31/2018,5/30/2019,59,"  350,000.00 ","  43,698.97 ","CSA Central, Inc.",01,ADVERTISED,For Profit
1720390,1720390,PUBLIC PROPERTY,Cecil Baker & Partners,Architect and Engineer Svcs,Engine 37 Expansion,10/31/2016,2/28/2019,0,"  577,500.00 ","  413,351.40 ",Cecil Baker & Partners,01,ADVERTISED,For Profit
1720798,172079801,PUBLIC PROPERTY,Claflen Associates Architects & Planners,Architect and Engineer Svcs,Arch Req Contract,6/15/2018,6/14/2019,74,  -   ,  -   ,Claflen Associates Architects & Planners,01,ADVERTISED,For Profit
1920339,1920339,PUBLIC PROPERTY,"Collaborative Enterprises, Inc",General Consultant Services,Project Assess and Train,11/1/2018,10/31/2019,213,"  28,000.00 ",  -   ,"Collaborative Enterprises, Inc",07,EXEMPT,For Profit
1820559,1820559,PUBLIC PROPERTY,Concordis Real Estate Advisors of PA-NJ-DE,General Consultant Services,Real Estate Advisory Svcs,6/1/2018,5/31/2019,60,"  20,000.00 ",  -   ,Concordis Real Estate Advisors of PA-NJ-DE,01,ADVERTISED,For Profit
1820599,1820599,PUBLIC PROPERTY,Converse Winkler Architecture,Architect and Engineer Svcs,Design Svcs for PICC Roof,6/30/2018,6/29/2021,820,"  259,708.00 ","  67,254.75 ",Converse Winkler Architecture,01,ADVERTISED,For Profit
1920321,1920321,PUBLIC PROPERTY,"Creative Budget Solutions, LLC",General Consultant Services,Budget Training and Revie,11/1/2018,10/31/2019,213,"  34,000.00 ","  7,805.00 ","Creative Budget Solutions, LLC",07,EXEMPT,For Profit
1820553,1820553,PUBLIC PROPERTY,Daniel J. Keating Company,General Consultant Services,Const Mngt New PD 22 Bldg,5/15/2018,5/14/2021,774,"  1,002,128.00 ",  -   ,Daniel J. Keating Company,01,ADVERTISED,For Profit
1820567,1820567,PUBLIC PROPERTY,Daniel J. Keating Company,General Consultant Services,Engine 37 Expansion Proje,6/30/2018,6/29/2021,820,"  459,839.00 ",  -   ,Daniel J. Keating Company,01,ADVERTISED,For Profit
1920235,1920235,PUBLIC PROPERTY,"Duffield Associates, Inc.",General Consultant Services,Environ  Consult Svcs,10/1/2018,9/30/2019,182,"  500,000.00 ","  2,366.95 ","Duffield Associates, Inc.",01,ADVERTISED,For Profit
1720337,1720337,PUBLIC PROPERTY,"Ewing Cole, Inc.",Architect and Engineer Svcs,CJC Elevator Rehab,10/1/2016,4/30/2019,29,"  434,990.00 ","  304,528.25 ","Ewing Cole, Inc.",01,ADVERTISED,For Profit
1720768,172076801,PUBLIC PROPERTY,"Ewing Cole, Inc.",Architect and Engineer Svcs,Engineering Req Contract,5/31/2018,5/30/2019,59,  -   ,  -   ,"Ewing Cole, Inc.",01,ADVERTISED,For Profit
1620203,162020302,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Columbus Square Renov.,12/1/2018,11/30/2019,243,  -   ,  -   ,"Gilmore & Associates, Inc.",01,ADVERTISED,For Profit
1720680,1720680,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Seger Park Site Design,4/13/2017,10/12/2019,194,"  215,920.00 ","  123,496.60 ","Gilmore & Associates, Inc.",01,ADVERTISED,For Profit
1720702,172070201,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Landscape Arch Req,4/12/2018,4/11/2019,10,"  400,000.00 ","  21,284.30 ","Gilmore & Associates, Inc.",01,ADVERTISED,For Profit
1720705,172070501,PUBLIC PROPERTY,"Ground Reconsidered, Inc",Architect and Engineer Svcs,Landscape Arch Req,4/12/2018,4/11/2019,10,  -   ,"  79,409.30 ","Ground Reconsidered, Inc",01,ADVERTISED,For Profit
1620518,162051802,PUBLIC PROPERTY,"Hill International, Inc.",Architect and Engineer Svcs,Public Safety Facilities,6/30/2018,6/29/2019,89,"  91,360.00 ","  79,802.50 ","Hill International, Inc.",01,ADVERTISED,For Profit
1820547,1820547,PUBLIC PROPERTY,"Hill International, Inc.",Architect and Engineer Svcs,CM for the PICC Com & Sec,4/15/2018,4/14/2021,744,"  459,062.00 ","  92,400.00 ","Hill International, Inc.",01,ADVERTISED,For Profit
1720622,1720622,PUBLIC PROPERTY,"J&M Preservation Studio, LLC",Architect and Engineer Svcs,PD 17 & 35 Roof Project,3/27/2017,9/26/2019,178,"  38,870.00 ","  38,870.00 ","J&M Preservation Studio, LLC",01,ADVERTISED,For Profit
1820558,1820558,PUBLIC PROPERTY,"Jones Lang LaSalle, Inc.",General Consultant Services,Real Estate Advisory Svcs,4/1/2018,2/28/2019,0,"  80,000.00 ",  -   ,"Jones Lang LaSalle, Inc.",01,ADVERTISED,For Profit
1820558,182055801,PUBLIC PROPERTY,"Jones Lang LaSalle, Inc.",General Consultant Services,Real Estate Advisory Serv,3/1/2019,2/28/2020,333,  -   ,  -   ,"Jones Lang LaSalle, Inc.",01,ADVERTISED,For Profit
1820548,1820548,PUBLIC PROPERTY,"Kelly, Clough, Bucher and Associates, Inc.",Architect and Engineer Svcs,New 22nd Police District,4/18/2018,4/14/2021,744,"  1,382,260.00 ","  104,477.63 ","Kelly, Clough, Bucher and Associates, Inc.",01,ADVERTISED,For Profit
1820435,1820435,PUBLIC PROPERTY,"Kelly/Maiello, Inc.",Architect and Engineer Svcs,Architectural Req Contrac,2/15/2018,2/14/2019,0,"  350,000.00 ","  7,170.00 ","Kelly/Maiello, Inc.",01,ADVERTISED,For Profit
1820435,182043501,PUBLIC PROPERTY,"Kelly/Maiello, Inc.",Architect and Engineer Svcs,Arch Req Contract,2/15/2019,2/14/2020,319,"  350,000.00 ",  -   ,"Kelly/Maiello, Inc.",01,ADVERTISED,For Profit
1720704,172070401,PUBLIC PROPERTY,Langan Engineering & Environmental Services,Architect and Engineer Svcs,L. A. Req. Contract,4/12/2018,4/11/2019,10,  -   ,"  67,135.00 ",Langan Engineering & Environmental Services,01,ADVERTISED,For Profit
1920302,1920302,PUBLIC PROPERTY,"Manns Woodward Studios, Inc",Architect and Engineer Svcs,PD 15 Building Renovation,1/7/2019,1/6/2022,1011,"  530,720.00 ",  -   ,"Manns Woodward Studios, Inc",01,ADVERTISED,For Profit
1720703,172070301,PUBLIC PROPERTY,"NV5, Inc.",Architect and Engineer Svcs,Landscape Arch Req,4/12/2018,4/11/2019,10,  -   ,  -   ,"NV5, Inc.",01,ADVERTISED,For Profit
1820433,1820433,PUBLIC PROPERTY,"Olaya Studio, LLC",Architect and Engineer Svcs,C.H. Rm 900 Interior Impr,1/29/2018,7/29/2019,119,"  81,527.52 ","  49,587.94 ","Olaya Studio, LLC",01,ADVERTISED,For Profit
1820220,182022003,PUBLIC PROPERTY,Oxford Engineering Company,Architect and Engineer Svcs,Fuel Site Environmental,8/15/2018,8/14/2019,135,"  200,000.00 ","  16,206.76 ",Oxford Engineering Company,01,ADVERTISED,For Profit
