original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor
MPXX14000108,MPXX14000108,PENSION BOARD,Reconstructive Orthopedic Associates,Miscellaneous Order,Orthopedic,2013-07-11,2014-06-30,0,18000,11250,Reconstructive Orthopedic Associates
MPXX14000106,MPXX14000106,PENSION BOARD,"Rittenhouse Eye Associates, PC",Miscellaneous Order,Opthalmologist,2013-07-11,2014-06-30,0,2000,0,"Rittenhouse Eye Associates, PC"
MPXX14000110,MPXX14000110,PENSION BOARD,"Robert Zibelman, MD",Miscellaneous Order,Psychologist,2013-07-11,2014-06-30,0,2000,500,"Robert Zibelman, MD"
1020610,102061003,PENSION BOARD,Stone Harbor Investment Partners LP,Investment Advisor-Manager,Emerging Market Debt Mgr,2013-05-01,2014-04-30,0,0,0,Stone Harbor Investment Partners LP
1120518,112051802,PENSION BOARD,Tortoise Capital Advisors,Investment Advisor-Manager,Master Ltd Partner Mgr,2013-06-30,2014-06-29,0,0,0,Tortoise Capital Advisors
1320219,132021901,PENSION BOARD,"Weinerman Pain & Wellness, LLC",General Consultant Services,Co-Medical Chair,2013-07-01,2014-06-30,0,50000,19500,"Weinerman Pain & Wellness, LLC"
1220102,122010202,PERSONNEL,Active Health Management,Employee Fringe Benefits,Disease Mgmt/Wellness,2013-11-01,2014-10-31,123,400000,0,Active Health Management
MPXX14000208,MPXX14000208,PERSONNEL,Carole Buncher & Associates,Miscellaneous Order,Ethics for Auditors,2013-09-27,2014-06-30,0,1600,1600,Carole Buncher & Associates
1120593,112059303,PERSONNEL,"Fire & Police Selection, Inc.",General Consultant Services,Develop Civil Serv Exam,2013-07-01,2014-06-30,0,83500,79595.61,"Fire & Police Selection, Inc."
MPXX14000267,MPXX14000267,PERSONNEL,IMX Medical Management Services,Miscellaneous Order,Physical/functional fitne,2013-07-01,2014-06-30,0,27000,15500,IMX Medical Management Services
MPXX14000266,MPXX14000266,PERSONNEL,"Prout, Maurice F. PH D",Miscellaneous Order,Psychological evaluation,2013-07-01,2014-06-30,0,20000,11100,"Prout, Maurice F. PH D"
MPXX14000256,MPXX14000256,PERSONNEL,Quality Communications Group,Miscellaneous Order,Create Writing Exam,2013-10-10,2014-06-30,0,1000,1000,Quality Communications Group
1320760,1320760,PERSONNEL,"Secova, Inc",General Consultant Services,Eligibility Audit,2013-06-01,2014-05-31,0,75000,62964.71,"Secova, Inc"
1320635,132063501,PERSONNEL,"Sterling Testing Systems, Inc.",General Consultant Services,Background Checks,2014-02-01,2015-01-31,215,250000,44881.85,"Sterling Testing Systems, Inc."
MPXX14000335,MPXX14000335,PERSONNEL,"Surgent McCoy, CPE",Miscellaneous Order,Federal Tax Update Course,2014-01-30,2014-06-30,0,5750,5601.42,"Surgent McCoy, CPE"
1320530,132053001,PERSONNEL,United Concordia Life and Health Insurance Company,General Consultant Services,Dental Program,2014-01-01,2014-12-31,184,3800000,0,United Concordia Life and Health Insurance Company
MPXX14000387,MPXX14000387,PERSONNEL,"University of Pennsylvania, Trustees of the",Miscellaneous Order,Employee Assistance Progr,2014-04-22,2014-06-30,0,24692.28,24692.28,"University of Pennsylvania, Trustees of the"
1020409,102040905,PERSONNEL,Vision Benefits of America,General Consultant Services,Vision Care,2014-01-01,2014-12-31,184,375000,0,Vision Benefits of America
1220340,122034002,PERSONNEL,"WageWorks, Inc.",General Consultant Services,Flexible Spending Account,2014-01-01,2014-12-31,184,110000,6978.75,"WageWorks, Inc."
MPXX14000068,MPXX14000068,PERSONNEL,"Zakia E. Moore, Esq.",Miscellaneous Order,Executive Assistant,2013-07-01,2014-06-30,0,29500,29500,"Zakia E. Moore, Esq."
1320683,132068301,POLICE,"Alutiiq International Solutions, LLC",General Consultant Services,Police Commander Training,2014-03-13,2015-03-12,255,44329,0,"Alutiiq International Solutions, LLC"
MPXX14000081,MPXX14000081,POLICE,"Amy Flowerman Cades, PHD",Miscellaneous Order,Psychological Evaluations,2013-07-01,2014-06-30,0,4000,1316,"Amy Flowerman Cades, PHD"
MPXX14000084,MPXX14000084,POLICE,"Andrew Wolanin, Psy.D.",Miscellaneous Order,Psychological Evaluations,2013-07-01,2014-06-30,0,9000,6928,"Andrew Wolanin, Psy.D."
MPXX14000086,MPXX14000086,POLICE,"Arathi R. Rao, Ph. D.",Miscellaneous Order,Psychological Evaluations,2013-07-01,2014-06-30,0,2000,0,"Arathi R. Rao, Ph. D."
1120553,112055303,POLICE,Aspite Auto Auction,General Consultant Services,SALVOR,2014-04-01,2015-03-31,274,0,0,Aspite Auto Auction
MPXX14000085,MPXX14000085,POLICE,"Barbara M. Watson, Psy. D.",Miscellaneous Order,Psychological Evaluations,2013-07-01,2014-06-30,0,2000,0,"Barbara M. Watson, Psy. D."
1120128,112012803,POLICE,"Drugscan, Inc.",General Consultant Services,Drug & Alcohol Testing,2013-07-01,2014-06-30,0,670000,449320,"Drugscan, Inc."
1420337,1420337,POLICE,"Emelle Me, LLC",Computer and Information Svcs,Website Services,2013-10-01,2014-09-30,92,94475,56512.5,"Emelle Me, LLC"
MPXX14000248,MPXX14000248,POLICE,"Forensic Pieces, Inc.",Miscellaneous Order,Blood Pattern Analysis,2013-11-11,2014-06-30,0,6000,6000,"Forensic Pieces, Inc."
MPXX14000080,MPXX14000080,POLICE,"Harvey G Doppelt, PHD",Miscellaneous Order,Psychological Evaluations,2013-07-01,2014-06-30,0,2000,0,"Harvey G Doppelt, PHD"
1120509,112050904,POLICE,James J Hall Horseshoeing,General Consultant Services,Horse Shoeing Services,2014-02-25,2015-02-24,239,34000,0,James J Hall Horseshoeing
1120556,112055603,POLICE,Joseph F Parente dba Morton Towing & Recovery,General Consultant Services,SALVORS,2014-04-01,2015-03-31,274,1,0,Joseph F Parente dba Morton Towing & Recovery
MPXX14000079,MPXX14000079,POLICE,"Karyn L. Scher, Ph. D.",Miscellaneous Order,Psychological Evaluations,2013-07-01,2014-06-30,0,7000,4230,"Karyn L. Scher, Ph. D."
1120525,112052503,POLICE,"Keystone Intelligence Network, Inc.",General Consultant Services,Polygraph Testing Service,2014-03-01,2015-02-28,243,108000,0,"Keystone Intelligence Network, Inc."
1220395,122039502,POLICE,LeadsOnline LLC.,Computer and Information Svcs,Pawnshop Tracking Service,2013-12-02,2014-12-01,154,75000,75000,LeadsOnline LLC.
1320268,132026801,POLICE,Michael J Fitzgerald,General Consultant Services,Special Advisor,2013-07-01,2014-06-30,0,72000,52702.01,Michael J Fitzgerald
1420243,1420243,POLICE,NEC Corporation of America,Computer and Information Svcs,A.F.I.S. UPGRADE,2014-03-31,2015-03-30,273,1150660,0,NEC Corporation of America
MPXX14000083,MPXX14000083,POLICE,"Nancy Rosenberg, Psy.D.",Miscellaneous Order,Psychological Evaluations,2013-07-01,2014-06-30,0,12000,12000,"Nancy Rosenberg, Psy.D."
1220140,122014002,POLICE,Omega Laboratories,General Consultant Services,Hair Testing,2013-07-01,2014-06-30,0,42700,21440,Omega Laboratories
MPXX14000249,MPXX14000249,POLICE,"Parker Forensic Services, Inc.",Miscellaneous Order,Shooting Reconstruction,2013-10-21,2014-06-30,0,7050,7050,"Parker Forensic Services, Inc."
1320727,132072701,POLICE,Quakertown Veterinary Clinic,General Consultant Services,Horse Veterinary Services,2014-04-01,2015-03-31,274,0,3869,Quakertown Veterinary Clinic
1120559,112055903,POLICE,S.P.P.T. Inc t/a Jamison's Philadelphia Towing,General Consultant Services,SALVOR,2014-04-01,2015-03-31,274,1,0,S.P.P.T. Inc t/a Jamison's Philadelphia Towing
1120560,112056003,POLICE,"Shaw Towing, Inc",General Consultant Services,SALVOR,2014-04-01,2015-03-31,274,0,0,"Shaw Towing, Inc"
1420457,1420457,POLICE,"Strand Diagnostics, LLC",General Consultant Services,Biological Screening,2014-02-01,2015-01-31,215,160000,0,"Strand Diagnostics, LLC"
1120232,112023203,POLICE,Temple University,General Consultant Services,SMART Policing Initiative,2013-09-01,2014-08-31,62,0,0,Temple University
1420456,1420456,POLICE,"The Bode Technology Group, Inc",General Consultant Services,Biological Screening,2014-02-01,2015-01-31,215,479000,0,"The Bode Technology Group, Inc"
1320297,132029701,POLICE,"University of Pennsylvania, Trustees of the",General Consultant Services,Canine Veterinary Svcs.,2013-07-01,2014-06-30,0,70000,56727.09,"University of Pennsylvania, Trustees of the"
1320482,132048201,POLICE,"University of Pennsylvania, Trustees of the",General Consultant Services,Employee Assist. Program,2013-07-01,2014-06-30,0,104400,104400,"University of Pennsylvania, Trustees of the"
1320142,132014201,PRISONS,AmeriHealth Administrators,General Consultant Services,ADMINISTRATIVE FEE,2013-07-01,2014-06-30,0,0,121587.75,AmeriHealth Administrators
1420101,1420101,PRISONS,"Aramark Correctional Services, LLC.",General Consultant Services,inmate & staff meals,2013-07-01,2014-06-30,0,13700000,10821941.11,"Aramark Correctional Services, LLC."
MPXX14000143,MPXX14000143,PRISONS,Asim Abdur-Rashid,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,14400,11485.5,Asim Abdur-Rashid
MPXX14000144,MPXX14000144,PRISONS,Christopher Collick,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,11008.4,10348.4,Christopher Collick
1220092,122009202,PRISONS,Citizens Crime Commission of Delaware Valley,General Consultant Services,investigative services,2013-07-01,2014-06-30,0,40500,23388.75,Citizens Crime Commission of Delaware Valley
MPXX14000376,MPXX14000376,PRISONS,Community Assistance for Prisoners,Miscellaneous Order,voter registration,2014-04-01,2014-06-30,0,1600,1600,Community Assistance for Prisoners
1120372,112037203,PRISONS,Community Education Centers,General Consultant Services,alternative housing,2014-01-01,2014-12-31,184,9052000,0,Community Education Centers
1220500,122050002,PRISONS,County Commissioners Assoc. of Pennsylvania d/b/a PIMCC,General Consultant Services,third party administratio,2013-07-01,2014-06-30,0,4800000,0,County Commissioners Assoc. of Pennsylvania d/b/a PIMCC
MPXX14000145,MPXX14000145,PRISONS,Denise Dinkins,Miscellaneous Order,CHAPLAINCY SERVICES,2013-07-01,2014-06-30,0,14400,12885,Denise Dinkins
MPXX14000146,MPXX14000146,PRISONS,Edward J. Dymek,Miscellaneous Order,CHAPLAINCY SERVICES,2013-07-01,2014-06-30,0,7200,6423.75,Edward J. Dymek
MPXX14000156,MPXX14000156,PRISONS,Eric Schweizer,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,7200,4616.25,Eric Schweizer
MPXX14000120,MPXX14000120,PRISONS,Gearing Up,Miscellaneous Order,cycling program,2013-07-01,2014-06-30,0,26684.28,20132.26,Gearing Up
MPXX14000180,MPXX14000180,PRISONS,Gerome W. McDonald,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,7200,3750,Gerome W. McDonald
MPXX14000153,MPXX14000153,PRISONS,IN HIS SERVICE INC.,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,8100,7957.5,IN HIS SERVICE INC.
1220104,122010402,PRISONS,Impact Services Corporation,General Consultant Services,ID PROGRAM,2013-07-01,2014-06-30,0,112500,112200,Impact Services Corporation
1120085,112008503,PRISONS,JEVS Human Services,General Consultant Services,vocational training,2013-07-01,2014-06-30,0,1066236,752911.88,JEVS Human Services
MPXX14000078,MPXX14000078,PRISONS,James Smith,Miscellaneous Order,Director of Chaplaincy,2013-07-01,2014-06-30,0,14931.2,14931.2,James Smith
MPXX14000157,MPXX14000157,PRISONS,Jerome Smith,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,7200,5437,Jerome Smith
MPXX14000159,MPXX14000159,PRISONS,Joanne M. Taylor,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,14400,13682.85,Joanne M. Taylor
MPXX14000316,MPXX14000316,PRISONS,John Burke,Miscellaneous Order,Chaplaincy Services,2013-12-09,2014-06-30,0,8700,7743.75,John Burke
MPXX14000174,MPXX14000174,PRISONS,"Justice Benefits, Inc.",Miscellaneous Order,reserach of inmates,2013-07-01,2014-06-30,0,30000,16904.11,"Justice Benefits, Inc."
1120472,112047203,PRISONS,KEEFE GROUP dba KEEFE COMMISSARY NETWORK,General Consultant Services,Commissary Services,2014-03-01,2015-02-28,243,0,0,KEEFE GROUP dba KEEFE COMMISSARY NETWORK
1120527,112052704,PRISONS,Lehigh County,General Consultant Services,inmate housing,2014-04-01,2015-03-31,274,1314000,0,Lehigh County
1120595,112059502,PRISONS,"Liberty Management Services, Inc.",General Consultant Services,offsite housing,2013-05-01,2014-04-30,0,0,0,"Liberty Management Services, Inc."
1320144,132014401,PRISONS,"Liberty Management Services, Inc.",General Consultant Services,outside housing,2013-07-01,2014-06-30,0,3153600,2878145,"Liberty Management Services, Inc."
1420152,1420152,PRISONS,"Liberty Management Services, Inc.",General Consultant Services,housing,2013-07-01,2014-06-30,0,1998375,1834125,"Liberty Management Services, Inc."
1120279,112027903,PRISONS,Maternity Care Coalition,General Consultant Services,inmate training,2013-07-01,2014-06-30,0,130000,97498,Maternity Care Coalition
1220246,122024602,PRISONS,"Matthew Bender Co., Inc.",Computer and Information Svcs,Law Library Materials,2013-09-01,2014-08-31,62,78840,78740,"Matthew Bender Co., Inc."
1420270,1420270,PRISONS,Mothers In Charge,General Consultant Services,inmate training,2013-09-01,2014-08-31,62,328340,219802.36,Mothers In Charge
1220103,122010302,PRISONS,New Direction For Women,General Consultant Services,alt. housing,2013-07-01,2014-06-30,0,424320,335761.61,New Direction For Women
1220479,122047902,PRISONS,New Leash on Life USA,General Consultant Services,inmate training,2013-05-01,2014-04-30,0,153732,114467.21,New Leash on Life USA
MPXX14000119,MPXX14000119,PRISONS,Omega Laboratories,Miscellaneous Order,hair testing,2013-07-01,2014-06-30,0,25000,3658,Omega Laboratories
1120208,112020803,PRISONS,Pennsylvania Horticultural Society,General Consultant Services,inmate training,2013-07-01,2014-06-30,0,225000,148950.38,Pennsylvania Horticultural Society
1120363,112036303,PRISONS,Philadelphia Mural Arts Advocates,General Consultant Services,inmate training,2013-11-01,2014-10-31,123,210846,147034.08,Philadelphia Mural Arts Advocates
MPXX14000378,MPXX14000378,PRISONS,Philadelphia Orchard Project,Miscellaneous Order,orchard planning,2014-04-07,2014-06-30,0,2900,0,Philadelphia Orchard Project
MPXX14000160,MPXX14000160,PRISONS,Phyllis Taylor,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,3840,3840,Phyllis Taylor
MPXX14000148,MPXX14000148,PRISONS,Province of St. Augustine Padre Pio Friary,Miscellaneous Order,CHAPLAINCY SERVICES,2013-07-01,2014-06-30,0,14400,12012.45,Province of St. Augustine Padre Pio Friary
MPXX14000233,MPXX14000233,PRISONS,RITE AID,Miscellaneous Order,flu shots,2013-09-30,2014-06-30,0,1,0,RITE AID
MPXX14000147,MPXX14000147,PRISONS,Robert Falkenstein,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,9927.85,9927.85,Robert Falkenstein
MPXX14000375,MPXX14000375,PRISONS,Robert Falkenstein,Miscellaneous Order,Director of Chaplaincy,2014-03-22,2014-06-30,0,6065.8,4199.4,Robert Falkenstein
MPXX14000155,MPXX14000155,PRISONS,Ronald Muse,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,7200,6600,Ronald Muse
MPXX14000182,MPXX14000182,PRISONS,Ronald Nathaniel Bayne,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,7200,5145,Ronald Nathaniel Bayne
MPXX14000154,MPXX14000154,PRISONS,Sally Lukens,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,14400,12105,Sally Lukens
MPXX14000181,MPXX14000181,PRISONS,Sayed Abdul-Hadi,Miscellaneous Order,chaplaincy services,2013-07-01,2014-06-30,0,10800,10233.75,Sayed Abdul-Hadi
MPXX14000197,MPXX14000197,PRISONS,"Software Concepts International, LLC",Miscellaneous Order,lock and track maintenanc,2013-09-01,2014-06-30,0,32000,0,"Software Concepts International, LLC"
MPXX14000158,MPXX14000158,PRISONS,Sonia Soto,Miscellaneous Order,chaplaincy services,2013-07-30,2014-06-30,0,14400,12900,Sonia Soto
MPXX14000265,MPXX14000265,PRISONS,The Pennsylvania Prison Society,Miscellaneous Order,resource fair proposal,2013-10-28,2014-06-30,0,30069.92,16076.27,The Pennsylvania Prison Society
MPXX14000213,MPXX14000213,PRISONS,"The Time Is Now To Make A Change, Inc.",Miscellaneous Order,voter registration,2013-09-16,2014-06-30,0,2162.45,2162.45,"The Time Is Now To Make A Change, Inc."
1020606,102060605,PRISONS,"U.S. Facilities, Inc.",General Consultant Services,maintenance services,2014-04-01,2014-06-30,0,2630785,0,"U.S. Facilities, Inc."
MPXX14000281,MPXX14000281,PRISONS,"Urban Engineers, Inc.",Miscellaneous Order,Dry Cleaning Plant Report,2013-11-21,2014-06-30,0,10000,6625,"Urban Engineers, Inc."
MPXX14000218,MPXX14000218,PROCUREMENT,"Electronic Auction Services, Inc.",Miscellaneous Order,Reverse Auction Pilot Svc,2013-09-13,2014-06-30,0,1,0,"Electronic Auction Services, Inc."
MPXX14000216,MPXX14000216,PROCUREMENT,"eBridge Business Solutions, LLC",Miscellaneous Order,Reverse Auction Pilot Svc,2013-09-13,2014-06-30,0,1,0,"eBridge Business Solutions, LLC"
1120471,112047103,PROCUREMENT,"municibid.com, LLC",General Consultant Services,Internet Auction Sales,2014-04-01,2015-03-31,274,0,0,"municibid.com, LLC"
1120402,112040201,PUBLIC PROPERTY,Agnelo Gomes Assoc.,Architect and Engineer Svcs,Recreation Sites Alarms,2013-08-01,2014-07-31,31,32212,27812.8,Agnelo Gomes Assoc.
1220346,1220346,PUBLIC PROPERTY,Agnelo Gomes Assoc.,Architect and Engineer Svcs,Mander Playground Light,2011-11-01,2014-04-30,0,31500,29500,Agnelo Gomes Assoc.
1220346,122034601,PUBLIC PROPERTY,Agnelo Gomes Assoc.,Architect and Engineer Svcs,Cherashore PG Lighting,2014-05-01,2015-04-30,304,34900,0,Agnelo Gomes Assoc.
1120403,112040301,PUBLIC PROPERTY,"Arora Engineers, Inc",Architect and Engineer Svcs,Recreation Improvements,2013-08-01,2014-07-31,31,49805,29175,"Arora Engineers, Inc"
1320420,132042001,PUBLIC PROPERTY,"Arora Engineers, Inc",Architect and Engineer Svcs,Engineering Requirements,2013-09-01,2014-08-31,62,300000,92817.1,"Arora Engineers, Inc"
1420210,1420210,PUBLIC PROPERTY,Atkin Olshin Schade Architects,Architect and Engineer Svcs,Stenton Park Improvements,2013-08-01,2016-01-31,580,194290,39493.5,Atkin Olshin Schade Architects
1120185,112018506,PUBLIC PROPERTY,B T Environmental Health & Safety Consulting,General Consultant Services,Asbestos Consultant Svs,2014-01-01,2014-12-31,184,100000,17832,B T Environmental Health & Safety Consulting
MPXX14000404,MPXX14000404,PUBLIC PROPERTY,Barry S Slosberg Inc,Miscellaneous Order,FMV appraisal,2014-06-11,2014-06-30,0,1500,0,Barry S Slosberg Inc
1020426,102042603,PUBLIC PROPERTY,Bolender Architects,Architect and Engineer Svcs,Health Center 10 Elevator,2014-02-01,2015-01-31,215,0,0,"Schade and Bolender Arch., LLP"
1020428,102042803,PUBLIC PROPERTY,Bolender Architects,Architect and Engineer Svcs,Health Ctrs 2 & 10,2014-02-01,2015-01-31,215,0,0,"Schade and Bolender Arch., LLP"
1120446,112044602,PUBLIC PROPERTY,Bolender Architects,Architect and Engineer Svcs,City Hall Elevator Rehab,2013-08-31,2014-08-30,61,14450,0,"Schade and Bolender Arch., LLP"
MPXX14000337,MPXX14000337,PUBLIC PROPERTY,"Bonnett Associates, Inc.",Miscellaneous Order,Detention Ctr Dorm F&G,2014-02-04,2014-06-30,0,29840,27000,"Bonnett Associates, Inc."
1020427,102042702,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Woodstock Shelter Facade,2014-01-01,2014-12-31,184,0,0,Buell Kratzer Powell
1020620,102062002,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Pleasant Playground,2013-08-29,2014-08-28,59,0,0,Buell Kratzer Powell
1220302,1220302,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Guerin Building Improve,2011-11-07,2014-05-06,0,77500,65016.25,Buell Kratzer Powell
1220302,122030201,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Guerin RC Bldg Improve,2014-05-07,2015-05-06,310,0,0,Buell Kratzer Powell
1320492,132049201,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Architectural Requirement,2013-09-15,2014-09-14,76,0,22787.11,Buell Kratzer Powell
1320610,1320610,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Impala Cafe Exterior,2012-12-17,2014-12-16,169,99317,75237,Buell Kratzer Powell
1320423,132042301,PUBLIC PROPERTY,"Burris Engineers, Inc",Architect and Engineer Svcs,Engineering Requirements,2013-09-10,2014-09-09,71,0,42377.7,"Burris Engineers, Inc"
1320418,132041801,PUBLIC PROPERTY,"CSA Central, Inc.",Architect and Engineer Svcs,Engineering design srvice,2013-09-01,2014-08-31,62,0,74765.73,"CSA Central, Inc."
MPXX14000382,MPXX14000382,PUBLIC PROPERTY,Cairone & Kaupp Incorporated,Miscellaneous Order,Wister PG Field Lighting,2014-04-15,2014-06-30,0,7150,0,Cairone & Kaupp Incorporated
1120602,112060205,PUBLIC PROPERTY,Center City District,General Consultant Services,Concourse Maintenance,2014-01-01,2014-06-30,0,382200,0,Center City District
1320471,132047101,PUBLIC PROPERTY,Claflen Associates Architects & Planners,Architect and Engineer Svcs,Architectural Requirement,2013-09-15,2014-09-14,76,0,12790,Claflen Associates Architects & Planners
1220561,122056101,PUBLIC PROPERTY,Criminal Justice Institute,Architect and Engineer Svcs,PPS Master Plan,2012-05-01,2014-04-30,0,489061,489061,Criminal Justice Institute
620388,62038804,PUBLIC PROPERTY,Dome-Tech Inc,General Consultant Services,New Youth Study Center,2013-11-07,2014-11-06,129,14600,49291.2,"Dome-Tech, Inc."
MPXX14000020,MPXX14000020,PUBLIC PROPERTY,"Duffield Associates, Inc.",Miscellaneous Order,Title V Permitting Svs,2013-07-01,2014-06-30,0,28790,24939.2,"Duffield Associates, Inc."
1120512,112051202,PUBLIC PROPERTY,"Entech Engineering, Inc.",Architect and Engineer Svcs,City Hall Sprinkler,2014-03-01,2014-08-28,59,9052,9052,"Entech Engineering, Inc."
1220371,122037101,PUBLIC PROPERTY,Environetics Design Inc.,Architect and Engineer Svcs,Woodhaven/Germantown BRAC,2013-12-01,2014-11-30,153,213500,0,Environetics Design Inc.
1320430,132043001,PUBLIC PROPERTY,"Ewing Cole, Inc.",Architect and Engineer Svcs,Engineering Requirements,2013-09-10,2014-09-09,71,0,37637.17,"Ewing Cole, Inc."
1220381,122038101,PUBLIC PROPERTY,"Gillan and Hartmann, Inc.",Architect and Engineer Svcs,PPS Warehouse Sprinkler,2013-12-16,2014-12-15,168,27450,4725,"Gillan and Hartmann, Inc."
1320421,132042101,PUBLIC PROPERTY,"Gillan and Hartmann, Inc.",Architect and Engineer Svcs,Engineering Requirements,2013-09-01,2014-08-31,62,0,0,"Gillan and Hartmann, Inc."
920943,92094303,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Landscape Architectural,2013-06-30,2014-06-29,0,200000,64593.47,"Gilmore & Associates, Inc."
1420552,1420552,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Landscape Architectural,2014-06-30,2015-06-29,364,200000,0,"Gilmore & Associates, Inc."
1320797,1320797,PUBLIC PROPERTY,Hatch Mott MacDonald I & E LLC,Architect and Engineer Svcs,Kelly Drive Storm Water,2013-06-30,2015-06-29,364,58500,38025,Hatch Mott MacDonald I & E LLC
1320536,1320536,PUBLIC PROPERTY,"KS Engineers, P.C.",Architect and Engineer Svcs,Avenue of the Republic,2012-10-08,2014-10-07,99,74285.6,41765.25,"KS Engineers, P.C."
1320493,132049301,PUBLIC PROPERTY,"Kelly/Maiello, Inc.",Architect and Engineer Svcs,Architectural Requirement,2013-09-15,2014-09-14,76,0,27608.5,"Kelly/Maiello, Inc."
1020383,102038303,PUBLIC PROPERTY,"LRSLA Studio, Inc.",Architect and Engineer Svcs,Landscape Architectural,2013-12-01,2014-11-30,153,306315,0,"LRSLA Studio, Inc."
MPXX14000223,MPXX14000223,PUBLIC PROPERTY,"Levine & Company, Inc.",Miscellaneous Order,Girard Estate Roof Repair,2013-09-18,2014-06-30,0,29995,9760,"Levine & Company, Inc."
1120615,112061503,PUBLIC PROPERTY,M2 Architecture,Architect and Engineer Svcs,Horticultural Center Glaz,2014-02-18,2015-02-17,232,0,0,M2 Architecture
MPXX14000312,MPXX14000312,PUBLIC PROPERTY,"Maser Consulting, P.A.",Miscellaneous Order,Design services,2014-01-02,2014-06-30,0,11750,4230,"Maser Consulting, P.A."
MPXX14000302,MPXX14000302,PUBLIC PROPERTY,"Meyer Design, Inc.",Miscellaneous Order,City Planning Renovation,2013-12-19,2014-06-30,0,30900,17269.54,"Meyer Design, Inc."
1320749,1320749,PUBLIC PROPERTY,Oxford Engineering Company,Architect and Engineer Svcs,Fuelsite Environmental,2013-06-30,2014-06-29,0,200000,74748.76,Oxford Engineering Company
1320749,132074901,PUBLIC PROPERTY,Oxford Engineering Company,Architect and Engineer Svcs,Fuelsite Environmental,2014-06-30,2015-06-29,364,0,0,Oxford Engineering Company
1120646,112064601,PUBLIC PROPERTY,Pennoni Associates Inc.,Architect and Engineer Svcs,CFCF - HVAC Improvements,2013-06-14,2014-06-13,0,0,0,Pennoni Associates Inc.
1320429,132042901,PUBLIC PROPERTY,Pennoni Associates Inc.,Architect and Engineer Svcs,Engineering Requirements,2013-09-01,2014-08-31,62,0,49520.11,Pennoni Associates Inc.
1320640,132064001,PUBLIC PROPERTY,Pennoni Associates Inc.,Architect and Engineer Svcs,Fuelsite Design Consult,2014-03-01,2015-02-28,243,0,0,Pennoni Associates Inc.
1120131,112013103,PUBLIC PROPERTY,Philadelphia Municipal Authority,General Consultant Services,Compensation Agreement,2013-07-01,2014-06-30,0,347172,347172,Philadelphia Municipal Authority
1220556,1220556,PUBLIC PROPERTY,"Professional Systems Engineering, LLC",Architect and Engineer Svcs,PICC Security Improvement,2012-04-19,2014-04-18,0,282925,169503.67,"Professional Systems Engineering, LLC"
1220556,122055601,PUBLIC PROPERTY,"Professional Systems Engineering, LLC",Architect and Engineer Svcs,PICC Security System I,2014-04-19,2015-04-18,292,45282.55,27167.1,"Professional Systems Engineering, LLC"
1020565,102056502,PUBLIC PROPERTY,"SMP Architects, Ltd",Architect and Engineer Svcs,Sturgis Playground,2014-03-01,2015-02-28,243,0,0,"SMP Architects, Ltd"
1220426,1220426,PUBLIC PROPERTY,"SMP Architects, Ltd",Architect and Engineer Svcs,East Park Canoe House,2012-01-09,2014-12-31,184,249140,198323.74,"SMP Architects, Ltd"
1320474,132047401,PUBLIC PROPERTY,"SMP Architects, Ltd",Architect and Engineer Svcs,Architectural Requirement,2013-09-15,2014-09-14,76,0,75931.74,"SMP Architects, Ltd"
1420536,1420536,PUBLIC PROPERTY,"STV Construction, Inc",General Consultant Services,Public Safety Svs Own Rep,2014-06-01,2018-01-31,1311,6420848,0,"STV Construction, Inc"
1220530,122053002,PUBLIC PROPERTY,Schiller & Hersh,Architect and Engineer Svcs,West Philadelphia Library,2014-04-01,2015-03-31,274,15104,9882,Schiller & Hersh
MPXX14000237,MPXX14000237,PUBLIC PROPERTY,"Stark Design, P.C.",Miscellaneous Order,Small Mammal House Roof,2013-09-26,2014-06-30,0,13980.34,13960.34,"Stark Design, P.C."
