original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status,
1220346,122034602,PUBLIC PROPERTY,Agnelo Gomes Assoc.,Architect and Engineer Svcs,Mander & Cherashore PG,5/1/2015,4/30/2016,0,0,0,Agnelo Gomes Assoc.,1,ADVERTISED,For Profit,
1320420,132042003,PUBLIC PROPERTY,"Arora Engineers, Inc",Architect and Engineer Svcs,Engineering Requirements,9/1/2015,8/31/2016,61,0,22609.39,"Arora Engineers, Inc",1,ADVERTISED,For Profit,
1620323,1620323,PUBLIC PROPERTY,AthenianRazak LLC,General Consultant Services,DPP Owner's Rep Services,1/4/2016,1/3/2017,186,100000,0,AthenianRazak LLC,1,ADVERTISED,For Profit,
1420210,142021002,PUBLIC PROPERTY,Atkin Olshin Schade Architects,Architect and Engineer Svcs,Stenton Park Improvements,2/1/2016,1/31/2017,214,0,0,Atkin Olshin Schade Architects,1,ADVERTISED,For Profit,
1620322,1620322,PUBLIC PROPERTY,"BFW Group, LLC",General Consultant Services,DPP Owner's Rep Services,1/4/2016,1/3/2017,186,100000,0,"BFW Group, LLC",1,ADVERTISED,For Profit,
MPXX16000029,MPXX16000029,PUBLIC PROPERTY,Baker the Sign Man,Miscellaneous Order,Papal Aluminum Inserts,7/1/2015,6/30/2016,0,1750,1500,Baker the Sign Man,102,EXEMPT,For Profit,
1520238,1520238,PUBLIC PROPERTY,"Bard, Rao + Athanas Consulting Engineers",General Consultant Services,Center for Law Bldg Comm,8/29/2014,4/27/2018,665,627000,0,"Bard, Rao + Athanas Consulting Engineers",1,ADVERTISED,For Profit,
1620303,1620303,PUBLIC PROPERTY,Bolender Architects,Architect and Engineer Svcs,HC #10 elevator Install,1/1/2016,12/31/2016,183,44680,2295,Bolender Architects,1,ADVERTISED,For Profit,
1020427,102042704,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Woodstock Shelter Facade,1/1/2016,12/31/2016,183,0,0,Buell Kratzer Powell,1,ADVERTISED,For Profit,
1220302,122030202,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Guerin Building Improve,5/7/2015,5/6/2016,0,25000,6453.75,Buell Kratzer Powell,1,ADVERTISED,For Profit,
1320492,132049203,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Architectural Requirement,9/15/2015,9/14/2016,75,0,6460.93,Buell Kratzer Powell,1,ADVERTISED,For Profit,
1320610,132061003,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Impala Cafe Exterior,12/17/2015,12/16/2016,168,0,0,Buell Kratzer Powell,1,ADVERTISED,For Profit,
1620267,1620267,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Bridesburg Rec Pool,1/1/2016,6/30/2018,729,128400,18674.5,Buell Kratzer Powell,1,ADVERTISED,For Profit,
1320423,132042305,PUBLIC PROPERTY,"Burris Engineers, Inc",Architect and Engineer Svcs,Engineering Requirements,9/10/2015,9/9/2016,70,300000,34068.79,"Burris Engineers, Inc",1,ADVERTISED,For Profit,
1420586,142058601,PUBLIC PROPERTY,"Burris Engineers, Inc",Architect and Engineer Svcs,Academy Sabres Lighting,6/30/2014,6/29/2016,0,66660,54660,"Burris Engineers, Inc",1,ADVERTISED,For Profit,
1620432,1620432,PUBLIC PROPERTY,CICADA Architecture/Planning,Architect and Engineer Svcs,Mann OAC / Rivera RC,3/15/2016,8/14/2018,774,498975,18281.75,CICADA Architecture/Planning,1,ADVERTISED,For Profit,
1320418,132041803,PUBLIC PROPERTY,"CSA Central, Inc.",Architect and Engineer Svcs,Engineering Requirements,9/1/2015,8/31/2016,61,0,23365.74,"CSA Central, Inc.",1,ADVERTISED,For Profit,
1320471,132047103,PUBLIC PROPERTY,Claflen Associates Architects & Planners,Architect and Engineer Svcs,Architectural Requirement,9/15/2015,9/14/2016,75,0,0,Claflen Associates Architects & Planners,1,ADVERTISED,For Profit,
1420588,1420588,PUBLIC PROPERTY,Daniel J. Keating Company,General Consultant Services,Center for Law CM Service,6/30/2014,6/29/2018,728,7514388,0,Daniel J. Keating Company,1,ADVERTISED,For Profit,
1420571,142057101,PUBLIC PROPERTY,"Duffield Associates, Inc.",Architect and Engineer Svcs,Environmental Engineering,6/30/2015,6/29/2016,0,200000,159577.54,"Duffield Associates, Inc.",1,ADVERTISED,For Profit,
1420571,142057102,PUBLIC PROPERTY,"Duffield Associates, Inc.",Architect and Engineer Svcs,Environmental Engineering,6/30/2016,6/29/2017,363,200000,0,"Duffield Associates, Inc.",1,ADVERTISED,For Profit,
1320430,132043003,PUBLIC PROPERTY,"Ewing Cole, Inc.",Architect and Engineer Svcs,Engineering Requirements,9/10/2015,9/9/2016,70,0,50976.59,"Ewing Cole, Inc.",1,ADVERTISED,For Profit,
1320421,132042103,PUBLIC PROPERTY,"Gillan and Hartmann, Inc.",Architect and Engineer Svcs,Engineering Requirements,9/1/2015,8/31/2016,61,0,0,"Gillan and Hartmann, Inc.",1,ADVERTISED,For Profit,
1420552,142055202,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Landscape Requirements,6/30/2015,6/29/2016,0,400000,76378.37,"Gilmore & Associates, Inc.",1,ADVERTISED,For Profit,
1620203,1620203,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Columbus Sq Renovations,12/1/2015,11/30/2017,517,274997,65797.5,"Gilmore & Associates, Inc.",1,ADVERTISED,For Profit,
1420553,142055301,PUBLIC PROPERTY,"Ground Reconsidered, Inc",Architect and Engineer Svcs,Landscape Architectural,6/30/2015,6/29/2016,0,400000,0,"Ground Reconsidered, Inc",1,ADVERTISED,For Profit,
1320797,132079701,PUBLIC PROPERTY,Hatch Mott MacDonald I & E LLC,Architect and Engineer Svcs,Kelly Drive Storm Water,6/30/2015,6/29/2016,0,10000,6575,Hatch Mott MacDonald I & E LLC,1,ADVERTISED,For Profit,
1320536,132053603,PUBLIC PROPERTY,"KS Engineers, P.C.",Architect and Engineer Svcs,Avenue of the Republic,10/8/2014,10/7/2016,98,7875,0,"KS Engineers, P.C.",1,ADVERTISED,For Profit,
1320536,132053603,PUBLIC PROPERTY,"KS Engineers, P.C.",Architect and Engineer Svcs,Avenue of the Republic,10/8/2015,10/7/2016,98,7875,0,"KS Engineers, P.C.",1,ADVERTISED,For Profit,
1320493,132049304,PUBLIC PROPERTY,"Kelly/Maiello, Inc.",Architect and Engineer Svcs,Architectural Requirement,9/15/2015,9/14/2016,75,300000,153610.42,"Kelly/Maiello, Inc.",1,ADVERTISED,For Profit,
1220501,122050104,PUBLIC PROPERTY,"Klein and Hoffman, Inc.",Architect and Engineer Svcs,Engine House Renovations,2/16/2016,2/15/2017,229,62949,30161.44,"Klein and Hoffman, Inc.",1,ADVERTISED,For Profit,
1520363,1520363,PUBLIC PROPERTY,NORESCO LLC,General Consultant Services,New Phila Police Training,10/15/2014,10/14/2016,105,77900,56791,NORESCO LLC,1,ADVERTISED,For Profit,
1320749,132074906,PUBLIC PROPERTY,Oxford Engineering Company,Architect and Engineer Svcs,Fuelsite Environmental,6/30/2015,6/29/2016,0,400000,187828.85,Oxford Engineering Company,1,ADVERTISED,For Profit,
1320749,132074907,PUBLIC PROPERTY,Oxford Engineering Company,Architect and Engineer Svcs,Fuelsite Environmental,6/30/2016,6/29/2017,363,100000,0,Oxford Engineering Company,1,ADVERTISED,For Profit,
1320429,132042904,PUBLIC PROPERTY,Pennoni Associates Inc.,Architect and Engineer Svcs,Engineering Requirements,9/1/2015,8/31/2016,61,0,70742.74,Pennoni Associates Inc.,1,ADVERTISED,For Profit,
1320640,132064003,PUBLIC PROPERTY,Pennoni Associates Inc.,Architect and Engineer Svcs,Fuelsite Design Services,2/29/2016,2/28/2017,242,0,2982.66,Pennoni Associates Inc.,1,ADVERTISED,For Profit,
1520288,152028801,PUBLIC PROPERTY,Philadelphia Municipal Authority,General Consultant Services,Compensation Agreement,7/1/2015,6/30/2016,0,347172,347172,Philadelphia Municipal Authority,8,EXEMPT,Non Profit,
1220556,122055602,PUBLIC PROPERTY,"Professional Systems Engineering, LLC",Architect and Engineer Svcs,PICC Security System,4/19/2015,4/18/2016,0,29060.62,0,"Professional Systems Engineering, LLC",1,ADVERTISED,For Profit,
1220556,122055603,PUBLIC PROPERTY,"Professional Systems Engineering, LLC",Architect and Engineer Svcs,PICC Security System,4/19/2016,4/18/2017,291,0,0,"Professional Systems Engineering, LLC",1,ADVERTISED,For Profit,
1620321,1620321,PUBLIC PROPERTY,Ruben David,General Consultant Services,DPP Owner's Rep Services,12/4/2015,12/3/2016,155,100000,98442.5,Ruben David,1,ADVERTISED,For Profit,
MPXX16000088,MPXX16000088,PUBLIC PROPERTY,Ruben David,Miscellaneous Order,Public Safety Proj Mngr,7/10/2015,6/30/2016,0,32000,32000,Ruben David,102,EXEMPT,For Profit,
1220426,122042602,PUBLIC PROPERTY,"SMP Architects, Ltd",Architect and Engineer Svcs,East Park Canoe House,1/1/2016,12/31/2016,183,0,0,"SMP Architects, Ltd",1,ADVERTISED,For Profit,
1320474,132047403,PUBLIC PROPERTY,"SMP Architects, Ltd",Architect and Engineer Svcs,Architectural Requirement,9/15/2015,9/14/2016,75,300000,0,"SMP Architects, Ltd",1,ADVERTISED,For Profit,
1420536,1420536,PUBLIC PROPERTY,"STV Construction, Inc",General Consultant Services,Public Safety Svs Own Rep,6/1/2014,1/31/2018,579,6420848,0,"STV Construction, Inc",1,ADVERTISED,For Profit,
1220530,122053004,PUBLIC PROPERTY,Schiller & Hersh,Architect and Engineer Svcs,West Philadelphia Library,4/1/2016,3/31/2017,273,0,0,Schiller & Hersh,1,ADVERTISED,For Profit,
MPXX16000330,MPXX16000330,PUBLIC PROPERTY,"Stark Design, P.C.",Miscellaneous Order,Solitude House Exterior,2/4/2016,6/30/2016,0,9194.97,2978.26,"Stark Design, P.C.",102,EXEMPT,For Profit,
1420491,1420491,PUBLIC PROPERTY,The Ballinger Company,Architect and Engineer Svcs,A & E Design Services,5/1/2014,4/30/2018,668,11915000,0,The Ballinger Company,1,ADVERTISED,For Profit,
1220413,122041302,PUBLIC PROPERTY,"The Gordian Group, Inc.",General Consultant Services,JOC Program Management,1/1/2016,12/31/2016,183,150000,0,"The Gordian Group, Inc.",1,ADVERTISED,For Profit,
1420557,142055701,PUBLIC PROPERTY,The RBA Group,Architect and Engineer Svcs,Landscape Arch Requiremen,6/30/2015,6/29/2016,0,400000,150445.7,The RBA Group,1,ADVERTISED,For Profit,
1320503,132050303,PUBLIC PROPERTY,TranSystems Corporation,Architect and Engineer Svcs,Architectural Requirement,9/19/2015,9/18/2016,79,0,43270.94,TranSystems Corporation,1,ADVERTISED,For Profit,
1320618,132061803,PUBLIC PROPERTY,"U.S. Facilities, Inc.",General Consultant Services,OM&S for YSC,7/1/2015,6/30/2016,0,1695375,1605571.84,"U.S. Facilities, Inc.",1,ADVERTISED,For Profit,
1420328,142032804,PUBLIC PROPERTY,"U.S. Facilities, Inc.",General Consultant Services,Triplex FM Services,7/1/2015,6/30/2016,0,16349650,15443491.44,"U.S. Facilities, Inc.",1,ADVERTISED,For Profit,
1420558,142055801,PUBLIC PROPERTY,Viridian Landscape Studio LLC,Architect and Engineer Svcs,Landscape Arch Requiremen,6/30/2015,6/29/2016,0,200000,0,Viridian Landscape Studio LLC,1,ADVERTISED,For Profit,
MPXX16000006,MPXX16000006,RECORDS,"1 Source Safety & Health, Inc.",Miscellaneous Order,Safety,7/1/2015,6/30/2016,0,10000,8265.85,"1 Source Safety & Health, Inc.",102,EXEMPT,For Profit,
1420005,142000504,RECORDS,"Azavea, Inc",General Consultant Services,mapping support,7/1/2015,6/30/2016,0,40000,40000,"Azavea, Inc",1,ADVERTISED,For Profit,
1520104,152010401,RECORDS,"Azavea, Inc",General Consultant Services,phillyhistory support,7/1/2015,6/30/2016,0,30000,30000,"Azavea, Inc",1,ADVERTISED,For Profit,
1620068,1620068,RECORDS,"Azavea, Inc",General Consultant Services,refoldering services,7/1/2015,6/30/2016,0,60000,60000,"Azavea, Inc",1,ADVERTISED,For Profit,
MPXX16000003,MPXX16000003,RECORDS,"Azavea, Inc",Miscellaneous Order,cataloging services,7/1/2015,6/30/2016,0,31975,31975,"Azavea, Inc",1,ADVERTISED,For Profit,
1520049,152004901,RECORDS,Conservation Center for Art and Historic Artifacts,General Consultant Services,conservation services,7/1/2015,6/30/2016,0,30000,30000,Conservation Center for Art and Historic Artifacts,1,ADVERTISED,Non Profit,
MPXX16000008,MPXX16000008,RECORDS,"Hydro Service and Supplies, Inc",Miscellaneous Order,humidfication sys maint,7/1/2015,6/30/2016,0,10000,2350,"Hydro Service and Supplies, Inc",102,EXEMPT,For Profit,
1320182,132018208,RECORDS,"Information Services Partner, Inc.",General Consultant Services,records mgmt,7/1/2015,6/30/2016,0,58500,62683.25,"Information Services Partner, Inc.",1,ADVERTISED,For Profit,
1420004,142000403,RECORDS,"Information Services Partner, Inc.",Computer and Information Svcs,traffic accident sys supp,7/1/2015,6/30/2016,0,57000,40891,"Information Services Partner, Inc.",1,ADVERTISED,For Profit,
1620000,1620000,RECORDS,"Information Services Partner, Inc.",General Consultant Services,Records Management,7/1/2015,6/30/2016,0,199700,162877.5,"Information Services Partner, Inc.",1,ADVERTISED,For Profit,
1320579,132057903,RECORDS,"LRW Solutions Group, Inc.",General Consultant Services,records inventory,7/1/2015,6/30/2016,0,50000,42750,"LRW Solutions Group, Inc.",1,ADVERTISED,For Profit,
MPXX16000013,MPXX16000013,RECORDS,Pace Consulting LLC,Miscellaneous Order,mapping support services,7/1/2015,6/30/2016,0,31999,31999,Pace Consulting LLC,1,ADVERTISED,For Profit,
MPXX16000002,MPXX16000002,RECORDS,Richard Gouldey,Miscellaneous Order,photographic services,7/1/2015,6/30/2016,0,5000,4680,Richard Gouldey,1,ADVERTISED,For Profit,
1320183,132018307,RECORDS,Tyler Technologies,Computer and Information Svcs,doc recording support,7/1/2015,6/30/2016,0,1580000,1093330,Tyler Technologies,1,ADVERTISED,For Profit,
MPXX16000014,MPXX16000014,RECORDS,"U.S. Construction Group, Inc.",Miscellaneous Order,photographic services,7/1/2015,6/30/2016,0,5000,0,"U.S. Construction Group, Inc.",1,ADVERTISED,For Profit,
MPXX16000106,MPXX16000106,RECORDS,Urban GIS,Miscellaneous Order,land parcels,7/28/2015,6/30/2016,0,20000,20000,Urban GIS,102,EXEMPT,For Profit,
1520090,152009003,RECORDS,VIR Archival and Preservation Services,General Consultant Services,archival consulting,7/1/2015,6/30/2016,0,98700,91350,VIR Archival and Preservation Services,1,ADVERTISED,For Profit,
1420006,142000602,RECORDS,Vanguard Direct Inc.,General Consultant Services,forms preparation,7/1/2015,6/30/2016,0,2000,0,Vanguard Direct Inc.,1,ADVERTISED,For Profit,
MPXX16000007,MPXX16000007,RECORDS,"Vital Records, Inc",Miscellaneous Order,storage,7/1/2015,6/30/2016,0,3100,2222,"Vital Records, Inc",102,EXEMPT,For Profit,
1620180,1620180,REVENUE,AAL Acquest Corp.,General Consultant Services,TICs for Sheriff Sales,7/1/2015,6/30/2016,0,690000,422430,AAL Acquest Corp.,1,ADVERTISED,For Profit,
1420265,142026502,REVENUE,"AllianceOne Receivables Management, Inc.",General Consultant Services,Discov. & Del. Tax Col,7/1/2015,6/30/2016,0,1000000,466828.58,"AllianceOne Receivables Management, Inc.",1,ADVERTISED,For Profit,
MPXX16000373,MPXX16000373,REVENUE,"Black & Veatch Management Consulting,LLC.",Miscellaneous Order,Mediation & WRAP  Support,5/12/2016,6/30/2016,0,0,0,"Black & Veatch Management Consulting,LLC.",102,EXEMPT,For Profit,
MPXX16000068,MPXX16000068,REVENUE,Elwyn,Miscellaneous Order,Printing Services,7/1/2015,6/30/2016,0,15000,10672.6,Elwyn,102,EXEMPT,Non Profit,
1520214,152021401,REVENUE,"GSB&B, LLC",General Consultant Services,Receiver/Sequestrators,10/15/2015,10/14/2016,105,0,0,"GSB&B, LLC",1,ADVERTISED,For Profit,
1320638,132063805,REVENUE,"Goehring, Rutter & Boehm",Legal Services,Real Estate Tax Collect.,1/1/2016,12/31/2016,183,8000000,0,"Goehring, Rutter & Boehm",1,ADVERTISED,For Profit,
1420238,142023803,REVENUE,"LTS Acquisition Co., LLC",General Consultant Services,TIC's for Sheriff Sales,7/1/2015,6/30/2016,0,404000,549320,"LTS Acquisition Co., LLC",1,ADVERTISED,For Profit,
1420071,142007102,REVENUE,LaSalle University,General Consultant Services,General Consulting,7/1/2015,6/30/2016,0,49734,32080.31,LaSalle University,1,ADVERTISED,Non Profit,
1320575,132057504,REVENUE,"Linebarger Goggan Blair & Sampson, LLP",Legal Services,Real Estate Tax Coll.,1/1/2016,12/31/2016,183,4000000,0,"Linebarger Goggan Blair & Sampson, LLP",1,ADVERTISED,For Profit,
1620297,1620297,REVENUE,"PathWays PA, Inc.",General Consultant Services,Tax Prep Services,10/1/2015,6/30/2016,0,200000,104292.59,"PathWays PA, Inc.",1,ADVERTISED,Non Profit,
1420266,142026602,REVENUE,Penn Credit,General Consultant Services,Disc. & Delinq. Tax Coll.,7/1/2015,6/30/2016,0,500000,371520.24,Penn Credit,1,ADVERTISED,For Profit,
1420070,142007002,REVENUE,Peripheral Systems Inc.,Computer and Information Svcs,Computer Consulting,7/1/2015,6/30/2016,0,141000,112675.5,Peripheral Systems Inc.,1,ADVERTISED,For Profit,
1620009,162000901,REVENUE,Philadelphia Writ Service Inc.,General Consultant Services,Writ Services,7/1/2015,6/30/2016,0,720000,575544,Philadelphia Writ Service Inc.,1,ADVERTISED,For Profit,
1320538,132053804,REVENUE,"Pioneer Credit Recovery, Inc",General Consultant Services,Tax and Debt Collection,9/1/2015,8/31/2016,61,1500000,875257.52,"Pioneer Credit Recovery, Inc",1,ADVERTISED,For Profit,
1420021,142002102,REVENUE,"Progressive Financial Services, Inc.",General Consultant Services,Collect Nuis Liens - KICK,7/1/2015,6/30/2016,0,100000,96907.46,"Progressive Financial Services, Inc.",1,ADVERTISED,For Profit,
1420267,142026702,REVENUE,"Progressive Financial Services, Inc.",General Consultant Services,Discov. & Del. Tax Coll.,7/1/2015,6/30/2016,0,1000000,227148.55,"Progressive Financial Services, Inc.",1,ADVERTISED,For Profit,
MPXX16000262,MPXX16000262,REVENUE,Realauction.com LLC,Miscellaneous Order,Tax Lien Sales,11/12/2015,6/30/2016,0,27500,27500,Realauction.com LLC,102,EXEMPT,For Profit,
1420268,142026802,REVENUE,"Revenue Collection Bureau, Inc.",General Consultant Services,Discov. & Del. Tax Coll.,7/1/2015,6/30/2016,0,2400000,1328587.96,"Revenue Collection Bureau, Inc.",1,ADVERTISED,For Profit,
1620008,1620008,REVENUE,SCOTLANDYARD SECURITY SVC,General Consultant Services,Writs Services,7/1/2015,6/30/2016,0,333900,0,SCOTLANDYARD SECURITY SVC,1,ADVERTISED,For Profit,
1420509,142050901,REVENUE,The Nyman  Group,General Consultant Services,Training,4/3/2015,4/2/2016,0,30000,11497.68,The Nyman  Group,1,ADVERTISED,For Profit,
1420509,142050902,REVENUE,The Nyman  Group,General Consultant Services,Training,4/3/2016,4/2/2017,275,17000,0,The Nyman  Group,1,ADVERTISED,For Profit,
1620007,1620007,REVENUE,"The Tyler Firm, LLC",General Consultant Services,Writs Services,7/1/2015,6/30/2016,0,50000,32695,"The Tyler Firm, LLC",1,ADVERTISED,For Profit,
1620293,1620293,REVENUE,Urban Affairs Coalition,General Consultant Services,Tax Prep Services,10/1/2015,6/30/2016,0,500000,499950,Urban Affairs Coalition,1,ADVERTISED,Non Profit,
1620324,1620324,REVENUE,ab+c Creative Intelligence,General Consultant Services,EITC Marketing Services,12/14/2015,6/30/2016,0,349090,349021.66,ab+c Creative Intelligence,1,ADVERTISED,For Profit,
1420534,142053401,REVENUE,"eCollect, LLC",General Consultant Services,Bad Check Recovery,6/2/2015,6/1/2016,0,200000,97180.18,"eCollect, LLC",1,ADVERTISED,For Profit,
1320561,132056103,SHERIFF,Teleosoft Inc.,Computer and Information Svcs,Integration of features,7/1/2015,6/30/2016,0,48999,48999,Teleosoft Inc.,1,ADVERTISED,For Profit,
1220408,122040804,SINKING FUND COMM,"Gallagher Fiduciary Advisors, LLC",Investment Advisor-Manager,Extension of time,12/1/2015,4/1/2016,0,0,0,"Gallagher Benefit Services, Inc.",1,ADVERTISED,For Profit,
1520584,1520584,SINKING FUND COMM,"O'Shaughnessy Asset Management, LLC",Investment Advisor-Manager,Large Cap Value Manager,6/1/2015,5/31/2016,0,0,0,"O'Shaughnessy Asset Management, LLC",1,ADVERTISED,For Profit,
1420467,142046701,SINKING FUND COMM,"Wells Fargo Bank, N.A.",General Consultant Services,Renewal,6/15/2015,6/14/2016,0,0,0,"Wells Fargo Bank, N.A.",1,ADVERTISED,For Profit,
1320125,132012503,SINKING FUND COMM,WithumSmith+Brown,Accounting and Auditing Svcs,Renewal,7/1/2015,6/30/2016,0,0,0,WithumSmith+Brown,1,ADVERTISED,For Profit,
1420273,142027301,STREETS,"AECOM Technical Services, Inc.",Streets FHWA,On-Call Project Mgmnt Ser,9/1/2015,8/31/2016,61,0,0,"AECOM Technical Services, Inc.",1,ADVERTISED,For Profit,
1320359,132035904,STREETS,"Alternative Resources, Inc.",General Consultant Services,Waste To Energy Planning,7/1/2015,6/30/2016,0,175000,86959.47,"Alternative Resources, Inc.",1,ADVERTISED,For Profit,
MPXX16000362,MPXX16000362,STREETS,American Traffic Safety Services Association,Miscellaneous Order,Traffic & Roadway Safety,4/13/2016,6/30/2016,0,8000,0,American Traffic Safety Services Association,102,EXEMPT,For Profit,
1620335,1620335,STREETS,"Bohler Engineering, Inc.",Architect and Engineer Svcs,NEI Project Design,9/21/2015,6/30/2016,0,450000,57490.89,"Bohler Engineering, Inc.",1,ADVERTISED,For Profit,
1220525,122052504,STREETS,"Boles, Smyth Associates, Inc.",Streets FHWA,Traffic Operations System,3/1/2016,2/28/2017,242,0,0,"Boles, Smyth Associates, Inc.",1,ADVERTISED,For Profit,
1320628,132062804,STREETS,"Clean Harbors Environmental Services, Inc.",General Consultant Services,HHH Waste Collection,1/1/2016,12/31/2016,183,80000,0,"Clean Harbors Environmental Services, Inc.",1,ADVERTISED,For Profit,
MPXX16000112,MPXX16000112,STREETS,"Contemporary Staffing Solutions, Inc.",Miscellaneous Order,Temporary Staffing,7/30/2015,6/30/2016,0,10738.64,10738.64,"Contemporary Staffing Solutions, Inc.",102,EXEMPT,For Profit,
1320435,132043503,STREETS,"Dawood Engineering, Inc.",Architect and Engineer Svcs,On Call ADAR Services,8/1/2015,7/31/2016,30,0,59600.01,"Dawood Engineering, Inc.",1,ADVERTISED,For Profit,
1220084,122008404,STREETS,"Gilmore & Associates, Inc.",General Consultant Services,On Call Engineering Svcs,7/25/2015,7/24/2016,23,1000000,177189.05,"Gilmore & Associates, Inc.",1,ADVERTISED,For Profit,
1520476,152047602,STREETS,"Gilmore & Associates, Inc.",Streets FHWA,On-Call TED Services,1/1/2015,12/31/2016,183,3000000,188937.79,"Gilmore & Associates, Inc.",1,ADVERTISED,For Profit,
1620247,1620247,STREETS,"HNTB Pennsylvania, Inc.",Streets FHWA,Roosevelt Blvd MultiM Cor,10/9/2015,10/8/2016,99,3348726.77,186797.49,"HNTB Pennsylvania, Inc.",1,ADVERTISED,For Profit,
1120608,112060805,STREETS,"Hill International, Inc.",Streets FHWA,On Call CM&CI for Trails,5/9/2015,5/8/2016,0,0,0,"Hill International, Inc.",1,ADVERTISED,For Profit,
1420311,142031101,STREETS,"Hill International, Inc.",Streets FHWA,Deleware Ave Ext PR CM/CI,9/1/2015,8/31/2016,61,0,0,"Hill International, Inc.",1,ADVERTISED,For Profit,
1220396,122039603,STREETS,Jacobs Engineering Group Inc.,Streets FHWA,Traffic Operations Center,1/1/2016,12/31/2016,183,0,0,Jacobs Engineering Group Inc.,1,ADVERTISED,For Profit,
1120633,112063304,STREETS,Jacobs Project Management Co.,Streets FHWA,OnCall CM-CI for Bridges,5/23/2015,5/22/2016,0,0,36195.42,Jacobs Project Management Co.,1,ADVERTISED,For Profit,
1520073,152007301,STREETS,Jacobs Project Management Co.,Streets FHWA,On Call Const. Mgt & Insp,7/1/2014,6/30/2016,0,2000000,805221.26,Jacobs Project Management Co.,1,ADVERTISED,For Profit,
1120604,112060404,STREETS,"Johnson, Mirmiran & Thompson",Streets FHWA,OnCall CM&CI for Bridges,5/9/2015,5/8/2016,0,0,138890.01,"Johnson, Mirmiran & Thompson",1,ADVERTISED,For Profit,
1120605,112060504,STREETS,"Johnson, Mirmiran & Thompson",Streets FHWA,On Call CM-CI Svc,5/9/2015,5/8/2016,0,0,205702.19,"Johnson, Mirmiran & Thompson",1,ADVERTISED,For Profit,
1320436,132043603,STREETS,"Johnson, Mirmiran & Thompson",Architect and Engineer Svcs,On Call ADAR Services,8/1/2015,7/31/2016,30,0,0,"Johnson, Mirmiran & Thompson",1,ADVERTISED,For Profit,
1620024,1620024,STREETS,Keep Philadelphia Beautiful,General Consultant Services,Anti-Litter Educ. Program,7/1/2015,6/30/2016,0,122750,106339.01,Keep Philadelphia Beautiful,8,EXEMPT,Non Profit,
1220465,122046504,STREETS,"Kimley-Horn and Associates, Inc.",Streets FHWA,SIGNAL INTERGRATION,1/1/2016,12/31/2016,183,0,0,"Kimley-Horn and Associates, Inc.",1,ADVERTISED,For Profit,
1320315,132031507,STREETS,"LevLane Advertising, Inc.",General Consultant Services,Litter & Recycling Edu. P,7/1/2015,6/30/2016,0,2980000,1046924.94,"LevLane Advertising, Inc.",1,ADVERTISED,For Profit,
1220523,122052304,STREETS,"McCormick Taylor, Inc.",Streets FHWA,Traffic Operation Systems,1/25/2016,2/28/2017,242,0,30616.19,"McCormick Taylor, Inc.",1,ADVERTISED,For Profit,
1120619,112061904,STREETS,"Michael Baker International, Inc.",Streets FHWA,Trans. Eng Design Svcs,6/1/2015,5/31/2016,0,0,225538.92,"Michael Baker International, Inc.",1,ADVERTISED,For Profit,
1120619,112061905,STREETS,"Michael Baker International, Inc.",Streets FHWA,Trans Eng. Design Service,6/1/2016,5/31/2017,334,0,0,"Michael Baker International, Inc.",1,ADVERTISED,For Profit,
1520490,152049001,STREETS,"Modjeski and Masters, Inc.",Streets FHWA,On-Call TED Services,1/1/2015,12/31/2016,183,2000000,405115.48,"Modjeski and Masters, Inc.",1,ADVERTISED,For Profit,
1520420,152042001,STREETS,"NEWMAN & COMPANY, INC.",General Consultant Services,Recycling Processing,10/1/2015,9/30/2016,91,0,0,"NEWMAN & COMPANY, INC.",1,ADVERTISED,For Profit,
MPXX16000354,MPXX16000354,STREETS,"Next Step Associates, LLC",Miscellaneous Order,Leadership Training,3/23/2016,6/30/2016,0,14500,0,"Next Step Associates, LLC",102,EXEMPT,For Profit,
1120620,112062004,STREETS,"Parsons Brinckerhoff, Inc.",Streets FHWA,Trans. Eng. Design Svcs.,6/1/2015,5/31/2016,0,0,38510.69,"Parsons Brinckerhoff, Inc.",1,ADVERTISED,For Profit,
1120620,112062005,STREETS,"Parsons Brinckerhoff, Inc.",Streets FHWA,Trans Eng Design Svc,6/1/2016,5/31/2017,334,0,0,"Parsons Brinckerhoff, Inc.",1,ADVERTISED,For Profit,
1520329,152032902,STREETS,"ReCommunity Holdings II, Inc.",General Consultant Services,Recycling Processing,10/1/2015,9/30/2016,91,2500000,0,"ReCommunity Holdings II, Inc.",1,ADVERTISED,For Profit,
1420409,142040902,STREETS,"RecycleBank, LLC",General Consultant Services,Recycling Rewards Program,1/1/2016,12/31/2016,183,1200000,0,"RecycleBank, LLC",1,ADVERTISED,For Profit,
