original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short desc,start_dt,end_dt,days_remaining, amt , tot_payments ,orig_vendor,exempt_status,adv_or_exempt,profit_status
MPXX15000054,MPXX15000054,PRISONS,Eric Schweizer,Miscellaneous Order,CHAPLAINCY SERVICES,7/1/14,6/30/15,91," 7,200.00 "," 4,537.50 ",Eric Schweizer,102,EXEMPT,For Profit
MPXX15000327,MPXX15000327,PRISONS,GNCPR,Miscellaneous Order,voter registration,2/16/15,6/30/15,91," 10,000.00 "," 3,333.00 ",GNCPR,01,ADVERTISED,For Profit
MPXX15000042,MPXX15000042,PRISONS,Gearing Up,Miscellaneous Order,inmate cycling program,7/1/14,6/30/15,91," 28,416.00 "," 21,311.55 ",Gearing Up,103,Prior to 2-1-2006,Non Profit
MPXX15000056,MPXX15000056,PRISONS,Gerome W. McDonald,Miscellaneous Order,CHAPLAINCY SERVICES,7/1/14,6/30/15,91," 7,200.00 "," 3,892.50 ",Gerome W. McDonald,102,EXEMPT,For Profit
MPXX15000055,MPXX15000055,PRISONS,IN HIS SERVICE INC.,Miscellaneous Order,chaplaincy services,7/1/14,6/30/15,91," 10,800.00 "," 8,760.00 ",IN HIS SERVICE INC.,102,EXEMPT,Non Profit
1220104,122010403,PRISONS,Impact Services Corporation,General Consultant Services,id program,7/1/14,6/30/15,91," 112,500.00 "," 74,700.00 ",Impact Services Corporation,09,EXEMPT,Non Profit
1520075,1520075,PRISONS,JEVS Human Services,General Consultant Services,VOCATIONAL TRAINING,7/1/14,6/30/15,91," 1,066,236.00 "," 585,495.01 ",JEVS Human Services,09,EXEMPT,Non Profit
MPXX15000043,MPXX15000043,PRISONS,Jerome Smith,Miscellaneous Order,chaplaincy services,7/1/14,6/30/15,91," 7,200.00 "," 4,627.50 ",Jerome Smith,102,EXEMPT,For Profit
MPXX15000049,MPXX15000049,PRISONS,Joanne M. Taylor,Miscellaneous Order,CHAPLAINCY SERVICES,7/1/14,6/30/15,91," 14,400.00 "," 11,012.75 ",Joanne M. Taylor,102,EXEMPT,For Profit
MPXX15000057,MPXX15000057,PRISONS,John Burke,Miscellaneous Order,CHAPLAINCY SERVICES,7/1/14,6/30/15,91," 14,400.00 "," 10,830.00 ",John Burke,102,EXEMPT,For Profit
MPXX15000080,MPXX15000080,PRISONS,"Justice Benefits, Inc.",Miscellaneous Order,research of immigrants,7/1/14,6/30/15,91," 30,000.00 "," 29,142.39 ","Justice Benefits, Inc.",01,ADVERTISED,For Profit
1120472,112047203,PRISONS,KEEFE GROUP dba KEEFE COMMISSARY NETWORK,General Consultant Services,Commissary Services,3/1/14,2/28/15,0, -   , -   ,KEEFE GROUP dba KEEFE COMMISSARY NETWORK,01,ADVERTISED,For Profit
MPXX15000204,MPXX15000204,PRISONS,L B Fencing LLC,Miscellaneous Order,orchard project,9/16/14,6/30/15,91," 13,152.00 "," 13,152.00 ",L B Fencing LLC,102,EXEMPT,For Profit
1120527,112052704,PRISONS,Lehigh County,General Consultant Services,inmate housing,4/1/14,3/31/15,0," 1,314,000.00 "," 893,520.00 ",Lehigh County,08,EXEMPT,Non Profit
1120595,112059503,PRISONS,"Liberty Management Services, Inc.",General Consultant Services,INMATE HOUSING,5/1/14,4/30/15,30, -   ," 302,030.75 ","Liberty Management Services, Inc.",01,ADVERTISED,For Profit
1320144,132014402,PRISONS,"Liberty Management Services, Inc.",General Consultant Services,inmate housing,7/1/14,6/30/15,91," 3,197,500.00 "," 1,950,360.00 ","Liberty Management Services, Inc.",01,ADVERTISED,For Profit
1420152,142015201,PRISONS,"Liberty Management Services, Inc.",General Consultant Services,inmate housing,7/1/14,6/30/15,91," 1,998,375.00 "," 873,262.50 ","Liberty Management Services, Inc.",01,ADVERTISED,For Profit
1320545,132054502,PRISONS,"MHM Correctional Services, Inc.",General Consultant Services,behavioral health service,3/1/14,2/28/15,0," 11,935,072.00 "," 10,196,456.00 ","MHM Correctional Services, Inc.",01,ADVERTISED,For Profit
1520074,1520074,PRISONS,Maternity Care Coalition,General Consultant Services,training services,7/1/14,6/30/15,91," 130,000.00 "," 54,168.00 ",Maternity Care Coalition,09,EXEMPT,Non Profit
1220246,122024603,PRISONS,"Matthew Bender Co., Inc.",Computer and Information Svcs,law library materialsd,9/1/14,8/31/15,153," 80,676.00 "," 63,225.79 ","Matthew Bender Co., Inc.",01,ADVERTISED,For Profit
1420270,142027001,PRISONS,Mothers In Charge,General Consultant Services,inmate training,9/1/14,8/31/15,153," 328,340.00 "," 225,027.48 ",Mothers In Charge,09,EXEMPT,Non Profit
1520052,1520052,PRISONS,Mothers In Charge,General Consultant Services,training,7/1/14,6/30/15,91," 37,120.00 "," 36,975.00 ",Mothers In Charge,09,EXEMPT,Non Profit
1220479,122047903,PRISONS,New Leash on Life USA,General Consultant Services,inmate programming,5/1/14,4/30/15,30," 139,524.00 "," 84,417.14 ",New Leash on Life USA,09,EXEMPT,Non Profit
MPXX15000079,MPXX15000079,PRISONS,Omega Laboratories,Miscellaneous Order,hair testing samples,7/1/14,6/30/15,91," 25,000.00 "," 2,835.00 ",Omega Laboratories,01,ADVERTISED,For Profit
MPXX15000228,MPXX15000228,PRISONS,One Village Farm,Miscellaneous Order,orchard project,10/6/14,6/30/15,91," 31,765.00 "," 20,392.64 ",One Village Farm,102,EXEMPT,For Profit
1420488,1420488,PRISONS,"PMHCC, INC",General Consultant Services,oversight of medical serv,2/1/14,1/31/15,0," 228,456.00 "," 220,742.00 ","PMHCC, INC",09,EXEMPT,Non Profit
1520051,1520051,PRISONS,Pennsylvania Horticultural Society,General Consultant Services,horticultural program,7/1/14,6/30/15,91," 295,000.00 "," 103,531.18 ",Pennsylvania Horticultural Society,09,EXEMPT,Non Profit
1520396,1520396,PRISONS,Philadelphia Mural Arts Advocates,General Consultant Services,inmate training,11/1/14,10/31/15,214," 210,846.00 ", -   ,Philadelphia Mural Arts Advocates,09,EXEMPT,Non Profit
MPXX15000289,MPXX15000289,PRISONS,Philadelphia Orchard Project,Miscellaneous Order,orchard project,11/1/14,6/30/15,91," 16,475.00 "," 3,221.00 ",Philadelphia Orchard Project,102,EXEMPT,Non Profit
MPXX15000050,MPXX15000050,PRISONS,Province of St. Augustine Padre Pio Friary,Miscellaneous Order,CHAPLAINCY SERVICES,7/1/14,6/30/15,91," 14,400.00 "," 10,500.00 ",Province of St. Augustine Padre Pio Friary,102,EXEMPT,Non Profit
MPXX15000203,MPXX15000203,PRISONS,RITE AID,Miscellaneous Order,flu shots,9/16/14,6/30/15,91, 1.00 , -   ,RITE AID,102,EXEMPT,For Profit
MPXX15000081,MPXX15000081,PRISONS,Robert Falkenstein,Miscellaneous Order,Director of Chaplaincy,7/1/14,6/30/15,91," 22,396.80 "," 15,997.80 ",Robert Falkenstein,01,ADVERTISED,For Profit
MPXX15000047,MPXX15000047,PRISONS,Ronald Muse,Miscellaneous Order,Chaplaincy Services,7/1/14,6/30/15,91," 7,200.00 "," 5,400.00 ",Ronald Muse,102,EXEMPT,For Profit
MPXX15000082,MPXX15000082,PRISONS,Ronald Nathaniel Bayne,Miscellaneous Order,CHAPLAINCY SERVICES,7/1/14,6/30/15,91," 7,200.00 "," 4,957.50 ",Ronald Nathaniel Bayne,102,EXEMPT,For Profit
MPXX15000052,MPXX15000052,PRISONS,Sally Lukens,Miscellaneous Order,CHAPLAINCY SERVICES,7/1/14,6/30/15,91," 14,400.00 "," 8,107.50 ",Sally Lukens,102,EXEMPT,For Profit
MPXX15000048,MPXX15000048,PRISONS,Sayed Abdul-Hadi,Miscellaneous Order,CHAPLAINCY SERVICES,7/1/14,6/30/15,91," 10,800.00 "," 7,863.00 ",Sayed Abdul-Hadi,102,EXEMPT,For Profit
MPXX15000229,MPXX15000229,PRISONS,"Software Concepts International, LLC",Miscellaneous Order,lock and track services,10/6/14,6/30/15,91," 32,000.00 "," 9,300.00 ","Software Concepts International, LLC",102,EXEMPT,For Profit
MPXX15000053,MPXX15000053,PRISONS,Sonia Soto,Miscellaneous Order,CHAPLAINCY SERVICES,7/1/14,6/30/15,91," 14,400.00 "," 10,880.00 ",Sonia Soto,102,EXEMPT,For Profit
1520105,1520105,PRISONS,"U.S. Facilities, Inc.",General Consultant Services,OM&S Services,7/1/14,6/30/15,91," 11,115,286.68 "," 7,679,928.06 ","U.S. Facilities, Inc.",01,ADVERTISED,For Profit
1520012,1520012,PROCUREMENT,"Bicycle Transit Systems, Inc.",General Consultant Services,Bike Share Program,7/1/14,6/30/18,1187," 3,000,000.00 "," 1,240,393.50 ","Bicycle Transit Systems, Inc.",01,ADVERTISED,For Profit
1120471,112047103,PROCUREMENT,"municibid.com, LLC",General Consultant Services,Internet Auction Sales,4/1/14,3/31/15,0, -   , -   ,"municibid.com, LLC",01,ADVERTISED,For Profit
1120402,112040202,PUBLIC PROPERTY,Agnelo Gomes Assoc.,Architect and Engineer Svcs,Alarm Systems Various Rec,8/1/14,7/31/15,122, -   , -   ,Agnelo Gomes Assoc.,01,ADVERTISED,For Profit
1220346,122034601,PUBLIC PROPERTY,Agnelo Gomes Assoc.,Architect and Engineer Svcs,Cherashore PG Lighting,5/1/14,4/30/15,30," 34,900.00 "," 21,730.00 ",Agnelo Gomes Assoc.,01,ADVERTISED,For Profit
1120403,112040302,PUBLIC PROPERTY,"Arora Engineers, Inc",Architect and Engineer Svcs,Alarm Systems Rec  Sites,8/1/14,7/31/15,122, -   , -   ,"Arora Engineers, Inc",01,ADVERTISED,For Profit
1320420,132042002,PUBLIC PROPERTY,"Arora Engineers, Inc",Architect and Engineer Svcs,Engineering Requirements,9/1/14,8/31/15,153," 300,000.00 "," 8,084.78 ","Arora Engineers, Inc",01,ADVERTISED,For Profit
1420210,142021001,PUBLIC PROPERTY,Atkin Olshin Schade Architects,Architect and Engineer Svcs,Stenton Park Bldg Improve,8/1/13,1/31/16,306," 237,678.00 "," 116,217.15 ",Atkin Olshin Schade Architects,01,ADVERTISED,For Profit
1520238,1520238,PUBLIC PROPERTY,"Bard, Rao + Athanas Consulting Engineers",General Consultant Services,Center for Law Bldg Comm,8/29/14,4/27/18,1123," 627,000.00 ", -   ,"Bard, Rao + Athanas Consulting Engineers",01,ADVERTISED,For Profit
1020426,102042603,PUBLIC PROPERTY,Bolender Architects,Architect and Engineer Svcs,Health Center 10 Elevator,2/1/14,1/31/15,0, -   , -   ,"Schade and Bolender Arch., LLP",01,ADVERTISED,For Profit
1020428,102042803,PUBLIC PROPERTY,Bolender Architects,Architect and Engineer Svcs,Health Ctrs 2 & 10,2/1/14,1/31/15,0, -   , -   ,"Schade and Bolender Arch., LLP",01,ADVERTISED,For Profit
MPXX15000152,MPXX15000152,PUBLIC PROPERTY,"Bonnett Associates, Inc.",Miscellaneous Order,DC Dorm Heating F & G,7/28/14,6/30/15,91," 11,000.00 ", -   ,"Bonnett Associates, Inc.",102,EXEMPT,For Profit
1020427,102042703,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Woodstock Shelter Facade,1/1/15,12/31/15,275," 7,045.50 ", -   ,Buell Kratzer Powell,01,ADVERTISED,For Profit
1020620,102062003,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Pleasant PG New Building,8/29/14,8/28/15,150, -   ," 20,417.25 ",Buell Kratzer Powell,01,ADVERTISED,For Profit
1220302,122030201,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Guerin RC Bldg Improve,5/7/14,5/6/15,36, -   , -   ,Buell Kratzer Powell,01,ADVERTISED,For Profit
1320492,132049202,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Architectural Requirement,9/15/14,9/14/15,167, -   ," 3,873.27 ",Buell Kratzer Powell,01,ADVERTISED,For Profit
1320610,132061001,PUBLIC PROPERTY,Buell Kratzer Powell,Architect and Engineer Svcs,Impala Cafe Exterior,12/17/14,12/16/15,260, -   , -   ,Buell Kratzer Powell,01,ADVERTISED,For Profit
1320423,132042303,PUBLIC PROPERTY,"Burris Engineers, Inc",Architect and Engineer Svcs,Engineering Requirements,9/10/14,9/9/15,162," 300,000.00 "," 13,490.62 ","Burris Engineers, Inc",01,ADVERTISED,For Profit
1420586,142058601,PUBLIC PROPERTY,"Burris Engineers, Inc",Architect and Engineer Svcs,Academy Sabres Lighting,6/30/14,6/29/16,456," 66,660.00 "," 18,170.00 ","Burris Engineers, Inc",01,ADVERTISED,For Profit
MPXX15000256,MPXX15000256,PUBLIC PROPERTY,CMC Engineering,Miscellaneous Order,Tacony Trail Connection,11/7/14,6/30/15,91," 25,848.53 ", -   ,CMC Engineering,102,EXEMPT,For Profit
1320418,132041802,PUBLIC PROPERTY,"CSA Central, Inc.",Architect and Engineer Svcs,Engineering Requirements,9/1/14,8/31/15,153," 300,000.00 "," 10,470.40 ","CSA Central, Inc.",01,ADVERTISED,For Profit
MPXX15000142,MPXX15000142,PUBLIC PROPERTY,Cairone & Kaupp Incorporated,Miscellaneous Order,Wister PG Lighting Design,7/23/14,6/30/15,91," 22,584.00 "," 12,584.00 ",Cairone & Kaupp Incorporated,102,EXEMPT,For Profit
1320471,132047102,PUBLIC PROPERTY,Claflen Associates Architects & Planners,Architect and Engineer Svcs,Architectural Requirement,9/15/14,9/14/15,167, -   ," 44,221.79 ",Claflen Associates Architects & Planners,01,ADVERTISED,For Profit
1020645,102064503,PUBLIC PROPERTY,Cope Linder Architects,Architect and Engineer Svcs,Ben Franklin Pkwy ADA,3/1/14,2/28/15,0, -   , -   ,Cope Linder Architects,01,ADVERTISED,For Profit
1420588,1420588,PUBLIC PROPERTY,Daniel J. Keating Company,General Consultant Services,Center for Law CM Service,6/30/14,6/29/18,1186," 7,514,388.00 ", -   ,Daniel J. Keating Company,01,ADVERTISED,For Profit
1420571,1420571,PUBLIC PROPERTY,"Duffield Associates, Inc.",Architect and Engineer Svcs,Environmental Engineer,6/30/14,6/29/15,90," 200,000.00 "," 14,207.50 ","Duffield Associates, Inc.",01,ADVERTISED,For Profit
1220371,122037102,PUBLIC PROPERTY,Environetics Design Inc.,Architect and Engineer Svcs,Woodhaven/Germantown BRAC,12/1/14,5/31/15,61," 205,939.00 ", -   ,Environetics Design Inc.,01,ADVERTISED,For Profit
1320430,132043002,PUBLIC PROPERTY,"Ewing Cole, Inc.",Architect and Engineer Svcs,Engineering Requirements,9/10/14,9/9/15,162, -   ," 3,325.50 ","Ewing Cole, Inc.",01,ADVERTISED,For Profit
1320421,132042102,PUBLIC PROPERTY,"Gillan and Hartmann, Inc.",Architect and Engineer Svcs,Engineering Requirements,9/1/14,8/31/15,153, -   , -   ,"Gillan and Hartmann, Inc.",01,ADVERTISED,For Profit
1420552,142055201,PUBLIC PROPERTY,"Gilmore & Associates, Inc.",Architect and Engineer Svcs,Landscape Architectural,6/30/14,6/29/15,90," 400,000.00 "," 29,150.18 ","Gilmore & Associates, Inc.",01,ADVERTISED,For Profit
1320797,1320797,PUBLIC PROPERTY,Hatch Mott MacDonald I & E LLC,Architect and Engineer Svcs,Kelly Drive Storm Water,6/30/13,6/29/15,90," 58,500.00 "," 38,025.00 ",Hatch Mott MacDonald I & E LLC,01,ADVERTISED,For Profit
1320536,132053601,PUBLIC PROPERTY,"KS Engineers, P.C.",Architect and Engineer Svcs,Avenue of the Republic,10/8/14,10/7/15,190, -   , -   ,"KS Engineers, P.C.",01,ADVERTISED,For Profit
1320493,132049302,PUBLIC PROPERTY,"Kelly/Maiello, Inc.",Architect and Engineer Svcs,Architectural Requirement,9/15/14,9/14/15,167, -   ," 16,000.00 ","Kelly/Maiello, Inc.",01,ADVERTISED,For Profit
1220501,122050102,PUBLIC PROPERTY,"Klein and Hoffman, Inc.",Architect and Engineer Svcs,Engine House Renovations,2/16/14,2/15/15,0," 31,531.50 "," 13,821.64 ","Klein and Hoffman, Inc.",01,ADVERTISED,For Profit
MPXX15000104,MPXX15000104,PUBLIC PROPERTY,"Kreilick Conservation, LLC",Miscellaneous Order,Conservation of Art,7/9/14,6/30/15,91," 31,582.00 "," 31,582.00 ","Kreilick Conservation, LLC",102,EXEMPT,For Profit
1420553,1420553,PUBLIC PROPERTY,"LRSLA Studio, Inc.",Architect and Engineer Svcs,Landscape Architectural,6/30/14,6/29/15,90," 200,000.00 ", -   ,"LRSLA Studio, Inc.",01,ADVERTISED,For Profit
1120615,112061504,PUBLIC PROPERTY,M2 Architecture,Architect and Engineer Svcs,Horticultural Center Roof,2/18/14,2/17/16,323," 4,300.00 ", -   ,M2 Architecture,01,ADVERTISED,For Profit
MPXX15000172,MPXX15000172,PUBLIC PROPERTY,"Maser Consulting, P.A.",Miscellaneous Order,Shevchenko/Shepard Improv,8/19/14,6/30/15,91," 31,900.00 "," 10,271.50 ","Maser Consulting, P.A.",102,EXEMPT,For Profit
MPXX15000138,MPXX15000138,PUBLIC PROPERTY,OLIN Partnership Ltd,Miscellaneous Order,Water Works Island,7/22/14,6/30/15,91," 30,000.00 "," 28,500.00 ",OLIN Partnership Ltd,102,EXEMPT,For Profit
1320749,132074903,PUBLIC PROPERTY,Oxford Engineering Company,Architect and Engineer Svcs,Fuelsite Enviornmental,6/30/14,6/29/15,90," 300,000.00 "," 105,622.22 ",Oxford Engineering Company,01,ADVERTISED,For Profit
1320429,132042902,PUBLIC PROPERTY,Pennoni Associates Inc.,Architect and Engineer Svcs,Engineering Requirements,9/1/14,8/31/15,153," 300,000.00 "," 107,698.51 ",Pennoni Associates Inc.,01,ADVERTISED,For Profit
1320640,132064001,PUBLIC PROPERTY,Pennoni Associates Inc.,Architect and Engineer Svcs,Fuelsite Design Consult,3/1/14,2/28/15,0, -   ," 5,054.93 ",Pennoni Associates Inc.,01,ADVERTISED,For Profit
1520288,1520288,PUBLIC PROPERTY,Philadelphia Municipal Authority,General Consultant Services,Compesnsation agreement,7/1/14,6/30/15,91," 347,172.00 "," 347,172.00 ",Philadelphia Municipal Authority,08,EXEMPT,Non Profit
1220556,122055601,PUBLIC PROPERTY,"Professional Systems Engineering, LLC",Architect and Engineer Svcs,PICC Security System I,4/19/14,4/18/15,18," 45,282.55 "," 30,771.00 ","Professional Systems Engineering, LLC",01,ADVERTISED,For Profit
1020565,102056502,PUBLIC PROPERTY,"SMP Architects, Ltd",Architect and Engineer Svcs,Sturgis Playground,3/1/14,2/28/15,0, -   , -   ,"SMP Architects, Ltd",01,ADVERTISED,For Profit
1220426,122042601,PUBLIC PROPERTY,"SMP Architects, Ltd",Architect and Engineer Svcs,East Park Canoe House,1/1/15,12/31/15,275," 36,088.00 ", -   ,"SMP Architects, Ltd",01,ADVERTISED,For Profit
1320474,132047402,PUBLIC PROPERTY,"SMP Architects, Ltd",Architect and Engineer Svcs,Architectural Requirement,9/15/14,9/14/15,167, -   ," 7,002.00 ","SMP Architects, Ltd",01,ADVERTISED,For Profit
1420536,1420536,PUBLIC PROPERTY,"STV Construction, Inc",General Consultant Services,Public Safety Svs Own Rep,6/1/14,1/31/18,1037," 6,420,848.00 ", -   ,"STV Construction, Inc",01,ADVERTISED,For Profit
1220530,122053002,PUBLIC PROPERTY,Schiller & Hersh,Architect and Engineer Svcs,West Philadelphia Library,4/1/14,3/31/15,0," 15,104.00 "," 10,535.00 ",Schiller & Hersh,01,ADVERTISED,For Profit
MPXX15000244,MPXX15000244,PUBLIC PROPERTY,"Stark Design, P.C.",Miscellaneous Order,Zoo - Solitude Exterior,10/22/14,6/30/15,91," 24,000.00 "," 9,916.44 ","Stark Design, P.C.",102,EXEMPT,For Profit
1420491,1420491,PUBLIC PROPERTY,The Ballinger Company,Architect and Engineer Svcs,A & E Design Services,5/1/14,4/30/18,1126," 11,915,000.00 ", -   ,The Ballinger Company,01,ADVERTISED,For Profit
1220413,122041301,PUBLIC PROPERTY,"The Gordian Group, Inc.",General Consultant Services,JOC Program Management,1/1/15,12/31/15,275, -   , -   ,"The Gordian Group, Inc.",01,ADVERTISED,For Profit
1420557,1420557,PUBLIC PROPERTY,The RBA Group,Architect and Engineer Svcs,Landscape Architectural,6/30/14,6/29/15,90," 200,000.00 "," 13,090.25 ",The RBA Group,01,ADVERTISED,For Profit
1320503,132050302,PUBLIC PROPERTY,TranSystems Corporation,Architect and Engineer Svcs,Architectural Requirement,9/19/14,9/18/15,171, -   , -   ,TranSystems Corporation,01,ADVERTISED,For Profit
1320618,132061802,PUBLIC PROPERTY,"U.S. Facilities, Inc.",General Consultant Services,OM&S for YSC,7/1/14,6/30/15,91," 1,597,319.08 "," 1,082,509.17 ","U.S. Facilities, Inc.",01,ADVERTISED,For Profit
1420328,142032802,PUBLIC PROPERTY,"U.S. Facilities, Inc.",General Consultant Services,Triplex FM Services,7/1/14,6/30/15,91," 15,486,450.00 "," 9,649,818.14 ","U.S. Facilities, Inc.",01,ADVERTISED,For Profit
1320558,1320558,PUBLIC PROPERTY,"UCI Architects, Inc.",Architect and Engineer Svcs,Bldg Improve Various Play,12/6/12,6/5/15,66," 157,261.00 "," 93,249.65 ","UCI Architects, Inc.",01,ADVERTISED,For Profit
1420558,1420558,PUBLIC PROPERTY,Viridian Landscape Studio LLC,Architect and Engineer Svcs,Landscape Architectural,6/30/14,6/29/15,90," 200,000.00 ", 852.50 ,Viridian Landscape Studio LLC,01,ADVERTISED,For Profit
MPXX15000006,MPXX15000006,RECORDS,"1 Source Safety & Health, Inc.",Miscellaneous Order,Safety,7/1/14,6/30/15,91," 10,000.00 "," 4,131.76 ","1 Source Safety & Health, Inc.",102,EXEMPT,For Profit
1220422,122042203,RECORDS,"Azavea, Inc",General Consultant Services,refoldering services,7/1/14,6/30/15,91," 60,000.00 "," 26,880.00 ","Azavea, Inc",01,ADVERTISED,For Profit
1420005,142000502,RECORDS,"Azavea, Inc",General Consultant Services,mapping support,7/1/14,6/30/15,91," 30,000.00 "," 5,637.35 ","Azavea, Inc",01,ADVERTISED,For Profit
1520104,1520104,RECORDS,"Azavea, Inc",General Consultant Services,PhillyHistory Support,7/1/14,6/30/15,91," 30,000.00 "," 15,000.00 ","Azavea, Inc",01,ADVERTISED,For Profit
MPXX15000008,MPXX15000008,RECORDS,"Azavea, Inc",Miscellaneous Order,cataloging services,7/1/14,6/30/15,91," 31,975.00 "," 15,988.00 ","Azavea, Inc",01,ADVERTISED,For Profit
1520049,1520049,RECORDS,Conservation Center for Art and Historic Artifacts,General Consultant Services,conservation services,7/1/14,6/30/15,91," 30,000.00 "," 17,442.00 ",Conservation Center for Art and Historic Artifacts,01,ADVERTISED,Non Profit
MPXX15000022,MPXX15000022,RECORDS,"Hydro Service and Supplies, Inc",Miscellaneous Order,humidification syst maint,7/1/14,6/30/15,91," 10,000.00 "," 1,960.00 ","Hydro Service and Supplies, Inc",102,EXEMPT,For Profit
1320182,132018206,RECORDS,"Information Services Partner, Inc.",General Consultant Services,records management,7/1/14,6/30/15,91," 78,500.00 "," 50,537.00 ","Information Services Partner, Inc.",01,ADVERTISED,For Profit
1420001,142000103,RECORDS,"Information Services Partner, Inc.",General Consultant Services,records management,7/1/14,3/31/15,0," 149,700.00 "," 130,725.00 ","Ewing Consulting, Inc.",01,ADVERTISED,For Profit
1420004,142000401,RECORDS,"Information Services Partner, Inc.",Computer and Information Svcs,Traffic Accident Sys Supt,7/1/14,6/30/15,91," 42,000.00 "," 42,000.00 ","Information Services Partner, Inc.",01,ADVERTISED,For Profit
1320579,132057902,RECORDS,"LRW Solutions Group, Inc.",General Consultant Services,records inventory,7/1/14,6/30/15,91," 50,000.00 "," 25,650.00 ","LRW Solutions Group, Inc.",01,ADVERTISED,For Profit
MPXX15000001,MPXX15000001,RECORDS,Pace Consulting LLC,Miscellaneous Order,mapping support,7/1/14,6/30/15,91," 31,999.00 "," 22,600.00 ",Pace Consulting LLC,01,ADVERTISED,For Profit
MPXX15000003,MPXX15000003,RECORDS,Richard Gouldey,Miscellaneous Order,photographic services,7/1/14,6/30/15,91," 5,000.00 "," 1,040.00 ",Richard Gouldey,01,ADVERTISED,For Profit
1320183,132018305,RECORDS,Tyler Technologies,Computer and Information Svcs,document recording,7/1/14,6/30/15,91," 1,565,000.00 "," 954,747.00 ",Tyler Technologies,01,ADVERTISED,For Profit
MPXX15000019,MPXX15000019,RECORDS,"U.S. Construction Group, Inc.",Miscellaneous Order,photographic services,7/1/14,6/30/15,91," 5,000.00 ", 805.00 ,"U.S. Construction Group, Inc.",01,ADVERTISED,For Profit
1520090,1520090,RECORDS,VIR Archival and Preservation Services,General Consultant Services,archival consulting,7/1/14,6/30/15,91," 84,000.00 "," 49,800.00 ",VIR Archival and Preservation Services,01,ADVERTISED,For Profit
1420006,142000601,RECORDS,Vanguard Direct Inc.,General Consultant Services,forms preparation,7/1/14,6/30/15,91," 2,000.00 ", -   ,Vanguard Direct Inc.,01,ADVERTISED,For Profit
MPXX15000012,MPXX15000012,RECORDS,"Vital Records, Inc",Miscellaneous Order,Storage,7/1/14,6/30/15,91," 3,100.00 "," 1,464.00 ","Vital Records, Inc",102,EXEMPT,For Profit
1120543,112054307,REVENUE,AAL Acquest Corp.,General Consultant Services,TIC's for Sheriff Sales,4/1/14,3/31/15,0," 710,000.00 "," 226,555.00 ",AAL Acquest Corp.,01,ADVERTISED,For Profit
1420265,142026501,REVENUE,"AllianceOne Receivables Management, Inc.",General Consultant Services,Discov. & Del. Tax Coll.,7/1/14,6/30/15,91," 1,000,000.00 "," 151,314.17 ","AllianceOne Receivables Management, Inc.",01,ADVERTISED,For Profit
MPXX15000007,MPXX15000007,REVENUE,Elwyn,Miscellaneous Order,Printing Services,7/1/14,6/30/15,91," 15,000.00 "," 8,161.50 ",Elwyn,102,EXEMPT,Non Profit
1520214,1520214,REVENUE,"GSB&B, LLC",General Consultant Services,Receivers/Sequestrators,10/15/14,10/14/15,197, 1.00 , -   ,"GSB&B, LLC",01,ADVERTISED,For Profit
1320638,132063804,REVENUE,"Goehring, Rutter & Boehm",Legal Services,Real Estate Tax Collec.,1/1/15,12/31/15,275," 7,500,000.00 ", -   ,"Goehring, Rutter & Boehm",01,ADVERTISED,For Profit
1420238,142023802,REVENUE,"LTS Acquisition Co., LLC",General Consultant Services,TIC's for Sheriff Sales,7/1/14,6/30/15,91," 550,000.00 "," 199,770.00 ","LTS Acquisition Co., LLC",01,ADVERTISED,For Profit
1420071,142007101,REVENUE,LaSalle University,General Consultant Services,General Consulting,7/1/14,6/30/15,91," 49,484.25 "," 8,444.69 ",LaSalle University,01,ADVERTISED,Non Profit
1320575,132057503,REVENUE,"Linebarger Goggan Blair & Sampson, LLP",Legal Services,Real Estate Tax Coll.,1/1/15,12/31/15,275," 6,000,000.00 ", -   ,"Linebarger Goggan Blair & Sampson, LLP",01,ADVERTISED,For Profit
1420266,142026601,REVENUE,Penn Credit,General Consultant Services,disc. &  Del. Tax Coll.,7/1/14,6/30/15,91," 500,000.00 "," 129,970.55 ",Penn Credit,01,ADVERTISED,For Profit
1420070,142007001,REVENUE,Peripheral Systems Inc.,Computer and Information Svcs,Computer Consulting,7/1/14,6/30/15,91," 144,958.00 "," 78,836.00 ",Peripheral Systems Inc.,01,ADVERTISED,For Profit
1120362,112036204,REVENUE,Philadelphia Writ Service Inc.,General Consultant Services,Writs Services,1/1/15,3/31/15,0," 206,550.00 ", -   ,Philadelphia Writ Service Inc.,01,ADVERTISED,For Profit
MPXX15000294,MPXX15000294,REVENUE,Pilla Creative Group Inc. dba Eightegrity,Miscellaneous Order,EITC Marketing Strategy,1/20/15,6/30/15,91," 32,000.00 ", -   ,Pilla Creative Group Inc. dba Eightegrity,102,EXEMPT,For Profit
1320538,132053803,REVENUE,"Pioneer Credit Recovery, Inc",General Consultant Services,Tax and Debt Collection,9/1/14,8/31/15,153," 2,000,000.00 ", -   ,"Pioneer Credit Recovery, Inc",01,ADVERTISED,For Profit
