Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Total_Transactions
S3YN197S,130171,RNI FUEL MANAGEMENT SYSTEM SUPPLIES,20121101,20151031,SSE,ORPAK USA INC,SS&E,65001,36,
S3Z58960,130172,"ELECTRONIC COMPONENTS, SCH. 86-01",20121101,20151031,SSE,A C RADIO SUPPLY INC,SS&E,92550,36,"$1,216.05"
S3Z58990,130176,Harris (Ericsson) and Motorola Radio Parts and Supplies,20121101,20151031,SSE,R F DESIGN & INTEGRATION INC,SS&E,271390,36,"$43,611.26"
S3XL8350,130179,Repair Svc Oxygen Generation & Activated Sludge System,20121101,20151031,SSE,SOLUTIONWERKS INC,SS&E,1380740,36,"$58,620.01"
S2Z5796S,130182,SCAN Runway Information System,20121101,20151031,SSE,VAISALA INC,SS&E,78000,36,
S3Z58970,130187,"RUBBER STAMPS, SCH. 118",20121101,20151031,SSE,RODZINA INDUSTRIES INC,SS&E,60001,36,"$1,492.05"
S3Z58440,130193,"Maintenance, Repair, and Replacement of Air Compressors & Related Parts - Sch 183",20121101,20151031,SSE,CHARLES W ROMANO CO,SS&E,605730,30,"$32,795.95"
T3Z58840,130198,SNOW REMOVAL SERVICE - SCH 176,20121101,20151031,SSE,JAMES J ANDERSON CONSTRUCTION CO INC,SS&E,3100204,36,"$240,724.48"
S3XM331S,130199,Taginator,20121101,20151031,SSE,EQUIPMENT TRADE SERVICE CO INC,SS&E,287700,36,"$25,760.00"
S3Z58850,130214,Underground Storage Tank,20121101,20151031,SSE,ACT TECHNOLOGIES INC,SS&E,31001,35,
T2Z57920,120212,Power Hand Tools Sch 542,20120201,20151031,SSE,D L ELECTRONICS INC,SS&E,597000,36,"$28,493.24"
S2Z57900,120222,PVC Pipe and Fittings,20120201,20151031,SSE,PIPE LINE PLASTICS INC,SS&E,416340.86,33,"$3,204.81"
S2Z58370,120246,"Trash Compactor Rental, maint and P/U Service Sch 503",20120201,20151031,SSE,GOLD MEDAL DISPOSAL INC,SS&E,335228,33,"$13,056.00"
S2Z57570,120258,Pest Control Services Sch 410,20120201,20151031,SSE,HOME PARAMOUNT PEST CONTROL,SS&E,561968,33,"$58,083.00"
S2XN6680,120196,Work Boots,20111201,20151031,SSE,GOALTEX CORP,SS&E,133784.5,35,"$5,274.36"
S2XT6860,120143,4x2 Truck with 5 cy dump body,20111101,20151031,SSE,RANSOME INTERNATIONAL LLC,SS&E,1140375,36,
S2XT6910,120163,"Van, Various Configurations",20111101,20151031,SSE,PACIFICO FORD INC,SS&E,3299000,36,
S2Z57940,120168,Infield Mix,20111101,20151031,SSE,HANSON AGGREGATES BMC INC,SS&E,489200,36,
T2YL6770,120172,Repair of Truck Scales,20111101,20151031,SSE,BRIAN A FINN SCALE CO,SS&E,145001,36,"$12,143.50"
T0XZ143S,110169,CA Software and Support Services,20101101,20151031,SSE,C A INC,SS&E,509183.04,36,
S4Z60120,140111,Repair of Photographic and Audio/Visual Equipment,20131201,20151130,SSE,AUDIO VIDEO REPAIR INC,SS&E,968149,36,"$23,139.56"
S4Z59980,140146,Long Distance Telephone Services,20131201,20151130,SSE,BROADVIEW NETWORKS,SS&E,420462.63,33,"$7,962.63"
S4YQ0860,140182,Inspection and Repair of Airport Crash Rescue Equipment,20131201,20151130,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC,SS&E,375931,36,
S4Z60080,140185,Natural Gas Supply Service Contract,20131201,20151130,SSE,SOUTH JERSEY ENERGY COMPANY,SS&E,13100000,36,"$1,710,539.07"
U3YQ0590,140192,Purchase of Various Sport Utility Vehicles,20131201,20151130,SSE,CHAS S WINNER INC,SS&E,2457460.8,36,
T4YQ0820,140195,"Diagnosis, Maintanance and Repair of Philadelphia Fire Boats",20131201,20151130,SSE,PHILADELPHIA SHIP REPAIR LLC,SS&E,32000.01,33,
T4YB6380,140201,Health: Hematology Instrument,20131201,20151130,SSE,BECKMAN COULTER INC,SS&E,170253.69,36,
S4Z59900,140209,Dental Supplies,20131201,20151130,SSE,DENTSERVE,SS&E,200000,33,
S3YK1170,130146,Emergency Abatement Repair Program,20121201,20151130,SSE,COFFELT CONTRACTING LLC,SS&E,285000,34,"$126,683.49"
S3WW8380,130169,"WATER, SEWER AND BASEMENT PROTECTION PLUMBING REPAIRS",20121201,20151130,SSE,LUZERNE V MCALLISTER PLUMBING & HTNG CO,SS&E,750000,34,"$1,014,115.47"
S3Z59280,130178,INFECTIOUS WASTE DISPOSAL - SCH 501,20121201,20151130,SSE,S H BIO WASTE LTD,SS&E,530762.45,33,"$29,168.12"
T2Z57810,130191,"SAFETY/FIRE SUPPLIES, SCH. 546",20121201,20151130,SSE,S T A R T RESCUE TRAINING INC,SS&E,30001,36,"$10,448.80"
S3Z59080,130201,Purchase of Electric Motors,20121201,20151130,SSE,WILLIER ELECTRIC MOTOR CO INC,SS&E,250850,36,"$3,488.49"
S3Z57600,130205,"Automotive Paints, Tools (Equipment), and Related Supplies - Sch 45",20121201,20151130,SSE,UNI SELECT USA INC,SS&E,50000,24,"$1,205.20"
S3Z59160,130218,Laboratory/Science Supplies and Small Apparatus Instrumentation Equipment,20121201,20151130,SSE,FISHER SCIENTIFIC CO L L C,SS&E,3724000,36,"$258,258.85"
U2Z58380,130221,Security Guard Service (Armed and Unarmed),20121201,20151130,SSE,SCOTLANDYARD SECURITY SERVICES INC,SS&E,3246309.2,36,"$179,936.27"
S3Z59040,130223,"SEALING OF ABANDONED LATERALS, SCH. 59",20121201,20151130,SSE,GUARANTEED PLUMBING INC,SS&E,311250.5,36,"$8,825.00"
S3YQ0540,130231,HEAVY DUTY VEHICLE AND EQUIPMENT REPAIR,20121201,20151130,SSE,GILES & RANSOME INC,SS&E,202070,33,"$10,670.87"
T3Z58750,130234,Fax Machine Maintnance and Repair Service,20121201,20151130,SSE,ELECTRONIC RISKS CONSULTANT,SS&E,30001,36,"$13,739.61"
S3YD4840,130241,Lighting Maintenance and Repairs on City Owned Sites,20121201,20151130,SSE,MICHAEL SYMBULA,SS&E,170435,36,
T2Z57950,120275,Safety Shoes sch 169,20120301,20151130,SSE,LEHIGH VALLEY SAFETY SUPPLY CO INC,SS&E,450000,36,"$20,639.98"
S2Z57670,120120,"Repair and Replacement of Hydraulic Lifts, Repair Service of Jacks, Tire Changing Machines, A/C Machines & Heavy Duty Shop Pres",20111201,20151130,SSE,REGENT HYDRAULIC & MACHINE WORKS,SS&E,750960,36,"$29,570.34"
S2YN2880,120173,Conspace Searchcam 3000,20111201,20151130,SSE,911 SAFETY EQUIPMENT LLC,SS&E,211675,36,
S2YL6760,120178,Disposal of Tires,20111201,20151130,SSE,COVANTA 4RECOVERY LP,SS&E,460000,36,"$7,080.50"
S2QM2330,120183,Marine Diesel Engine Repairs and Parts,20111201,20151130,SSE,D M GROUP INC,SS&E,80125,36,"$1,765.27"
CPA01-01,140249,DELL MARKETING L PBid # CPA01-01,20140123,20151231,SSE,DELL MARKETING L P,SS&E,3200000,24,"$2,498.64"
S4Z60190,140113,Photographic Services,20140101,20151231,SSE,JACKS CAMERAS INC,SS&E,149038.08,36,"$3,191.43"
T3YL4690,140144,Rental of Floormats & Mopheads,20140101,20151231,SSE,ARAMARK UNIFORM & CAREER APPAREL LLC,SS&E,148747.85,34,"$1,967.80"
S4XN6810,140152,Prison: Instax 210 Instant Camera and Film/Twin Packs/20 Exposures 30 Twin Packs/Case,20140101,20151231,SSE,P P I PHOTOGRAPHICS INC,SS&E,113219.1,36,
S4YC4920,140180,Mobile Radar Speed Display Signs,20140101,20151231,SSE,TRAFFIC LOGIX CORP,SS&E,115300,36,
S4XN8970,140223,Printing of Street Lists-General and Primary Elections,20140101,20151231,SSE,BARTON & COONEY LLC,SS&E,332000.01,36,
S5Z60680,150111,"Aggregate, Coarse and Fine",20140101,20151231,SSE,T D P S MATERIALS,SS&E,846145.75,36,
T4Z59760,A40205,Medium and Heavy Duty Truck Replacement Parts,20140101,20151231,SSE,UNI SELECT USA INC,SS&E,32000.01,30,
S2Z58510,130076,Work Clothes  Sch 77,20130101,20151231,SSE,UNIFORMS MANUFACTURING INC,SS&E,800000,26,"$97,022.00"
S3TW2630,130109,SWIMMING POOL CHEMICALS FOR RECREATION DEPARTMENT/FAIRMOUNT PARK COMMISSION,20130101,20151231,SSE,BUCKMANS INC,SS&E,387232,36,
S3YL4970,130177,Online Website Access for Weather Forecasting,20130101,20151231,SSE,TELVENT USA HOLDINGS LLC,SS&E,348516.32,36,"$2,701.36"
S3Z58770,130183,Repair/Maintenance of Microscopes - Sch 555,20130101,20151231,SSE,I MILLER PRECISION OPTICAL INSTRMNTS INC,SS&E,159085,30,"$4,200.00"
S3XS9600,130192,Washcloth Material Terry 82% Cotton Remainder Polyester,20130101,20151231,SSE,TABB TEXTILES,SS&E,280000,36,"$20,400.00"
S3XS9610,130200,"Sheeting, 1st Quality Cloth, 50%Polyester/50%Cotton,",20130101,20151231,SSE,TABB TEXTILES,SS&E,383200,36,"$26,400.00"
S3XS9670,130211,"Mattresses, Institutional Mattress with Integrated pillow",20130101,20151231,SSE,CHESTNUT RIDGE FOAM INC,SS&E,575920,36,"$41,048.00"
S3Z58940,130213,Medical Oxygen Service (Fill and Cylinder Repair) and  Accessories,20130101,20151231,SSE,AIRGAS USA LLC,SS&E,390280.12,34,"$48,643.54"
S3Z59150,130220,Electrical Testing Instruments,20130101,20151231,SSE,RUMSEY ELECTRIC CO,SS&E,30001,35,
S3Z58720,130222,Transmission Warranty & Repair Service,20130101,20151231,SSE,PENN DETROIT DIESEL ALLISON LLC,SS&E,50000.01,30,
S3YQ0770,130224,"Repair, Testing, Inspection and  Programming of Veeder Root TLS 350 Tank Monitoring Systems",20130101,20151231,SSE,R J WALSH ASSOCIATES INC,SS&E,155621,36,"$5,116.55"
S3Z59120,130235,Turf Management,20130101,20151231,SSE,M & M LAWN CARE EAST INC,SS&E,500130,36,"$3,972.00"
S3YN272S,130243,Biomarine BioPak240k's and Accessories,20130101,20151231,SSE,BIOMARINE INC,SS&E,116970,36,
S3Z59230,130245,Dry Cell Batteries,20130101,20151231,SSE,RUMSEY ELECTRIC CO,SS&E,63001,36,"$28,460.00"
S3Z59240,130246,Hauling of Danaher Controls Electronic 1242 Voting Machines,20130101,20151231,SSE,WAYNE MOVING & STORAGE CO,SS&E,1048594.3,36,
T2Z58510,130250,Work Clothes  Sch 77,20130101,20151231,SSE,UNIFORMS MANUFACTURING INC,SS&E,846078.4,26,"$122,687.46"
S3YK6010,130251,"OFFSET MACHINE REPRODUCTION, DUPLICATING AND PRINTING SERVICES",20130101,20151231,SSE,NBF CORP,SS&E,499000,36,"$6,419.00"
S3Z58630,130252,"Oil, Gas Burner & Boiler Maintenance Service & Repairs",20130101,20151231,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,1859204,30,"$209,694.67"
S3WO192S,130254,BMC Software and Support Maintenance,20130101,20151231,SSE,B M C SOFTWARE INC,SS&E,117708.97,36,
S3Z59140,130255,Welding/Soldering Materials and Supplies,20130101,20151231,SSE,AIRGAS USA LLC,SS&E,192000,35,"$5,437.08"
S3YN3190,130256,Safety Equipment,20130101,20151231,SSE,W W ENGINE & SUPPLY INC,SS&E,163000,36,
S3VW4810,130257,Parts & Supplies for High Volume  Air  Samplers,20130101,20151231,SSE,TISCH ENVIRONMENTAL INC,SS&E,30001.01,33,
S3WJ7890,130258,Monthly Maint. & Installation of Telephones - Branches,20130101,20151231,SSE,QUADISCO INC,SS&E,200472.02,36,"$17,711.28"
S3XN8900,130265,Sample Ballots,20130101,20151231,SSE,INSTANT COPY & PRINTING CENTER INC,SS&E,379100,36,
T3Z58920,130269,"Automotive Tools, Sch 918",20130101,20151231,SSE,I D S C HOLDINGS LLC,SS&E,710000,33,"$47,709.46"
S3Z59440,130279,Turf Management - Water Department,20130101,20151231,SSE,INDEPENDENCE CONSTRUCTORS CORP,SS&E,86000,36,"$14,485.00"
S3XN6780,130291,Maintenance and Repair of Electronic Door and Lighting Control System at the Philadelphia Industrial Correctional Center,20130101,20151231,SSE,PINNACLE INTEGRATED SYSTEMS INC,SS&E,90000,36,"$8,220.00"
S3Z58220,A30260,UNISOURCE WORLDWIDE INCBid # S3Z58220,20130101,20151231,SSE,UNISOURCE WORLDWIDE INC,SS&E,1810000,27,"$191,768.02"
S2Z58050,120271,Printing Reproduction,20120301,20151231,SSE,QUALITY LITIGATION SERVICES INC,SS&E,388438.13,34,"$7,065.58"
S2Z5748S,120086,IBM Software License and Support Sch 480-06,20120101,20151231,SSE,INTERNATIONAL BUSINESS MACHINES CORP,SS&E,2700000,36,"$184,496.97"
S2XN6700,120171,Cleaning of Kitchen Grease Traps,20120101,20151231,SSE,RUSSELL REID WASTE HULNG & DISP SRVC CO,SS&E,260165,36,"$10,231.00"
S2Z58060,120177,Concrete Recycling Sch 164-02,20120101,20151231,SSE,ROBERT T WINZINGER INC,SS&E,490395,36,"$23,303.91"
S2XN6690,120179,"Fire Suppression Systems Inspection, Testing, Certification and Repair for the Prison System",20120101,20151231,SSE,CINTAS CORP NO 2,SS&E,97480,36,"$7,040.34"
S2XN6710,120180,,20120101,20151231,SSE,J & S POWER SOLUTIONS INC,SS&E,90001,36,
S2WQ2820,120187,NON-ORAL RAPID HIV TEST DEVICES AND CONTROLS,20120101,20151231,SSE,ALERE NORTH AMERICA INC,SS&E,612040,36,"$5,425.12"
S2OO2830,120207,"Pipe, Clay Vitrified",20120101,20151231,SSE,FERGUSON ENTERPRISES INC,SS&E,760001,36,
S2Z58040,120208,JET FUEL SCH. 43-02,20120101,20151231,SSE,ARROW ENERGY INC,SS&E,472395,36,"$24,223.01"
S2YN2840,120223,"Protective Footwear, Rubber Firefighter Boots",20120101,20151231,SSE,911 SAFETY EQUIPMENT LLC,SS&E,360000.01,36,
T2XN6730,120226,Purchase of Correctional Furniture,20120101,20151231,SSE,NORIX GROUP INC,SS&E,190000,36,
S2YN2970,120227,"National Foam, Universal Gold",20120101,20151231,SSE,MUNICIPAL EMERGENCY SERVICES INC,SS&E,126240,36,"$10,853.15"
T2Z57770,120230,Electrical Supplies  Sch 521,20120101,20151231,SSE,COLONIAL ELECTRIC SUPPLY CO INC,SS&E,2200803,36,"$89,229.68"
S1YQ803S,120231,Maintenance of Digital Logging Recorder System,20120101,20151231,SSE,NICE SYSTEMS INC,SS&E,1115868,36,"$138,434.00"
S2HM8170,120232,Replacement Parts for Sedimentation Tanks - Siemens,20120101,20151231,SSE,G P JAGER & ASSOCS,SS&E,955000,36,"$108,463.05"
S2Z57700,120239,"Tree, Trunk and Stump Removal  Sch 519-01",20120101,20151231,SSE,EDENS CORP,SS&E,1500001,33,"$138,408.00"
S2Z5776S,120265,ESRI Software & Support Licenses Sch 480-07,20120101,20151231,SSE,ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE,SS&E,2000000,36,
S2XS955S,120266,"INDIANA CHAIR COMPONENTS, DESKS AND PANEL SYSTEMS",20120101,20151231,SSE,LEGGETT & PLATT INC,SS&E,290000,36,
PEPPM,120193,XEROX CORPBid # PEPPM,20111121,20151231,SSE,XEROX CORP,SS&E,6071000,,"$387,565.26"
T1YB6250,120049,"Reagents, Consumables and Supplies for Automated Chemistry Analyzer System",20111001,20151231,SSE,BECKMAN COULTER INC,SS&E,929996.46,36,"$27,472.43"
S4OP8420,990844,DESIGN & IMPLEMENTATION OF 800 MHZ RADIO SYSTEM,19990630,20160117,SSE,MOTOROLA SOLUTIONS INC,SS&E,88160000,99,"$16,621.30"
S4Z6025S,140147,ABB Instrumentation Parts (Formerly Fisher and Porter),20140201,20160131,SSE,APPLIED ANALYTICS INC,SS&E,315000,36,
S4Z60240,140174,"Bottled Drinking Water and Distilled Water,",20140201,20160131,SSE,NESTLE WATERS NORTH AMERICA INC,SS&E,255859.91,36,"$1,318.42"
S4Z60260,140178,Mechanical Repair Services,20140201,20160131,SSE,MUNICIPAL MAINTENANCE CO INC,SS&E,795000.01,36,
S4Z60380,140181,"Mechanical Repair Parts for ""In-House"" Use",20140201,20160131,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,1479475,36,"$3,684.57"
S4QM2930,140198,Bikes and Related Equipment,20140201,20160131,SSE,BUSTLETON BIKES INC,SS&E,46920,36,
S4YC4720,140229,Rental of Pothole Patchers,20140201,20160131,SSE,U S MUNICIPAL SUPPLY CO,SS&E,553856,36,
S4Z60220,140230,Small Equipment Repair Services,20140201,20160131,SSE,INTERLINE BRANDS INC,SS&E,1372054.3,36,
T4Z60160,140236,"Underwear, Sleepwear, Athletic Apparel and Shoes",20140201,20160131,SSE,BOB BARKER CO INC,SS&E,76784.68,35,"$1,610.00"
S4Z60210,140243,Small Equipment Purchase,20140201,20160131,SSE,T FRANK MCCALLS INC,SS&E,32001,36,
A3Z59360,140248,Engine and Transmission Repair,20140201,20160131,SSE,DEL VAL INTERNATIONAL TRUCKS INC,SS&E,35150,33,
S4XN8980,140254,Printing of Election Registers,20140201,20160131,SSE,BARTON & COONEY LLC,SS&E,286587,29,
S3Z59290,130247,Automotive Shop Supplies,20130201,20160131,SSE,UNI SELECT USA INC,SS&E,192637.45,30,"$2,733.10"
S3Z5937S,130263,"AZTECA SOFTWARE, SUPPORT & CONTIN. TRAINING TECH SVCS",20130201,20160131,SSE,AZTECA SYSTEMS INC,SS&E,290000,36,"$3,950.00"
S3Z59000,130268,"Metal Doors, Frames and Accessories (Locks, Door Closets, Keys, etc.)",20130201,20160131,SSE,DOOR SERVICE CORP,SS&E,386350,33,"$118,071.35"
S3Z58660,130273,LAMPS & BALLASTS,20130201,20160131,SSE,BILLOWS ELECTRIC SUPPLY CO INC,SS&E,1756000,32,"$141,273.41"
S3Z59300,130275,FORK LIFT REPAIRS,20130201,20160131,SSE,J J CLARK INC,SS&E,420647.5,35,"$13,427.12"
S3Z59400,130280,"Automotive Differential Assemblies, Power Transfer Gear Boxes, Parts, Repair & Exchange",20130201,20160131,SSE,TRANSAXLE LLC,SS&E,54246.7,36,"$7,996.70"
S3Z59330,130281,Audio/Visual Supplies,20130201,20160131,SSE,A C RADIO SUPPLY INC,SS&E,70001,36,"$1,490.57"
T3Z59150,130283,Electrical Testing Instruments,20130201,20160131,SSE,COLE PARMER INSTRUMENT COMPANY,SS&E,230001,34,"$40,252.01"
S3QM240F,130284,Emergency Meals,20130201,20160131,SSE,EVENT CATERERS INC,SS&E,504211.52,36,"$24,438.65"
S3Z59390,130289,Repair of Dental Equipment,20130201,20160131,SSE,WAYNE LEE DENTAL,SS&E,155000,36,"$16,633.92"
S3YN2690,130290,PARATECH FIRE FIGHTING EQUIPMENT,20130201,20160131,SSE,W W ENGINE & SUPPLY INC,SS&E,108500,36,"$2,743.80"
S3Z59350,130302,Towing and Storage of Recovered Stolen Vehicles (RSVs),20130201,20160131,SSE,SHAWS TOWING INC,SS&E,30001,36,
S3Z59420,130306,Repair Parts Variable Frequency,20130201,20160131,SSE,DEVINE BROTHERS INC,SS&E,251850,36,
S3YN2760,130322,Maintenance and Testing of Autovent Ventilators,20130201,20160131,SSE,E M S TECHNOLOGIES INC,SS&E,123001,36,"$15,438.78"
S3Z58470,130333,Window Washing Service,20130201,20160131,SSE,SUPREME JANITORIAL & MAINTENANCE CO INC,SS&E,354745,27,"$22,415.00"
S3Z59020,130334,"Rental and Services for Circulating, Immersion and Aqueous Bioremediating Parts Washing Machines",20130201,20160131,SSE,SAFETY KLEEN SYSTEMS INC,SS&E,262000,33,"$14,745.00"
V3VW8430,135026,"ELECTRONIC TEST & MEASUREMENT INSTRUMENTS SVC, CALIBRATION & PARTS",20130201,20160131,SSE,CAL TEC LABS INC,SS&E,7092,36,
S2Z58150,120300,"PAINT AND RELATED SUPPLIES, SCH. 50",20120401,20160131,SSE,SHERWIN WILLIAMS CO,SS&E,2410000,35,"$91,049.04"
S2Z58140,120278,"MAINTENANCE AND REPAIR OF AUTOMATIC TEMPERATURE CONTROL, SCH 2001",20120301,20160131,SSE,DEVINE BROTHERS INC,SS&E,1000075,35,
S2Z58100,120221,"Chain Link Fencing, Installation and/or Spare Parts Sch 472",20120201,20160131,SSE,NORTHEAST FENCE & IRON WORKS,SS&E,599999,36,"$3,137.52"
S2Z58110,120224,"CARPET CLEANING, SCH. 563",20120201,20160131,SSE,T U C S CLEANING SERVICE INC,SS&E,150000.01,36,"$1,248.10"
T2XT6850,120233,4x2 and 4x4 pickup Trucks/Cab Chassis,20120201,20160131,SSE,CHAPMAN CHEVROLET LLC,SS&E,785000,36,"$590,179.20"
S2YN2920,120236,"FIREFIGHTER HELMETS & ACCESSORIES,",20120201,20160131,SSE,LION APPAREL INC,SS&E,360959.75,36,"$5,776.75"
S2Z58130,120241,"Fire Hoses, Couplings and Fittings  Sch 701",20120201,20160131,SSE,MUNICIPAL EMERGENCY SERVICES INC,SS&E,389195.45,36,"$18,261.00"
S2XY8140,120247,Repair of Firefighting Clothing,20120201,20160131,SSE,911 SAFETY EQUIPMENT LLC,SS&E,2749051,36,"$172,268.71"
S2QM2360,120250,"GUN REPLACEMENT PARTS,",20120201,20160131,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,90001,36,"$1,009.06"
S2Z58090,120259,V Belts for HVAC  Sch 419,20120201,20160131,SSE,FASTENAL CO,SS&E,300599.91,36,$753.05
S2Z57930,120260,Plumbing and heating Repair Service Sch 901,20120201,20160131,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,411434,36,"$4,238.27"
S5QM631S,B50422,NORTHROP GRUMMAN SYSTEMS CORPBid # S5QM631S,20110906,20160131,SSE,NORTHROP GRUMMAN SYSTEMS CORP,SS&E,4700000,,"$212,069.00"
S2Z46350,A30485,MOTOROLA SOLUTIONS INCBid # S2Z46350,20030201,20160131,SSE,MOTOROLA SOLUTIONS INC,SS&E,999147,12,
S4YL474S,140216,"Maintenance, Technical Services and Repairs to the PHL M.U.F.I.D System",20140301,20160229,SSE,INFAX INC,SS&E,486372.5,36,
S4Z60460,140262,"Contemporary Office Furniture, Steel",20140301,20160229,SSE,TRANSAMERICAN OFFICE FURNITURE INC,SS&E,235000,33,
S4YB558S,140263,Maintenance Contract,20140301,20160229,SSE,LIFE TECHNOLOGIES CORP,SS&E,67000.01,36,
S4YQ0630,140264,4 X 2 Advance Life Support Medic Unit,20140301,20160229,SSE,BAY HEAD INVESTMENTS INC,SS&E,8244713,36,
T4Z60270,140266,Pump Repair Parts,20140301,20160229,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,85500,36,
S3Z59510,130264,COUPLINGS FOR PIPE REPAIR,20130301,20160229,SSE,SMITH BLAIR INC,SS&E,396238.43,36,"$72,611.10"
S3Z59660,130282,"Bottled Water, 16.9 oz & 700 ml (Fire & MDO)",20130301,20160229,SSE,W B MASON COMPANY INC,SS&E,30000.01,35,
S3Z59090,130292,"AIR AND HYDRAULIC CYLINDER REPAIR, RECONDITION, REMOVAL AND INSTALLATION, SCH. 328",20130301,20160229,SSE,DELAWARE VALLEY TRUCK SERVICE,SS&E,258008,33,"$17,219.85"
S3Z59470,130303,Inspection/Maintenance of Halon 1301/FM200/CO2,20130301,20160229,SSE,WAYMAN FIRE PROTECTION INC,SS&E,120821,36,"$1,650.00"
S3Z59270,130304,Ball & Roller Bearing - Sch 38,20130301,20160229,SSE,PRUYN BEARING CO,SS&E,371251.5,30,"$10,564.73"
S3WZ0240,130309,Filter Media,20130301,20160229,SSE,CENTRALIA COAL SALES CO,SS&E,240001,36,"$23,298.00"
S3Z59380,130311,"Repair Service for Electrical Appliances & Kitchen Equipment, Sch. 556",20130301,20160229,SSE,CHARLES W ROMANO CO,SS&E,280608,35,"$16,424.94"
S3XP9750,130312,Repair/Maintenance of Linestriping Equipment,20130301,20160229,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,40001,36,
T3YK1170,130319,Emergency Abatement Repair Program,20130301,20160229,SSE,J S PLUMBING CO LLC,SS&E,300000,32,"$6,983.00"
T3WW8380,130327,"WATER, SEWER AND BASEMENT PROTECTION PLUMBING REPAIRS",20130301,20160229,SSE,BURKE PLUMBING & HEATING INC,SS&E,680000,32,"$94,253.00"
S3Z59460,130332,Locksmith Services,20130301,20160229,SSE,INTERSTATE LOCKSMITH INC,SS&E,165168,36,"$2,501.50"
S3Z5931S,130337,HARDWARE MAINTENANCE & SOFTWARE SUPPORT FOR PHOTO MGR CAPTURE / RETRIEVE WORKSTATIONS,20130301,20160229,SSE,DATAWORKS PLUS LLC,SS&E,657932.6,28,"$18,693.75"
S3Z58980,130341,Hardware and Abrasive Supplies,20130301,20160229,SSE,INDEPENDENT HARDWARE INC,SS&E,160000.01,32,"$1,545.15"
T3Z59170,130342,GAS TUBE FITTINGS & BALL VALVES,20130301,20160229,SSE,COMPONENTS & CONTROLS INC,SS&E,30000.01,33,
S3Z58490,130345,Promotional Items,20130301,20160229,SSE,B T C ENVELOPES & PRINTING LLC,SS&E,50001,33,"$21,221.75"
S3Z59100,130350,Water Treatment Service for Air Conditioning Cooling Equipment and Heating Systems,20130301,20160229,SSE,CASCADE WATER SERVICES INC,SS&E,200000,36,"$12,390.00"
S3YN3210,130352,Repair of Analytical Equipment for the Philadelphia Fire Department,20130301,20160229,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,199152,36,"$6,388.59"
S2Z58180,120234,Ladders  Sch 916,20120301,20160229,SSE,MOULTON LADDER & SUPPLY CO INC,SS&E,261264.4,36,"$4,308.60"
S2Z58170,120267,"Repair of Welders, Sch. 911",20120301,20160229,SSE,J A CUNNINGHAM EQUIPMENT INC,SS&E,90000.01,36,$628.13
S2YL533S,120268,Parts Replacement for ADB-ALNACO Runway Taxiway Lighting Fixtures and/or Visual Aids,20120301,20160229,SSE,A D B AIRFIELD SOLUTIONS LLC,SS&E,876000,36,"$22,866.21"
T2XT6870,120269,4 X 2 Truck Conventional with 5 CY Dump Body,20120301,20160229,SSE,TRANSTECK INC,SS&E,2171625,36,
T2XT6840,120270,6x4 Road Tractor,20120301,20160229,SSE,TRANSTECK INC,SS&E,646101,36,
T2Z57730,120273,Maint of Minolta Plain Paper Copier Machines & Purchase of Supplies for those Machines Sch 102-02,20120301,20160229,SSE,KONICA MINOLTA BUSINESS SOLUTIONS USA,SS&E,70000.01,36,$780.12
A4XL8400,140275,Supervision and Technical Services for the Process Control Computer System,20140317,20160316,SSE,SHINGLE & GIBB CO,SS&E,237445,36,
S4YL479S,140280,VMAT-Out Squitters & Services,20140328,20160327,SSE,EXELIS INC,SS&E,1115543,36,
S3XS9620,130310,Dry Cleaning and Laundry Supplies and Training,20130401,20160331,SSE,PARISER INDUSTRIES INC,SS&E,99454.5,36,"$3,938.20"
S3YQ0560,130314,Purchase of Hybrid Vehicles,20130401,20160331,SSE,PACIFICO FORD INC,SS&E,1278291.48,36,"$434,913.61"
S3VZ3380,130351,FIRE SPRINKLER MAINTENANCE AND INSPECTION,20130401,20160331,SSE,WAYMAN FIRE PROTECTION INC,SS&E,250080,27,
S3YL536S,130360,"Service Maintenance Programming, Hardware and Service Maintenance for Interactive Employee Training (IET)",20130401,20160331,SSE,AMERICAN ASSOC OF AIRPORT EXECUTIVES,SS&E,1144980,36,"$95,030.01"
T3YQ0560,130361,Purchase of Hybrid Vehicles,20130401,20160331,SSE,CHAPMAN CHEVROLET LLC,SS&E,210811.45,36,
S2VZ3830,120253,MAINTENANCE AND REPAIR OF DIGITAL HVAC SYSTEM,20120401,20160331,SSE,DEVINE BROTHERS INC,SS&E,180001,36,"$3,176.16"
