Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Remaining_Contract_Months,Total_Transactions
S3Z59090,130292,"AIR AND HYDRAULIC CYLINDER REPAIR, RECONDITION, REMOVAL AND INSTALLATION, SCH. 328",20130301,20160229,SSE,DELAWARE VALLEY TRUCK SERVICE,SS&E,258008,33,09,"$8,334.94"
S3Z59100,130350,Water Treatment Service for Air Conditioning Cooling Equipment and Heating Systems,20130301,20160229,SSE,CASCADE WATER SERVICES INC,SS&E,200000,36,12,$540.00
S3Z59120,130235,Turf Management,20130101,20151231,SSE,M & M LAWN CARE EAST INC,SS&E,500130,36,12,"$9,700.00"
S3Z59140,130255,Welding/Soldering Materials and Supplies,20130101,20151231,SSE,AIRGAS USA LLC,SS&E,192000,35,11,"$18,787.64"
S3Z59150,130220,Electrical Testing Instruments,20130101,20151231,SSE,RUMSEY ELECTRIC CO,SS&E,30001,35,11,"$6,715.96"
S3Z59160,130218,Laboratory/Science Supplies and Small Apparatus Instrumentation Equipment,20121201,20151130,SSE,FISHER SCIENTIFIC CO L L C,SS&E,3754000,36,12,"$251,211.63"
S3Z59180,A30295,Personal Grooming Supplies,20130401,20160331,SSE,AMERCARE PRODUCTS INC,SS&E,90000.01,33,09,"$1,524.38"
S3Z59200,130321,Paper Sundries,20130401,20160331,SSE,T FRANK MCCALLS INC,SS&E,130001,33,09,"$14,166.21"
S3Z59210,130274,Wipers and Rags,20130401,20160331,SSE,INTERNATIONAL WIPER CO,SS&E,125860,33,09,"$11,550.00"
S3Z59220,130359,"Airport Computer Information System - Materials, Supplies and Equipment",20130401,20160331,SSE,ELLIOTT LEWIS CORP,SS&E,3526238.08,33,09,"$501,872.69"
S3Z59230,130245,Dry Cell Batteries,20130101,20151231,SSE,RUMSEY ELECTRIC CO,SS&E,63001,36,12,"$15,092.06"
S3Z59240,130246,Hauling of Danaher Controls Electronic 1242 Voting Machines,20130101,20151231,SSE,WAYNE MOVING & STORAGE CO,SS&E,1048594.3,36,12,
S3Z59270,130304,Ball & Roller Bearing - Sch 38,20130301,20160229,SSE,PRUYN BEARING CO,SS&E,371251.5,30,06,$902.12
S3Z59280,130178,INFECTIOUS WASTE DISPOSAL - SCH 501,20121201,20151130,SSE,S H BIO WASTE LTD,SS&E,530762.45,33,09,"$76,805.31"
S3Z59290,130247,Automotive Shop Supplies,20130201,20160131,SSE,UNI SELECT USA INC,SS&E,192637.45,30,06,"$2,897.28"
S3Z59300,130275,FORK LIFT REPAIRS,20130201,20160131,SSE,J J CLARK INC,SS&E,420647.5,35,11,"$19,073.89"
S3Z5931S,130337,HARDWARE MAINTENANCE & SOFTWARE SUPPORT FOR PHOTO MGR CAPTURE / RETRIEVE WORKSTATIONS,20130301,20160229,SSE,DATAWORKS PLUS LLC,SS&E,657932.6,28,04,"$31,860.33"
S3Z59320,130364,Maintenance of Savin Plain Copier Machines and Supplies,20130401,20160331,SSE,ELECTRONIC RISKS CONSULTANT,SS&E,440470,30,06,"$10,009.08"
S3Z59330,130281,Audio/Visual Supplies,20130201,20160131,SSE,A C RADIO SUPPLY INC,SS&E,70001,36,12,"$5,002.50"
S3Z59350,130302,Towing and Storage of Recovered Stolen Vehicles (RSVs),20130201,20160131,SSE,SHAWS TOWING INC,SS&E,30001,36,12,
S3Z5937S,130263,"AZTECA SOFTWARE, SUPPORT & CONTIN. TRAINING TECH SVCS",20130201,20160131,SSE,AZTECA SYSTEMS INC,SS&E,290000,36,12,"$60,000.00"
S3Z59380,130311,"Repair Service for Electrical Appliances & Kitchen Equipment, Sch. 556",20130301,20160229,SSE,CHARLES W ROMANO CO,SS&E,280608,35,11,"$8,168.72"
S3Z59390,130289,Repair of Dental Equipment,20130201,20160131,SSE,WAYNE LEE DENTAL,SS&E,155000,36,12,"$6,729.12"
S3Z59400,130280,"Automotive Differential Assemblies, Power Transfer Gear Boxes, Parts, Repair & Exchange",20130201,20160131,SSE,TRANSAXLE LLC,SS&E,54246.7,36,12,"$8,001.04"
S3Z59410,130323,"Trophies, Medals, Plaques and Pins, etc.",20130501,20150430,SSE,AWARD PRODUCTS INC,SS&E,91081.9,34,22,"$4,986.00"
S3Z59420,130306,Repair Parts Variable Frequency,20130201,20160131,SSE,DEVINE BROTHERS INC,SS&E,251850,36,12,$441.02
S3Z59440,130279,Turf Management - Water Department,20130101,20151231,SSE,INDEPENDENCE CONSTRUCTORS CORP,SS&E,86000,36,12,"$11,310.00"
S3Z59450,130420,General Automotive Repair Services,20130601,20150531,SSE,DELAWARE VALLEY TRUCK SERVICE,SS&E,107572.84,33,21,"$6,789.11"
S3Z59460,130332,Locksmith Services,20130301,20160229,SSE,INTERSTATE LOCKSMITH INC,SS&E,165168,36,12,"$3,865.40"
S3Z59470,130303,Inspection/Maintenance of Halon 1301/FM200/CO2,20130301,20160229,SSE,WAYMAN FIRE PROTECTION INC,SS&E,120821,36,12,"$1,175.00"
S3Z59490,130417,Fax Machine Supplies,20130601,20150531,SSE,P C SPECIALISTS INC,SS&E,30000.01,33,21,"$13,545.42"
S3Z59510,130264,COUPLINGS FOR PIPE REPAIR,20130301,20160229,SSE,SMITH BLAIR INC,SS&E,396238.43,36,12,
S3Z59520,130391,Curb and Valve Box Cleaner and Parts,20130601,20150531,SSE,FERGUSON ENTERPRISES INC,SS&E,115623,33,21,"$48,070.00"
S3Z59530,130374,Final Sedimentation Tank Replacement Parts,20130401,20160331,SSE,G P JAGER & ASSOCS,SS&E,50000.01,35,11,
S3Z59540,A30389,Replacement Parts for Implements,20130401,20160331,SSE,UNI SELECT USA INC,SS&E,54000.01,36,12,"$69,026.12"
S3Z59550,B30369,"Automotive, Light Truck and Motorcycle Repair and Replacement Parts, OEM Only",20130401,20160331,SSE,CHAPMAN CHEVROLET LLC,SS&E,50000.01,36,24,
S3Z59560,130308,Inspection/Repair Service for Chemical Storage Tanks,20130401,20160331,SSE,P & R INDUSTRIES INC,SS&E,348176.75,36,12,"$30,353.60"
S3Z59580,130393,Repair of Electric Motors,20130501,20150430,SSE,WILLIER ELECTRIC MOTOR CO INC,SS&E,1475050,36,24,"$43,146.28"
S3Z59600,130330,Fire Suppression Systems Services (Public Property),20130401,20160331,SSE,SIMPLEXGRINNELL LP,SS&E,266484,36,12,
S3Z59620,130404,Drug Screen Testing Services,20130401,20160331,SSE,DRUGSCAN INC,SS&E,660565,36,12,"$69,564.00"
S3Z59630,130358,Sludge Gas Equipment Parts,20130401,20160331,SSE,BOWEN CALHOUN & ASSOCIATES INC,SS&E,80000.01,36,12,"$2,047.92"
S3Z59640,130346,Curb Stops and Service Line Fittings,20130401,20160331,SSE,LABOV PLUMBING & HEATING SUPPLY INC,SS&E,232375,36,12,"$5,962.86"
S3Z59650,130324,Refrigerants & Substitutes,20130401,20160331,SSE,AIRGAS REFRIGERANTS INC,SS&E,160001,33,09,"$4,768.70"
S3Z59660,130282,"Bottled Water, 16.9 oz & 700 ml (Fire & MDO)",20130301,20160229,SSE,W B MASON COMPANY INC,SS&E,30000.01,35,11,
S3Z59680,130394,Elevator/Escalator Maintenance and Repair Services for the Department of Public Property (Various Locations),20130601,20150531,SSE,OTIS ELEVATOR CO,SS&E,1357277,25,13,"$144,426.50"
S3Z59690,130395,Thermographed Business Cards and Gold Seal Stationary,20130501,20150430,SSE,ENVELOPES & PRINTED PRODUCTS INC,SS&E,380645,36,24,"$15,869.00"
S3Z59700,130397,"Photographic Supplies, Sch. 89",20130501,20150430,SSE,P P I PHOTOGRAPHICS INC,SS&E,608219.88,36,24,"$28,057.31"
S3Z59740,130402,Invasive Plant Control,20130601,20150531,SSE,WEEDS INC,SS&E,243960,36,24,"$1,974.39"
S4DB6950,140298,Landscape Planting & Maintenance Services,20140601,20150531,SSE,ALL SEASONS LANDSCAPING CO INC,SS&E,39538,36,36,
S4HM8190,140103,"Managing, Maintaining and Operating Sludge Barges and Transporting Sludge",20130801,20150731,SSE,HAYS TUG & LAUNCH SERVICE INC,SS&E,4545600,36,24,"$244,799.50"
S4KQ5840,140237,Bedding and Bath Towels,20140301,20150228,SSE,ACME SUPPLY CO LTD,SS&E,32001,36,36,"$1,470.00"
S4OM7700,140268,Printed Case Folders,20140601,20150531,SSE,COMADE INC,SS&E,32001,36,36,
S4OP8420,990844,DESIGN & IMPLEMENTATION OF 800 MHZ RADIO SYSTEM,19990630,20160117,SSE,MOTOROLA SOLUTIONS INC,SS&E,88160000,99,12,"$38,346.26"
S4QG8360,140137,"Revenue:  Printing, Imaging, Inserting and Mailing of Combined Business Tax, Wage Reconciliation, School Income Tax,Earining Re",20131001,20150930,SSE,YORK IMAGING SERVICES LLC,SS&E,240752.72,33,21,"$24,666.80"
S4QG839S,140305,Remittance System Hardware Maintenance and Software Support,20140601,20150531,SSE,BURROUGHS INC,SS&E,61578,36,36,
S4QM2930,140198,Bikes and Related Equipment,20140201,20160131,SSE,BUSTLETON BIKES INC,SS&E,46920,36,24,
S4QM295S,140261,SPERM HY-LITER SYSTEM,20140220,20150219,SSE,INDEPENDENT FORENSICS OF IL,SS&E,99448,36,36,
S4VW484S,140191,Replacement Parts for Teledyne API Ambient Air Monitors & Calibrators,20140401,20150331,SSE,TELEDYNE INSTRUMENTS INC,SS&E,32000.01,36,36,
S4WC878S,150004,Mammography Unit,20140421,20150420,SSE,HOLOGIC INC,SS&E,991335.2,36,36,
S4WJ795S,140116,Symphony Software Annual Support,20130801,20150731,SSE,SIRSI CORP,SS&E,572219.46,35,23,
S4WJ796S,140085,Maintenance and Repair of Checkpoint Security Systems,20130701,20150630,SSE,3M COMPANY,SS&E,61675,36,24,
S4WV5310,140283,"Debris Skimmer Vessel Management, Operations, Maintenance",20140401,20160331,SSE,POLLUTION SOLUTIONS OF NEW JERSEY LLC,SS&E,682068,36,24,
S4WZ5510,150047,Rodney Hunt Parts,20140801,20150731,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,350000,36,36,
S4XL8390,140119,Cleaning of Flocculation Tanks at the Head of the Primary Sedimentation Tanks at SWWPC Plant,20131101,20151031,SSE,MOBILE DREDGING & PUMPING CO,SS&E,198000,36,24,
S4XL8410,140033,Emergency Repair Service: Scale Maintenance (PWD),20130801,20150731,SSE,ADVANCE SCALE COMPANY INC,SS&E,80001,36,24,
S4XN6810,140152,Prison: Instax 210 Instant Camera and Film/Twin Packs/20 Exposures 30 Twin Packs/Case,20140101,20151231,SSE,P P I PHOTOGRAPHICS INC,SS&E,113219.1,36,24,"$6,150.90"
S4XN8970,140223,Printing of Street Lists-General and Primary Elections,20140101,20151231,SSE,BARTON & COONEY LLC,SS&E,332000.01,36,24,
S4XN8980,140254,Printing of Election Registers,20140201,20160131,SSE,BARTON & COONEY LLC,SS&E,286587,29,17,
S4XS9680,140087,Prisons:  Cabinet Grade Wood,20131009,20150930,SSE,RUSSELL PLYWOOD INC,SS&E,186152.4,36,24,
S4XW931S,140062,IDEXX Laboratory Supplies,20130701,20150630,SSE,IDEXX DISTRIBUTION INC,SS&E,174628,36,24,"$13,343.00"
S4XZ2010,140267,"Power Tools, Pneumatic Parts",20140301,20160229,SSE,DONATO SPAVENTA & SONS INC,SS&E,278731.37,27,15,"$92,939.35"
S4YB030S,140136,Interstate Wide Area Network (WAN) Connectivity Services,20130901,20150831,SSE,BROADVIEW NETWORKS,SS&E,218800,36,24,"$9,900.00"
S4YB554S,140287,BD Migit Instrument,20140411,20150410,SSE,BECTON DICKINSON & CO,SS&E,40000,36,36,
S4YB558S,140263,Maintenance Contract,20140301,20160229,SSE,LIFE TECHNOLOGIES CORP,SS&E,67000.01,36,24,
S4YC4720,140229,Rental of Pothole Patchers,20140201,20160131,SSE,U S MUNICIPAL SUPPLY CO,SS&E,553856,36,24,"$39,607.50"
S4YC4900,140031,Traffic Signal Hardware,20130601,20150531,SSE,FLEMINGTON ALUMINUM & BRASS INC,SS&E,320805.36,36,24,
S4YC4920,140180,Mobile Radar Speed Display Signs,20140101,20151231,SSE,TRAFFIC LOGIX CORP,SS&E,115300,36,24,
S4YC4950,140278,Traffic Speed Control Materials,20140401,20150331,SSE,TRAFFIC LOGIX CORP,SS&E,32000.01,36,36,
S4YL4600,140035,"Georgia Pacific: Toilet Paper, Paper Towel and Dispenser",20130701,20150630,SSE,503 CORP,SS&E,272430.12,36,24,"$23,463.20"
S4YL4700,140100,Disposal of International Quarantined Material,20130901,20150831,SSE,AVA GROUP INC,SS&E,390400,36,24,"$33,400.00"
S4YL4710,140019,The FIXX - High Solids Floor Finish and Sealer (Spartan),20130701,20150630,SSE,INTERLINE BRANDS INC,SS&E,40307.5,36,24,
S4YL473S,140037,Safe Port Vessel Traffic Information System (VTIS),20130701,20150630,SSE,OBSERVATION TECHNOLOGIES INC,SS&E,85000,36,24,
S4YL474S,140216,"Maintenance, Technical Services and Repairs to the PHL M.U.F.I.D System",20140301,20160229,SSE,INFAX INC,SS&E,486372.5,36,24,"$70,430.00"
S4YL479S,140280,VMAT-Out Squitters & Services,20140328,20160327,SSE,EXELIS INC,SS&E,1115543,36,24,"$25,500.00"
S4YL4800,150028,"Boiler Service, Repair and Water Treatment",20140701,20150630,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,721500,32,32,"$52,605.99"
S4YL6850,140024,Purchase of Big Belly Solar Compactors,20130701,20150630,SSE,BIG BELLY SOLAR INC,SS&E,490000,33,21,"$43,370.96"
S4YL6860,140021,"Bag, Paper",20130901,20150831,SSE,DANO ENTERPRISES INC,SS&E,149200,24,12,$942.00
S4YN3240,140064,Handheld LED Streamlight Equipment,20130901,20150831,SSE,WAREHOUSE BATTERY OUTLET INC,SS&E,36903.75,36,24,"$2,227.40"
S4YN326S,140117,Repair for MSA Thermal Imaging Cameras,20131001,20150930,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,100250,36,24,"$7,798.26"
S4YN3290,150045,Maintenance and Repair of ZERO Electric Police Motorcycle DS ZF11.4,20140801,20150731,SSE,ECKENHOFF MOTORCYCLES,SS&E,32000.01,36,36,
S4YO8220,140151,"Janitorial, Carpet Cleaning and Power Washing Services",20131001,20150930,SSE,CNC PROFESSIONAL SERVICES INC,SS&E,130337,31,19,"$10,276.00"
S4YQ0630,140264,4 X 2 Advance Life Support Medic Unit,20140301,20160229,SSE,BAY HEAD INVESTMENTS INC,SS&E,8244713,36,24,"$5,750.00"
S4YQ0810,140122,Maintenance and Repair of FDS (Fuel Data System) Fuel Management System,20131001,20150930,SSE,INTERNETWORK SERVICES INC,SS&E,417750,36,24,"$37,555.00"
S4YQ0850,140139,Fleet: Gerber Omega System-Supplies,20130901,20150831,SSE,BREWERS INTERNATIONAL INC,SS&E,37000.01,34,22,
S4YQ0860,140182,Inspection and Repair of Airport Crash Rescue Equipment,20131201,20151130,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC,SS&E,375931,36,24,
S4YQ0870,140265,Maintenance and Repair of Multifunction Snow Equipment,20140401,20160331,SSE,PENN JERSEY MACHINERY LLC,SS&E,93850,36,24,
S4YT4590,140112,Janitorial Services - Licenses & Inspections (L&I),20130901,20150831,SSE,GOLDEN INC,SS&E,52001,36,24,"$8,965.00"
S4Z59670,140005,RFG Gasoline and Bio Diesel Fuel (5%),20130701,20150630,SSE,MANSFIELD OIL COMPANY OF GAINSVILLE INC,SS&E,47321716.74,36,24,"$3,866,481.74"
S4Z59710,A40133,Court Reporting Services,20131101,20151031,SSE,STREHLOW & ASSOCIATES INC,SS&E,45000,31,19,"$42,597.73"
S4Z59760,C40051,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,INTERCON TRUCK EQUIPMENT CO,SS&E,30000.01,36,24,
S4Z59780,A40009,W CAMPBELL SUPPLY CO OF PENNA LLC Bid # S4Z59780,20130701,20150630,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC,SS&E,30000.01,36,24,
S4Z59800,140096,Water Treatment Chemicals,20131001,20150930,SSE,UNIVAR USA INC,SS&E,2513959.75,12,00,"$3,881,213.66"
S4Z59810,140016,Rock Salt,20130701,20150630,SSE,DART SEASONAL PRODUCTS INC,SS&E,400000,12,00,"$1,271,579.94"
S4Z5982S,140027,Rental of Pitney Bowes Mailing Equipment,20130701,20150630,SSE,PITNEY BOWES INC,SS&E,265301.2,36,24,"$4,720.69"
S4Z5983S,140183,"Maintenance, Repair and Inspection of Physio-Control Devices",20130701,20150630,SSE,PHYSIO CONTROL INC,SS&E,1743374.17,36,24,"$87,831.24"
S4Z59850,140034,"Chain Link Fence- Repairs Only, Sch 472-01",20130701,20150630,SSE,BUSTLETON SERVICES INC,SS&E,555524,36,24,"$132,660.65"
S4Z59870,140001,Valve Acuator Parts,20130701,20150630,SSE,FERGUSON ENTERPRISES INC,SS&E,474000,36,24,"$141,224.15"
S4Z59890,140017,AMS Lab Gases,20130901,20150831,SSE,PRAXAIR DISTRIBUTION MID ATLANTIC LLC,SS&E,40001,36,24,"$2,493.99"
S4Z59900,140209,Dental Supplies,20131201,20151130,SSE,DENTSERVE,SS&E,200000,33,21,"$12,020.04"
S4Z59910,140121,Snow Removal Philadelphia International Airport,20130901,20150831,SSE,PREMIER CONCRETE INC,SS&E,3451360,36,24,"$173,103.00"
S4Z59920,140104,Snow Clearance & Removal,20130901,20150831,SSE,SERAVALLI INC,SS&E,135150,36,24,
S4Z59930,140128,Overhead Door and Gate Maintenance,20130901,20150831,SSE,SET RITE CORP,SS&E,970794,36,24,"$112,905.67"
S4Z59940,140002,Maintenance Service for Hydronic and Steam Systems,20130901,20150831,SSE,CASCADE WATER SERVICES INC,SS&E,39801,36,24,"$2,700.00"
S4Z59950,140168,Vine Street Expressway and Franklintown Landscape Maintenance,20131001,20150930,SSE,MOON LANDSCAPING INC,SS&E,234870,31,19,"$4,450.00"
S4Z59960,140118,Fuel Oil,20130801,20150731,SSE,EAST RIVER ENERGY INC,SS&E,2050000,36,24,"$365,296.53"
S4Z59980,140146,Long Distance Telephone Services,20131201,20151130,SSE,BROADVIEW NETWORKS,SS&E,420462.63,33,21,"$13,114.48"
S4Z59990,140038,"Rebuild and Replacement Parts, Tires/Tubes for City Owned Motorcycles",20131001,20150930,SSE,HARLEY DAVIDSON OF CAMDEN COUNTY,SS&E,112855,36,24,"$8,292.44"
S4Z60000,140160,Towing Services,20131101,20151031,SSE,PHILADELPHIA TOWING & TRANSPORT,SS&E,243900,35,23,"$12,660.96"
S4Z60020,140083,Air Conditioner and Icemaker Repairs,20131001,20150930,SSE,CHARLES W ROMANO CO,SS&E,281435,36,24,"$32,633.42"
S4Z60030,140061,Manhole Covers,20131001,20150930,SSE,EAST JORDAN IRON WORKS,SS&E,252992.35,36,24,"$16,242.00"
S4Z60040,140106,Lawn Mower Replacement Parts,20131101,20151031,SSE,CHERRY VALLEY FORD TRACTOR SALES,SS&E,30001,36,24,$762.01
S4Z60050,140141,Police Helicopter Maintenance,20131101,20151031,SSE,STERLING CORP,SS&E,750417.5,24,12,"$58,048.31"
S4Z60060,140138,Welding Services,20131101,20151031,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,59462,36,24,"$7,523.01"
S4Z60070,140115,Electrician's Tools,20131101,20151001,SSE,D L ELECTRONICS INC,SS&E,32001,36,24,"$13,575.60"
S4Z60080,140185,Natural Gas Supply Service Contract,20131201,20151130,SSE,SOUTH JERSEY ENERGY COMPANY,SS&E,13100000,36,24,"$3,206,847.54"
S4Z60100,150002,Office Automation,20140701,20150630,SSE,P C SPECIALISTS INC,SS&E,200000,30,30,"$25,496.42"
S4Z60120,140111,Repair of Photographic and Audio/Visual Equipment,20131201,20151130,SSE,AUDIO VIDEO REPAIR INC,SS&E,968149,36,24,"$158,897.51"
S4Z60140,140036,Maintenance of Canon Plain Copier Machines and Supplies,20130701,20150630,SSE,CANON SOLUTIONS AMERICA INC,SS&E,487692,36,24,"$35,783.75"
S4Z60150,140102,Snow Chains and Accessories,20130801,20150831,SSE,VEHICLE MAINTENANCE PROGRAM,SS&E,30000.01,34,22,
S4Z60190,140113,Photographic Services,20140101,20151231,SSE,JACKS CAMERAS INC,SS&E,149038.08,36,24,"$15,837.84"
S4Z60210,140243,Small Equipment Purchase,20140201,20160131,SSE,T FRANK MCCALLS INC,SS&E,32001,36,24,"$38,848.30"
S4Z60220,140230,Small Equipment Repair Services,20140201,20160131,SSE,INTERLINE BRANDS INC,SS&E,1372054.3,36,24,"$233,875.26"
S4Z60240,140174,"Bottled Drinking Water and Distilled Water,",20140201,20160131,SSE,NESTLE WATERS NORTH AMERICA INC,SS&E,255859.91,36,24,"$21,107.96"
S4Z6025S,140147,ABB Instrumentation Parts (Formerly Fisher and Porter),20140201,20160131,SSE,APPLIED ANALYTICS INC,SS&E,315000,36,24,"$13,956.16"
S4Z60260,140178,Mechanical Repair Services,20140201,20160131,SSE,MUNICIPAL MAINTENANCE CO INC,SS&E,850000.01,36,24,"$32,367.50"
S4Z60270,140221,Pump Repair Parts,20140301,20160229,SSE,PRUYN BEARING CO,SS&E,890500,36,24,"$70,303.28"
S4Z60300,140167,"Forms, Printed, Index",20140401,20160331,SSE,VANGUARD DIRECT,SS&E,55000,36,24,"$2,607.00"
S4Z60320,F40258,Asphalt Products,20140401,20150630,SSE,RIVERSIDE MATERIALS INC,SS&E,86331,03,00,"$1,330,003.46"
S4Z60330,140227,"Receptacles, Trash Cans, Mops,and Buckets",20130401,20160331,SSE,ACCOMMODATION MOLLEN INC,SS&E,57512.24,36,24,"$4,131.35"
S4Z60370,140197,Automotive Collision Services,20140201,20150430,SSE,PACIFICO FORD INC,SS&E,441087,33,30,"$154,123.00"
S4Z60380,140181,"Mechanical Repair Parts for ""In-House"" Use",20140201,20160131,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,1599475,36,24,"$276,480.24"
S4Z60390,140288,"Yale Locks, Closures and Related Items",20140501,20150430,SSE,INDEPENDENT HARDWARE INC,SS&E,32000.01,36,36,
S4Z60410,140303,Roofing Materials,20140601,20150531,SSE,STELWAGON ROOFING SUPPLY INC,SS&E,208007.7,36,36,"$11,746.22"
S4Z60460,140262,"Contemporary Office Furniture, Steel",20140301,20160229,SSE,TRANSAMERICAN OFFICE FURNITURE INC,SS&E,235000,33,21,
S4Z60500,140297,Hazardous Tree Removal,20140601,20150531,SSE,INDEPENDENCE CONSTRUCTORS CORP,SS&E,357230,36,36,"$44,470.00"
S5CA0010,150074,Air Handler Repair Parts,20141201,20151130,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,136950,36,36,"$7,013.17"
S5CA0020,150077,Lumacurve Aeronautical Fixtures and Related Parts,20141201,20151130,SSE,STANDARD SIGNS INC,SS&E,200000,36,36,
S5CA0030,150054,Deicing/Anti-icing Fluid and Solid for Runways and Taxiways,20141201,20151130,SSE,CRYOTECH DEICING TECHNOLOGY,SS&E,1143882,36,36,"$572,893.60"
S5CA0040,150087,Direct Replacement Parts for Crouse-Hinds Aeronautical Fixtures and Related Equipmennt,20141201,20151130,SSE,RUMSEY ELECTRIC CO,SS&E,300000,36,36,
S5DN500S,150081,Composting Toilet System,20141101,20151031,SSE,OLDCASTLE PRECAST INC,SS&E,235900,36,36,
S5HD004S,150091,CME Software Annual Maintenance,20150101,20151231,SSE,VERTIQ SOFTWARE L L C,SS&E,32000.01,36,36,
S5OO4610,150169,Pipe Repair Clamps,20150201,20160131,SSE,FERGUSON ENTERPRISES INC,SS&E,151926,36,36,
S5PD0050,150119,Glock Pistols,20150301,20160229,SSE,ATLANTIC TACTICAL INC,SS&E,450000,36,36,
S5QM245S,150105,"Software Support and Maintenance for Barcoded Evidence Analysis, Statistics and Tracking (B.E.A.S.T.) System, 197 User Licenses",20140701,20150630,SSE,PORTER LEE CORP,SS&E,88650,36,36,"$88,650.00"
S5QM296S,150036,Taser Equipment and Accessories,20140701,20150630,SSE,TASER INTERNATIONAL,SS&E,486361.5,36,36,
S5QM631S,B50422,NORTHROP GRUMMAN SYSTEMS CORP Bid # S5QM631S,20110906,20160131,SSE,NORTHROP GRUMMAN SYSTEMS CORP,SS&E,4700000,,,"$479,476.00"
S5SK0010,150163,"Ice Machine Maintenance, Testing and Repair",20150201,20160131,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,33850,36,36,
S5WE4050,150149,"Emergency Excavations, Repair and Replacement of Green Stormwater Infrastructure (GSI)",20150301,20160229,SSE,J P C GROUP INC,SS&E,205900,36,36,
S5WH4550,150052,Printing of Newsletter for Board of Pensions,20141001,20150930,SSE,PRINT HOUSE,SS&E,32000.01,33,33,"$4,158.00"
S5WJ4650,150139,M & M LAWN CARE EAST INC Bid # S5WJ4650,20150101,20151231,SSE,M & M LAWN CARE EAST INC,SS&E,0,36,36,
S5WQ284S,150171,Insti HIV-1 Test Kits w/Support Controls,20150301,20160229,SSE,BIOLYTICAL LABORATORIES INC,SS&E,266297.5,36,36,
S5WV5290,150090,Repair Services for Video Pipeline Inspection Equipment,20141101,20151031,SSE,U S MUNICIPAL SUPPLY CO,SS&E,207600,36,36,
S5WW592S,150010,"YSI Equipment, Repair and Parts",20140701,20150630,SSE,Y S I INC,SS&E,120469,36,36,
S5XN685S,150057,Maintenace Of Honeywell Temperature Control System at the Phila. Industrial Correctional Center,20141001,20150930,SSE,HONEYWELL INTERNATIONAL INC,SS&E,63703.44,33,33,"$21,234.48"
S5YA117S,150120,VERTEX INC Bid # S5YA117S,20141219,20151218,SSE,VERTEX INC,SS&E,159400,36,36,
S5YB5590,150003,Rental of Real Time PCR (HIV-1 & HCV) Analyzer & Reagents,20140701,20150630,SSE,ABBOTT LABORATORIES INC,SS&E,227292,36,36,"$97,325.00"
S5YB560S,150034,Amplified Target Capture Assays,20140701,20150630,SSE,GEN PROBE SALES & SERVICE INC,SS&E,32000.01,36,36,$692.00
S5YB5610,150011,GC/Chlamydia Analyzer,20140701,20150630,SSE,GEN PROBE SALES & SERVICE INC,SS&E,449250,36,36,"$156,750.00"
S5YB563S,150005,BD Reagents for MGIT 960,20140701,20150630,SSE,BECTON DICKINSON & CO,SS&E,35000,36,36,
S5YD489S,150033,Siemens Fire Alarm Systems - Inspection/Testing/Repair,20140801,20150731,SSE,SIEMENS INDUSTRY INC,SS&E,133263,36,36,
S5YL4070,150079,Emergency Generator Maintenance,20141201,20151130,SSE,GILES & RANSOME INC,SS&E,90790,36,36,
S5YL4830,150007,Maintenance & Repair of IED Terminal announcement control System (TACS),20140701,20150630,SSE,ELITE AUDIO LLC,SS&E,256110,36,36,"$37,381.80"
S5YL6870,150001,Inspection and Repair of Two (2) Stationary Hydraulic Compactor Systems,20140701,20150630,SSE,T H C ENTERPRISES INC,SS&E,32000.01,36,36,
S5YL6890,150075,Removal of Refrigerant Service,20141101,20151031,SSE,GREENDOG RECYCLING INC,SS&E,32000.01,36,36,
S5YL6900,150092,Leaf and Yard Waste Recycling,20150201,20160131,SSE,BRITTON INDUSTRIES INC,SS&E,123240,36,36,
S5YL694S,150146,Q-Star Technology Flash Cam Digital Vandalism Deterrent System,20150101,20151231,SSE,Q STAR TECHNOLOGY LLC,SS&E,63605,36,36,
S5YL751S,150112,Maintenance & Repair of Grinnell Fire Alarm System,20141201,20151130,SSE,SIMPLEXGRINNELL LP,SS&E,205950,36,36,
S5YN334S,150147,Maintenance and Repair of Cutters Edge Saws,20150201,20160131,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,58000,36,36,
S5YN3350,150155,Direct Replacement Parts for Firefighting Equipment,20150201,20160131,SSE,COMPRESSED AIR SYSTEMS INC,SS&E,45500,36,36,
S5YQ0670,150096,Compactor 6x4 with 20 CY HD Rear Loading Compactor,20141101,20151031,SSE,TRANSTECK INC,SS&E,6940000,36,36,
